"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2","748.6091","702.6036","454.3896","240.1969","265.2173","214.1813","195.1754","10.6981590909091","10.9981590909091","136"
"","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d15:1/12:0-O-17:2)+HCO2","748.6091","702.6036","454.3896","240.1969","265.2173","214.1813","195.1754","10.5236848484849","10.8236848484849","675"
"","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2","746.5935","700.588","452.374","238.1813","265.2173","212.1656","195.1754","9.8612878787879","10.1612878787879","804"
"","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d15:1/12:1-O-17:2)+HCO2","746.5935","700.588","452.374","238.1813","265.2173","212.1656","195.1754","9.71900606060606","10.0190060606061","2981"
"","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2","762.6248","716.6193","468.4053","254.2126","265.2173","228.1969","195.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2","762.6248","716.6193","468.4053","254.2126","265.2173","228.1969","195.1754","10.5101439393939","10.8101439393939","492"
"","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/13:0-O-17:2)+HCO2","762.6248","716.6193","468.4053","254.2126","265.2173","228.1969","195.1754","10.9706818181818","11.2706818181818","1958"
"","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2","760.6091","714.6036","466.3896","252.1969","265.2173","226.1813","195.1754","10.3406909090909","10.6406909090909","199"
"","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d15:1/13:1-O-17:2)+HCO2","760.6091","714.6036","466.3896","252.1969","265.2173","226.1813","195.1754","10.1971636363636","10.4971636363636","2685"
"","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2","776.6404","730.6349","482.4209","268.2282","265.2173","242.2126","195.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/14:0-O-17:2)+HCO2","776.6404","730.6349","482.4209","268.2282","265.2173","242.2126","195.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2","774.6248","728.6193","480.4053","266.2126","265.2173","240.1969","195.1754","10.4545833333333","10.7545833333333","731"
"","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2","774.6248","728.6193","480.4053","266.2126","265.2173","240.1969","195.1754","10.6131439393939","10.9131439393939","2865"
"","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d15:1/14:1-O-17:2)+HCO2","774.6248","728.6193","480.4053","266.2126","265.2173","240.1969","195.1754","10.7806181818182","11.0806181818182","2915"
"","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2","790.6561","744.6506","496.4366","282.2439","265.2173","256.2282","195.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/15:0-O-17:2)+HCO2","790.6561","744.6506","496.4366","282.2439","265.2173","256.2282","195.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0492560606061","11.3492560606061","1223","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0492560606061","11.3492560606061","1223","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0492560606061","11.3492560606061","1223","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0492560606061","11.3492560606061","1223","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0492560606061","11.3492560606061","1223","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2","788.6404","742.6349","494.4209","280.2282","265.2173","254.2126","195.1754","11.0492560606061","11.3492560606061","1223"
"","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EOS(d15:1/15:1-O-17:2)+HCO2","788.6404","742.6349","494.4209","280.2282","265.2173","254.2126","195.1754","11.2153303030303","11.5153303030303","3389"
"","Cer-EOS(d15:1/12:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:1-O-18:0)+HCO2","764.6404","718.6349","452.374","238.1813","283.2643","212.1656","195.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2","778.6561","732.6506","466.3896","252.1969","283.2643","226.1813","195.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:1-O-18:0)+HCO2","778.6561","732.6506","466.3896","252.1969","283.2643","226.1813","195.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EOS(d15:1/12:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d15:1/12:0-O-18:1)+HCO2","764.6404","718.6349","454.3896","240.1969","281.2486","214.1813","195.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2","762.6248","716.6193","452.374","238.1813","281.2486","212.1656","195.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2","762.6248","716.6193","452.374","238.1813","281.2486","212.1656","195.1754","10.5101439393939","10.8101439393939","492"
"","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d15:1/12:1-O-18:1)+HCO2","762.6248","716.6193","452.374","238.1813","281.2486","212.1656","195.1754","10.9706818181818","11.2706818181818","1958"
"","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2","778.6561","732.6506","468.4053","254.2126","281.2486","228.1969","195.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d15:1/13:0-O-18:1)+HCO2","778.6561","732.6506","468.4053","254.2126","281.2486","228.1969","195.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2","776.6404","730.6349","466.3896","252.1969","281.2486","226.1813","195.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d15:1/13:1-O-18:1)+HCO2","776.6404","730.6349","466.3896","252.1969","281.2486","226.1813","195.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2","790.6561","744.6506","480.4053","266.2126","281.2486","240.1969","195.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EOS(d15:1/14:1-O-18:1)+HCO2","790.6561","744.6506","480.4053","266.2126","281.2486","240.1969","195.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2","762.6248","716.6193","454.3896","240.1969","279.233","214.1813","195.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d15:1/12:0-O-18:2)+HCO2","762.6248","716.6193","454.3896","240.1969","279.233","214.1813","195.1754","10.5101439393939","10.8101439393939","492"
