"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EOS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EOS(d14:1/14:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EOS(d14:1/14:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EOS(d14:1/14:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EOS(d14:1/14:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EOS(d14:1/14:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EOS(d14:1/14:0-O-16:1)+HCO2","750.6248","704.6193","468.4053","268.2282","253.2173","242.2126","181.1598","11.0025560606061","11.3025560606061","394"
"","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2","748.6091","702.6036","466.3896","266.2126","253.2173","240.1969","181.1598","10.6981590909091","10.9981590909091","136"
"","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:1-O-16:1)+HCO2","748.6091","702.6036","466.3896","266.2126","253.2173","240.1969","181.1598","10.5236848484849","10.8236848484849","675"
"","Cer-EOS(d14:1/15:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d14:1/15:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d14:1/15:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d14:1/15:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d14:1/15:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EOS(d14:1/15:0-O-16:1)+HCO2","764.6404","718.6349","482.4209","282.2439","253.2173","256.2282","181.1598","11.4196181818182","11.7196181818182","210"
"","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2","762.6248","716.6193","480.4053","280.2282","253.2173","254.2126","181.1598","11.1295590909091","11.4295590909091","66"
"","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2","762.6248","716.6193","480.4053","280.2282","253.2173","254.2126","181.1598","10.5101439393939","10.8101439393939","492"
"","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:1-O-16:1)+HCO2","762.6248","716.6193","480.4053","280.2282","253.2173","254.2126","181.1598","10.9706818181818","11.2706818181818","1958"
"","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2","778.6561","732.6506","496.4366","296.2595","253.2173","270.2439","181.1598","11.6581515151515","11.9581515151515","2922"
"","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EOS(d14:1/16:0-O-16:1)+HCO2","778.6561","732.6506","496.4366","296.2595","253.2173","270.2439","181.1598","11.8050363636364","12.1050363636364","2984"
"","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2","776.6404","730.6349","494.4209","294.2439","253.2173","268.2282","181.1598","11.3751787878788","11.6751787878788","222"
"","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:1-O-16:1)+HCO2","776.6404","730.6349","494.4209","294.2439","253.2173","268.2282","181.1598","11.5348393939394","11.8348393939394","2693"
"","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2","774.6248","728.6193","492.4053","292.2282","253.2173","266.2126","181.1598","10.4545833333333","10.7545833333333","731"
"","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2","774.6248","728.6193","492.4053","292.2282","253.2173","266.2126","181.1598","10.6131439393939","10.9131439393939","2865"
"","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:2-O-16:1)+HCO2","774.6248","728.6193","492.4053","292.2282","253.2173","266.2126","181.1598","10.7806181818182","11.0806181818182","2915"
"","Cer-EOS(d14:1/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EOS(d14:1/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EOS(d14:1/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EOS(d14:1/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EOS(d14:1/12:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.7723","10.0723","607","","Cer-EOS(d14:1/12:0-O-16:2)+HCO2","720.5778","674.5723","440.374","240.1969","251.2017","214.1813","181.1598","9.7723","10.0723","607"
"","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2","734.5935","688.588","454.3896","254.2126","251.2017","228.1969","181.1598","10.2551090909091","10.5551090909091","171"
"","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer-EOS(d14:1/13:0-O-16:2)+HCO2","734.5935","688.588","454.3896","254.2126","251.2017","228.1969","181.1598","10.0804848484848","10.3804848484848","4126"
"","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.36986666666667","9.66986666666667","466","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.36986666666667","9.66986666666667","466","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.36986666666667","9.66986666666667","466","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.36986666666667","9.66986666666667","466","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.36986666666667","9.66986666666667","466","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2","732.5778","686.5723","452.374","252.1969","251.2017","226.1813","181.1598","9.36986666666667","9.66986666666667","466"
"","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.21552272727273","9.51552272727273","752","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.21552272727273","9.51552272727273","752","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.21552272727273","9.51552272727273","752","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.21552272727273","9.51552272727273","752","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.21552272727273","9.51552272727273","752","","Cer-EOS(d14:1/13:1-O-16:2)+HCO2","732.5778","686.5723","452.374","252.1969","251.2017","226.1813","181.1598","9.21552272727273","9.51552272727273","752"
"","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2","748.6091","702.6036","468.4053","268.2282","251.2017","242.2126","181.1598","10.6981590909091","10.9981590909091","136"
"","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EOS(d14:1/14:0-O-16:2)+HCO2","748.6091","702.6036","468.4053","268.2282","251.2017","242.2126","181.1598","10.5236848484849","10.8236848484849","675"
"","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.8612878787879","10.1612878787879","804","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2","746.5935","700.588","466.3896","266.2126","251.2017","240.1969","181.1598","9.8612878787879","10.1612878787879","804"
"","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"9.71900606060606","10.0190060606061","2981","","Cer-EOS(d14:1/14:1-O-16:2)+HCO2","746.5935","700.588","466.3896","266.2126","251.2017","240.1969","181.1598","9.71900606060606","10.0190060606061","2981"
"","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2","762.6248","716.6193","482.4209","282.2439","251.2017","256.2282","181.1598","11.1295590909091","11.4295590909091","66"
"","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2","762.6248","716.6193","482.4209","282.2439","251.2017","256.2282","181.1598","10.5101439393939","10.8101439393939","492"
"","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EOS(d14:1/15:0-O-16:2)+HCO2","762.6248","716.6193","482.4209","282.2439","251.2017","256.2282","181.1598","10.9706818181818","11.2706818181818","1958"
"","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.3406909090909","10.6406909090909","199","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2","760.6091","714.6036","480.4053","280.2282","251.2017","254.2126","181.1598","10.3406909090909","10.6406909090909","199"
"","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.1971636363636","10.4971636363636","2685","","Cer-EOS(d14:1/15:1-O-16:2)+HCO2","760.6091","714.6036","480.4053","280.2282","251.2017","254.2126","181.1598","10.1971636363636","10.4971636363636","2685"
"","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2","776.6404","730.6349","496.4366","296.2595","251.2017","270.2439","181.1598","11.3751787878788","11.6751787878788","222"
"","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EOS(d14:1/16:0-O-16:2)+HCO2","776.6404","730.6349","496.4366","296.2595","251.2017","270.2439","181.1598","11.5348393939394","11.8348393939394","2693"
"","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.4545833333333","10.7545833333333","731","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2","774.6248","728.6193","494.4209","294.2439","251.2017","268.2282","181.1598","10.4545833333333","10.7545833333333","731"
"","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.6131439393939","10.9131439393939","2865","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2","774.6248","728.6193","494.4209","294.2439","251.2017","268.2282","181.1598","10.6131439393939","10.9131439393939","2865"
"","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2",0,0,0,0,0,0,0,"10.7806181818182","11.0806181818182","2915","","Cer-EOS(d14:1/16:1-O-16:2)+HCO2","774.6248","728.6193","494.4209","294.2439","251.2017","268.2282","181.1598","10.7806181818182","11.0806181818182","2915"
