"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","RT at Max Intensity","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Number of Scans","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Max Intensity","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Average m/z","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment"
"","FAHFA(6:0/24:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(6:0/24:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(6:0/24:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(6:0/24:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(6:0/24:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(6:0/24:4)-H","473.3636","375.2905","357.2799","115.0764","1.93971363636364","2.23971363636364","1765"
"","FAHFA(6:0/24:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(6:0/24:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(6:0/24:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(6:0/24:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(6:0/24:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(6:0/24:4)-H","473.3636","375.2905","357.2799","115.0764","2.15844696969697","2.45844696969697","3115"
"","FAHFA(6:0/26:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(6:0/26:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(6:0/26:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(6:0/26:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(6:0/26:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(6:0/26:4)-H","501.3949","403.3218","385.3112","115.0764","2.52443636363636","2.82443636363636","1569"
"","FAHFA(7:0/12:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(7:0/12:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(7:0/12:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(7:0/12:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(7:0/12:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(7:0/12:0)-H","327.2541","215.1653","197.1547","129.0921","1.83388181818182","2.13388181818182","2119"
"","FAHFA(7:0/19:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(7:0/19:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(7:0/19:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(7:0/19:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(7:0/19:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(7:0/19:0)-H","425.3636","313.2748","295.2643","129.0921","2.17962575757576","2.47962575757576","1277"
"","FAHFA(7:0/20:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(7:0/20:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(7:0/20:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(7:0/20:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(7:0/20:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(7:0/20:0)-H","439.3793","327.2905","309.2799","129.0921","1.72563787878788","2.02563787878788","4178"
"","FAHFA(7:0/21:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(7:0/21:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(7:0/21:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(7:0/21:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(7:0/21:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(7:0/21:2)-H","449.3636","337.2748","319.2643","129.0921","2.09649242424242","2.39649242424242","1686"
"","FAHFA(8:0/11:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(8:0/11:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(8:0/11:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(8:0/11:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(8:0/11:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(8:0/11:0)-H","327.2541","201.1496","183.1391","143.1078","1.83388181818182","2.13388181818182","2119"
"","FAHFA(8:0/18:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(8:0/18:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(8:0/18:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(8:0/18:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(8:0/18:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(8:0/18:0)-H","425.3636","299.2592","281.2486","143.1078","2.17962575757576","2.47962575757576","1277"
"","FAHFA(8:0/19:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(8:0/19:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(8:0/19:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(8:0/19:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(8:0/19:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(8:0/19:0)-H","439.3793","313.2748","295.2643","143.1078","1.72563787878788","2.02563787878788","4178"
"","FAHFA(8:0/20:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(8:0/20:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(8:0/20:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(8:0/20:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(8:0/20:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(8:0/20:2)-H","449.3636","323.2592","305.2486","143.1078","2.09649242424242","2.39649242424242","1686"
"","FAHFA(8:0/20:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(8:0/20:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(8:0/20:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(8:0/20:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(8:0/20:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(8:0/20:3)-H","447.348","321.2435","303.2329","143.1078","2.24880303030303","2.54880303030303","3086"
"","FAHFA(8:0/20:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(8:0/20:3)-H","447.348","321.2435","303.2329","143.1078","1.81304090909091","2.11304090909091","3509"
"","FAHFA(8:0/20:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(8:0/20:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(8:0/20:3)-H","447.348","321.2435","303.2329","143.1078","1.93801666666667","2.23801666666667","3544"
"","FAHFA(8:0/20:4)-H",1,0,0,0,"1.69611212121212","1.99611212121212","638","","FAHFA(8:0/20:4)-H",1.860396,0,0,0,"1.69611212121212","1.99611212121212","638","","FAHFA(8:0/20:4)-H",1,0,0,0,"1.69611212121212","1.99611212121212","638","","FAHFA(8:0/20:4)-H",56801.45,0,0,0,"1.69611212121212","1.99611212121212","638","","FAHFA(8:0/20:4)-H",445.3327,0,0,0,"1.69611212121212","1.99611212121212","638","","FAHFA(8:0/20:4)-H","445.3323","319.2279","301.2173","143.1078","1.69611212121212","1.99611212121212","638"
"","FAHFA(8:0/20:4)-H",1,0,0,0,"1.61559393939394","1.91559393939394","2790","","FAHFA(8:0/20:4)-H",1.860396,0,0,0,"1.61559393939394","1.91559393939394","2790","","FAHFA(8:0/20:4)-H",1,0,0,0,"1.61559393939394","1.91559393939394","2790","","FAHFA(8:0/20:4)-H",56801.45,0,0,0,"1.61559393939394","1.91559393939394","2790","","FAHFA(8:0/20:4)-H",445.3327,0,0,0,"1.61559393939394","1.91559393939394","2790","","FAHFA(8:0/20:4)-H","445.3323","319.2279","301.2173","143.1078","1.61559393939394","1.91559393939394","2790"
"","FAHFA(8:0/22:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(8:0/22:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(8:0/22:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(8:0/22:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(8:0/22:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(8:0/22:4)-H","473.3636","347.2592","329.2486","143.1078","1.93971363636364","2.23971363636364","1765"
"","FAHFA(8:0/22:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(8:0/22:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(8:0/22:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(8:0/22:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(8:0/22:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(8:0/22:4)-H","473.3636","347.2592","329.2486","143.1078","2.15844696969697","2.45844696969697","3115"
"","FAHFA(8:0/24:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(8:0/24:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(8:0/24:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(8:0/24:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(8:0/24:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(8:0/24:4)-H","501.3949","375.2905","357.2799","143.1078","2.52443636363636","2.82443636363636","1569"
"","FAHFA(9:0/10:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(9:0/10:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(9:0/10:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(9:0/10:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(9:0/10:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(9:0/10:0)-H","327.2541","187.134","169.1234","157.1234","1.83388181818182","2.13388181818182","2119"
"","FAHFA(9:0/17:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(9:0/17:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(9:0/17:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(9:0/17:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(9:0/17:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(9:0/17:0)-H","425.3636","285.2435","267.2329","157.1234","2.17962575757576","2.47962575757576","1277"
"","FAHFA(9:0/18:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(9:0/18:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(9:0/18:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(9:0/18:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(9:0/18:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(9:0/18:0)-H","439.3793","299.2592","281.2486","157.1234","1.72563787878788","2.02563787878788","4178"
"","FAHFA(9:0/19:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(9:0/19:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(9:0/19:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(9:0/19:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(9:0/19:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(9:0/19:2)-H","449.3636","309.2435","291.2329","157.1234","2.09649242424242","2.39649242424242","1686"
"","FAHFA(10:0/9:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(10:0/9:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(10:0/9:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(10:0/9:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(10:0/9:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(10:0/9:0)-H","327.2541","173.1183","155.1078","171.1391","1.83388181818182","2.13388181818182","2119"
"","FAHFA(10:0/16:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(10:0/16:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(10:0/16:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(10:0/16:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(10:0/16:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(10:0/16:0)-H","425.3636","271.2279","253.2173","171.1391","2.17962575757576","2.47962575757576","1277"
"","FAHFA(10:0/17:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(10:0/17:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(10:0/17:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(10:0/17:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(10:0/17:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(10:0/17:0)-H","439.3793","285.2435","267.2329","171.1391","1.72563787878788","2.02563787878788","4178"
"","FAHFA(10:0/18:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(10:0/18:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(10:0/18:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(10:0/18:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(10:0/18:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(10:0/18:2)-H","449.3636","295.2279","277.2173","171.1391","2.09649242424242","2.39649242424242","1686"
"","FAHFA(10:0/18:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(10:0/18:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(10:0/18:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(10:0/18:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(10:0/18:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(10:0/18:3)-H","447.348","293.2122","275.2017","171.1391","2.24880303030303","2.54880303030303","3086"
"","FAHFA(10:0/18:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(10:0/18:3)-H","447.348","293.2122","275.2017","171.1391","1.81304090909091","2.11304090909091","3509"
"","FAHFA(10:0/18:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(10:0/18:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(10:0/18:3)-H","447.348","293.2122","275.2017","171.1391","1.93801666666667","2.23801666666667","3544"
"","FAHFA(10:0/20:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(10:0/20:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(10:0/20:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(10:0/20:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(10:0/20:4)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(10:0/20:4)-H","473.3636","319.2279","301.2173","171.1391","1.93971363636364","2.23971363636364","1765"
"","FAHFA(10:0/20:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(10:0/20:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(10:0/20:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(10:0/20:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(10:0/20:4)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(10:0/20:4)-H","473.3636","319.2279","301.2173","171.1391","2.15844696969697","2.45844696969697","3115"
"","FAHFA(10:0/22:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(10:0/22:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(10:0/22:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(10:0/22:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(10:0/22:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(10:0/22:4)-H","501.3949","347.2592","329.2486","171.1391","2.52443636363636","2.82443636363636","1569"
"","FAHFA(10:0/26:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(10:0/26:4)-H",4.437345,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(10:0/26:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(10:0/26:4)-H",69676.9,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(10:0/26:4)-H",557.4578,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(10:0/26:4)-H","557.4575","403.3218","385.3112","171.1391","4.31202575757576","4.61202575757576","474"
"","FAHFA(10:0/26:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(10:0/26:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(10:0/26:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(10:0/26:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(10:0/26:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(10:0/26:4)-H","557.4575","403.3218","385.3112","171.1391","3.87228787878788","4.17228787878788","1317"
"","FAHFA(10:0/26:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(10:0/26:4)-H","557.4575","403.3218","385.3112","171.1391","5.0820803030303","5.3820803030303","1438"
"","FAHFA(10:0/26:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(10:0/26:4)-H","557.4575","403.3218","385.3112","171.1391","5.34444545454545","5.64444545454545","1868"
"","FAHFA(10:0/26:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(10:0/26:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(10:0/26:4)-H","557.4575","403.3218","385.3112","171.1391","5.01075666666667","5.31075666666667","3592"
"","FAHFA(11:0/8:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(11:0/8:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(11:0/8:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(11:0/8:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(11:0/8:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(11:0/8:0)-H","327.2541","159.1027","141.0921","185.1547","1.83388181818182","2.13388181818182","2119"
"","FAHFA(11:0/15:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(11:0/15:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(11:0/15:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(11:0/15:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(11:0/15:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(11:0/15:0)-H","425.3636","257.2122","239.2016","185.1547","2.17962575757576","2.47962575757576","1277"
"","FAHFA(11:0/16:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(11:0/16:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(11:0/16:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(11:0/16:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(11:0/16:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(11:0/16:0)-H","439.3793","271.2279","253.2173","185.1547","1.72563787878788","2.02563787878788","4178"
"","FAHFA(11:0/17:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(11:0/17:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(11:0/17:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(11:0/17:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(11:0/17:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(11:0/17:2)-H","449.3636","281.2122","263.2017","185.1547","2.09649242424242","2.39649242424242","1686"
"","FAHFA(12:0/7:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(12:0/7:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(12:0/7:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(12:0/7:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(12:0/7:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(12:0/7:0)-H","327.2541","145.087","127.0764","199.1703","1.83388181818182","2.13388181818182","2119"
"","FAHFA(12:0/14:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(12:0/14:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(12:0/14:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(12:0/14:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(12:0/14:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(12:0/14:0)-H","425.3636","243.1966","225.186","199.1703","2.17962575757576","2.47962575757576","1277"
"","FAHFA(12:0/15:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(12:0/15:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(12:0/15:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(12:0/15:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(12:0/15:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(12:0/15:0)-H","439.3793","257.2122","239.2016","199.1703","1.72563787878788","2.02563787878788","4178"
"","FAHFA(12:0/16:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(12:0/16:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(12:0/16:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(12:0/16:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(12:0/16:2)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(12:0/16:2)-H","449.3636","267.1966","249.186","199.1703","2.09649242424242","2.39649242424242","1686"
