"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","RT at Max Intensity","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Number of Scans","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Max Intensity","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Average m/z","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","FAHFA","[M-H]-","[HFA-H]-","[HFA-H-H2O]-","[FA-H]-","RT_min","RT_max","Comment"
"","FAHFA(12:0/16:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(12:0/16:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(12:0/16:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(12:0/16:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(12:0/16:3)-H",0,0,0,0,"2.24880303030303","2.54880303030303","3086","","FAHFA(12:0/16:3)-H","447.348","265.1809","247.1703","199.1703","2.24880303030303","2.54880303030303","3086"
"","FAHFA(12:0/16:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.81304090909091","2.11304090909091","3509","","FAHFA(12:0/16:3)-H","447.348","265.1809","247.1703","199.1703","1.81304090909091","2.11304090909091","3509"
"","FAHFA(12:0/16:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(12:0/16:3)-H",0,0,0,0,"1.93801666666667","2.23801666666667","3544","","FAHFA(12:0/16:3)-H","447.348","265.1809","247.1703","199.1703","1.93801666666667","2.23801666666667","3544"
"","FAHFA(12:0/20:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(12:0/20:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(12:0/20:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(12:0/20:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(12:0/20:4)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(12:0/20:4)-H","501.3949","319.2279","301.2173","199.1703","2.52443636363636","2.82443636363636","1569"
"","FAHFA(12:0/24:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(12:0/24:4)-H",4.437345,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(12:0/24:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(12:0/24:4)-H",69676.9,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(12:0/24:4)-H",557.4578,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(12:0/24:4)-H","557.4575","375.2905","357.2799","199.1703","4.31202575757576","4.61202575757576","474"
"","FAHFA(12:0/24:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(12:0/24:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(12:0/24:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(12:0/24:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(12:0/24:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(12:0/24:4)-H","557.4575","375.2905","357.2799","199.1703","3.87228787878788","4.17228787878788","1317"
"","FAHFA(12:0/24:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(12:0/24:4)-H","557.4575","375.2905","357.2799","199.1703","5.0820803030303","5.3820803030303","1438"
"","FAHFA(12:0/24:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(12:0/24:4)-H","557.4575","375.2905","357.2799","199.1703","5.34444545454545","5.64444545454545","1868"
"","FAHFA(12:0/24:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(12:0/24:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(12:0/24:4)-H","557.4575","375.2905","357.2799","199.1703","5.01075666666667","5.31075666666667","3592"
"","FAHFA(13:0/6:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(13:0/6:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(13:0/6:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(13:0/6:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(13:0/6:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(13:0/6:0)-H","327.2541","131.0714","113.0608","213.186","1.83388181818182","2.13388181818182","2119"
"","FAHFA(13:0/13:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(13:0/13:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(13:0/13:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(13:0/13:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(13:0/13:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(13:0/13:0)-H","425.3636","229.1809","211.1703","213.186","2.17962575757576","2.47962575757576","1277"
"","FAHFA(13:0/14:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(13:0/14:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(13:0/14:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(13:0/14:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(13:0/14:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(13:0/14:0)-H","439.3793","243.1966","225.186","213.186","1.72563787878788","2.02563787878788","4178"
"","FAHFA(13:1/6:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(13:1/6:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(13:1/6:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(13:1/6:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(13:1/6:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(13:1/6:0)-H","325.2384","131.0714","113.0608","211.1703","1.36632575757576","1.66632575757576","2882"
"","FAHFA(13:1/15:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(13:1/15:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(13:1/15:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(13:1/15:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(13:1/15:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(13:1/15:1)-H","449.3636","255.1966","237.186","211.1703","2.09649242424242","2.39649242424242","1686"
"","FAHFA(14:0/5:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(14:0/5:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(14:0/5:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(14:0/5:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(14:0/5:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(14:0/5:0)-H","327.2541","117.0557","99.04515","227.2016","1.83388181818182","2.13388181818182","2119"
"","FAHFA(14:0/12:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(14:0/12:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(14:0/12:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(14:0/12:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(14:0/12:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(14:0/12:0)-H","425.3636","215.1653","197.1547","227.2016","2.17962575757576","2.47962575757576","1277"
"","FAHFA(14:0/13:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(14:0/13:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(14:0/13:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(14:0/13:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(14:0/13:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(14:0/13:0)-H","439.3793","229.1809","211.1703","227.2016","1.72563787878788","2.02563787878788","4178"
"","FAHFA(14:0/22:3)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:0/22:3)-H","559.4732","349.2748","331.2643","227.2016","5.08944545454546","5.38944545454546","1869"
"","FAHFA(14:0/22:3)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:0/22:3)-H","559.4732","349.2748","331.2643","227.2016","5.35008787878788","5.65008787878788","2583"
"","FAHFA(14:0/22:3)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:0/22:3)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:0/22:3)-H","559.4732","349.2748","331.2643","227.2016","5.3546303030303","5.6546303030303","3217"
"","FAHFA(14:0/22:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:0/22:4)-H",4.437345,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:0/22:4)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:0/22:4)-H",69676.9,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:0/22:4)-H",557.4578,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:0/22:4)-H","557.4575","347.2592","329.2486","227.2016","4.31202575757576","4.61202575757576","474"
"","FAHFA(14:0/22:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:0/22:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:0/22:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:0/22:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:0/22:4)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:0/22:4)-H","557.4575","347.2592","329.2486","227.2016","3.87228787878788","4.17228787878788","1317"
"","FAHFA(14:0/22:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:0/22:4)-H","557.4575","347.2592","329.2486","227.2016","5.0820803030303","5.3820803030303","1438"
"","FAHFA(14:0/22:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:0/22:4)-H","557.4575","347.2592","329.2486","227.2016","5.34444545454545","5.64444545454545","1868"
"","FAHFA(14:0/22:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:0/22:4)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:0/22:4)-H","557.4575","347.2592","329.2486","227.2016","5.01075666666667","5.31075666666667","3592"
"","FAHFA(14:1/5:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(14:1/5:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(14:1/5:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(14:1/5:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(14:1/5:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(14:1/5:0)-H","325.2384","117.0557","99.04515","225.186","1.36632575757576","1.66632575757576","2882"
"","FAHFA(14:1/14:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(14:1/14:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(14:1/14:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(14:1/14:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(14:1/14:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(14:1/14:1)-H","449.3636","241.1809","223.1703","225.186","2.09649242424242","2.39649242424242","1686"
"","FAHFA(14:1/16:3)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(14:1/16:3)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(14:1/16:3)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(14:1/16:3)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(14:1/16:3)-H",0,0,0,0,"1.93971363636364","2.23971363636364","1765","","FAHFA(14:1/16:3)-H","473.3636","265.1809","247.1703","225.186","1.93971363636364","2.23971363636364","1765"
"","FAHFA(14:1/16:3)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(14:1/16:3)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(14:1/16:3)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(14:1/16:3)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(14:1/16:3)-H",0,0,0,0,"2.15844696969697","2.45844696969697","3115","","FAHFA(14:1/16:3)-H","473.3636","265.1809","247.1703","225.186","2.15844696969697","2.45844696969697","3115"
"","FAHFA(14:1/18:3)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(14:1/18:3)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(14:1/18:3)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(14:1/18:3)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(14:1/18:3)-H",0,0,0,0,"2.52443636363636","2.82443636363636","1569","","FAHFA(14:1/18:3)-H","501.3949","293.2122","275.2017","225.186","2.52443636363636","2.82443636363636","1569"
"","FAHFA(14:1/22:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(14:1/22:2)-H","559.4732","351.2905","333.2799","225.186","5.08944545454546","5.38944545454546","1869"
"","FAHFA(14:1/22:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(14:1/22:2)-H","559.4732","351.2905","333.2799","225.186","5.35008787878788","5.65008787878788","2583"
"","FAHFA(14:1/22:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:1/22:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(14:1/22:2)-H","559.4732","351.2905","333.2799","225.186","5.3546303030303","5.6546303030303","3217"
"","FAHFA(14:1/22:3)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:1/22:3)-H",4.437345,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:1/22:3)-H",1,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:1/22:3)-H",69676.9,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:1/22:3)-H",557.4578,0,0,0,"4.31202575757576","4.61202575757576","474","","FAHFA(14:1/22:3)-H","557.4575","349.2748","331.2643","225.186","4.31202575757576","4.61202575757576","474"
"","FAHFA(14:1/22:3)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:1/22:3)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:1/22:3)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:1/22:3)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:1/22:3)-H",0,0,0,0,"3.87228787878788","4.17228787878788","1317","","FAHFA(14:1/22:3)-H","557.4575","349.2748","331.2643","225.186","3.87228787878788","4.17228787878788","1317"
"","FAHFA(14:1/22:3)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.0820803030303","5.3820803030303","1438","","FAHFA(14:1/22:3)-H","557.4575","349.2748","331.2643","225.186","5.0820803030303","5.3820803030303","1438"
"","FAHFA(14:1/22:3)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.34444545454545","5.64444545454545","1868","","FAHFA(14:1/22:3)-H","557.4575","349.2748","331.2643","225.186","5.34444545454545","5.64444545454545","1868"
"","FAHFA(14:1/22:3)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:1/22:3)-H",0,0,0,0,"5.01075666666667","5.31075666666667","3592","","FAHFA(14:1/22:3)-H","557.4575","349.2748","331.2643","225.186","5.01075666666667","5.31075666666667","3592"
"","FAHFA(15:0/4:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(15:0/4:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(15:0/4:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(15:0/4:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(15:0/4:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(15:0/4:0)-H","327.2541","103.0401","85.0295","241.2173","1.83388181818182","2.13388181818182","2119"
"","FAHFA(15:0/11:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(15:0/11:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(15:0/11:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(15:0/11:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(15:0/11:0)-H",0,0,0,0,"2.17962575757576","2.47962575757576","1277","","FAHFA(15:0/11:0)-H","425.3636","201.1496","183.1391","241.2173","2.17962575757576","2.47962575757576","1277"
"","FAHFA(15:0/12:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(15:0/12:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(15:0/12:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(15:0/12:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(15:0/12:0)-H",0,0,0,0,"1.72563787878788","2.02563787878788","4178","","FAHFA(15:0/12:0)-H","439.3793","215.1653","197.1547","241.2173","1.72563787878788","2.02563787878788","4178"
"","FAHFA(15:1/4:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(15:1/4:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(15:1/4:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(15:1/4:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(15:1/4:0)-H",0,0,0,0,"1.36632575757576","1.66632575757576","2882","","FAHFA(15:1/4:0)-H","325.2384","103.0401","85.0295","239.2016","1.36632575757576","1.66632575757576","2882"
"","FAHFA(15:1/13:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(15:1/13:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(15:1/13:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(15:1/13:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(15:1/13:1)-H",0,0,0,0,"2.09649242424242","2.39649242424242","1686","","FAHFA(15:1/13:1)-H","449.3636","227.1653","209.1547","239.2016","2.09649242424242","2.39649242424242","1686"
"","FAHFA(15:1/21:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.08944545454546","5.38944545454546","1869","","FAHFA(15:1/21:2)-H","559.4732","337.2748","319.2643","239.2016","5.08944545454546","5.38944545454546","1869"
"","FAHFA(15:1/21:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.35008787878788","5.65008787878788","2583","","FAHFA(15:1/21:2)-H","559.4732","337.2748","319.2643","239.2016","5.35008787878788","5.65008787878788","2583"
"","FAHFA(15:1/21:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(15:1/21:2)-H",0,0,0,0,"5.3546303030303","5.6546303030303","3217","","FAHFA(15:1/21:2)-H","559.4732","337.2748","319.2643","239.2016","5.3546303030303","5.6546303030303","3217"
"","FAHFA(16:0/3:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(16:0/3:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(16:0/3:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(16:0/3:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(16:0/3:0)-H",0,0,0,0,"1.83388181818182","2.13388181818182","2119","","FAHFA(16:0/3:0)-H","327.2541","89.02442","71.01385","255.233","1.83388181818182","2.13388181818182","2119"
