"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Average m/z","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-BS","[M+HCO2]-","[M-H]-","[M-H2O-H]-","[Sph+C2H2O-H]-","[Sph+C-H]-","[Sph-H5NO-H]-","[Sph-C2H7NO-H]-","RT_min","RT_max","Comment"
"","Cer-BS(d28:2/30:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:2/30:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:2/30:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:2/30:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:2/30:2)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:2/30:2)+HCO2","928.8333","882.8278","864.8173","478.4266","448.416","401.3789","375.3633","5.02597727272727","5.32597727272727","3818"
"","Cer-BS(d28:2/32:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d28:2/32:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d28:2/32:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d28:2/32:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d28:2/32:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d28:2/32:0)+HCO2","960.8959","914.8904","896.8799","478.4266","448.416","401.3789","375.3633","15.1107681818182","15.4107681818182","1559"
"","Cer-BS(d28:3/15:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d28:3/15:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d28:3/15:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d28:3/15:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d28:3/15:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d28:3/15:0)+HCO2","720.6142","674.6088","656.5981","476.4109","446.4004","399.3633","373.3476","10.9162772727273","11.2162772727273","972"
"","Cer-BS(d28:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d28:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d28:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d28:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d28:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d28:3/15:1)+HCO2","718.5986","672.5931","654.5825","476.4109","446.4004","399.3633","373.3476","10.0734984848485","10.3734984848485","908"
"","Cer-BS(d28:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d28:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d28:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d28:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d28:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d28:3/16:0)+HCO2","734.6299","688.6244","670.6138","476.4109","446.4004","399.3633","373.3476","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d28:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d28:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d28:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d28:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d28:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d28:3/16:1)+HCO2","732.6142","686.6088","668.5981","476.4109","446.4004","399.3633","373.3476","10.5313909090909","10.8313909090909","1290"
"","Cer-BS(d28:3/17:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d28:3/17:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d28:3/17:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d28:3/17:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d28:3/17:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d28:3/17:0)+HCO2","748.6455","702.64","684.6295","476.4109","446.4004","399.3633","373.3476","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d28:3/24:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d28:3/24:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d28:3/24:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d28:3/24:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d28:3/24:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d28:3/24:1)+HCO2","844.7394","798.7339","780.7234","476.4109","446.4004","399.3633","373.3476","12.0117515151515","12.3117515151515","1639"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","13.6292787878788","13.9292787878788","450"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","14.1708757575758","14.4708757575758","503"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","4.81551363636364","5.11551363636364","526"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","1.41722878787879","1.71722878787879","1250"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","5.53096212121212","5.83096212121212","1907"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","13.930646969697","14.230646969697","1971"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","4.71811212121212","5.01811212121212","2722"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","8.80238787878788","9.10238787878788","3040"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","13.1360257575758","13.4360257575758","3415"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","1.17546833333333","1.47546833333333","3619"
"","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:3/30:1)+HCO2",0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-BS(d28:3/30:1)+HCO2","928.8333","882.8278","864.8173","476.4109","446.4004","399.3633","373.3476","5.02597727272727","5.32597727272727","3818"
"","Cer-BS(d29:1/13:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d29:1/13:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d29:1/13:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d29:1/13:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d29:1/13:0)+HCO2",0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-BS(d29:1/13:0)+HCO2","710.6299","664.6244","646.6138","494.4579","464.4473","417.4102","391.3945","10.7806166666667","11.0806166666667","1422"
"","Cer-BS(d29:1/16:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:1/16:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:1/16:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:1/16:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:1/16:2)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:1/16:2)+HCO2","748.6455","702.64","684.6295","494.4579","464.4473","417.4102","391.3945","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d29:1/31:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:1/31:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:1/31:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:1/31:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:1/31:1)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:1/31:1)+HCO2","960.8959","914.8904","896.8799","494.4579","464.4473","417.4102","391.3945","15.1107681818182","15.4107681818182","1559"
"","Cer-BS(d29:2/14:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:2/14:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:2/14:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:2/14:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:2/14:1)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:2/14:1)+HCO2","720.6142","674.6088","656.5981","492.4422","462.4317","415.3945","389.3789","10.9162772727273","11.2162772727273","972"
"","Cer-BS(d29:2/15:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:2/15:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:2/15:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:2/15:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:2/15:1)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:2/15:1)+HCO2","734.6299","688.6244","670.6138","492.4422","462.4317","415.3945","389.3789","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d29:2/16:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:2/16:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:2/16:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:2/16:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:2/16:1)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:2/16:1)+HCO2","748.6455","702.64","684.6295","492.4422","462.4317","415.3945","389.3789","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d29:2/16:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:2/16:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:2/16:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:2/16:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:2/16:2)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:2/16:2)+HCO2","746.6299","700.6244","682.6138","492.4422","462.4317","415.3945","389.3789","10.9594772727273","11.2594772727273","525"
"","Cer-BS(d29:2/31:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:2/31:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:2/31:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:2/31:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:2/31:0)+HCO2",0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","Cer-BS(d29:2/31:0)+HCO2","960.8959","914.8904","896.8799","492.4422","462.4317","415.3945","389.3789","15.1107681818182","15.4107681818182","1559"
"","Cer-BS(d29:3/14:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:3/14:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:3/14:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:3/14:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:3/14:0)+HCO2",0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-BS(d29:3/14:0)+HCO2","720.6142","674.6088","656.5981","490.4266","460.416","413.3789","387.3633","10.9162772727273","11.2162772727273","972"
"","Cer-BS(d29:3/14:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d29:3/14:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d29:3/14:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d29:3/14:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d29:3/14:1)+HCO2",0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-BS(d29:3/14:1)+HCO2","718.5986","672.5931","654.5825","490.4266","460.416","413.3789","387.3633","10.0734984848485","10.3734984848485","908"
"","Cer-BS(d29:3/15:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:3/15:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:3/15:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:3/15:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:3/15:0)+HCO2",0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-BS(d29:3/15:0)+HCO2","734.6299","688.6244","670.6138","490.4266","460.416","413.3789","387.3633","11.3263590909091","11.6263590909091","1402"
"","Cer-BS(d29:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d29:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d29:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d29:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d29:3/15:1)+HCO2",0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-BS(d29:3/15:1)+HCO2","732.6142","686.6088","668.5981","490.4266","460.416","413.3789","387.3633","10.5313909090909","10.8313909090909","1290"
"","Cer-BS(d29:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:3/16:0)+HCO2",0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-BS(d29:3/16:0)+HCO2","748.6455","702.64","684.6295","490.4266","460.416","413.3789","387.3633","11.7283893939394","12.0283893939394","790"
"","Cer-BS(d29:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:3/16:1)+HCO2",0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-BS(d29:3/16:1)+HCO2","746.6299","700.6244","682.6138","490.4266","460.416","413.3789","387.3633","10.9594772727273","11.2594772727273","525"
"","Cer-BS(d29:3/16:2)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-BS(d29:3/16:2)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-BS(d29:3/16:2)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-BS(d29:3/16:2)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-BS(d29:3/16:2)+HCO2",0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-BS(d29:3/16:2)+HCO2","744.6142","698.6088","680.5981","490.4266","460.416","413.3789","387.3633","10.0174166666667","10.3174166666667","1120"
"","Cer-BS(d29:3/23:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d29:3/23:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d29:3/23:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d29:3/23:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d29:3/23:1)+HCO2",0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-BS(d29:3/23:1)+HCO2","844.7394","798.7339","780.7234","490.4266","460.416","413.3789","387.3633","12.0117515151515","12.3117515151515","1639"
"","Cer-BS(d29:3/29:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d29:3/29:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d29:3/29:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d29:3/29:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d29:3/29:1)+HCO2",0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-BS(d29:3/29:1)+HCO2","928.8333","882.8278","864.8173","490.4266","460.416","413.3789","387.3633","13.6292787878788","13.9292787878788","450"
