"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment","RT at Max Intensity","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment","Number of Scans","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment","Max Intensity","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment","Average m/z","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","ether-OxPE","[M-H]-","[M-H]-SN2 acyl chain","FA SN2","FA SN2-H2O","FA SN2-2H2O","RT_min","RT_max","Comment"
"","OxPE(18:0e/20:5(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:0e/20:5(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:0e/20:5(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:0e/20:5(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:0e/20:5(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:0e/20:5(1O))-H","766.5387","466.3298","317.2122","299.2017","0.01","7.51369545454545","7.81369545454545","835"
"","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O))-H","798.5285","466.3298","349.2021","331.1915","313.1809","4.7790303030303","5.0790303030303","844"
"","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O))-H","798.5285","466.3298","349.2021","331.1915","313.1809","6.00865757575758","6.30865757575758","1893"
"","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:0e/20:5(3O(2Cyc)))-H","798.5285","466.3298","349.2021","331.1915","0.01","4.7790303030303","5.0790303030303","844"
"","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:0e/20:5(3O(2Cyc)))-H","798.5285","466.3298","349.2021","331.1915","0.01","6.00865757575758","6.30865757575758","1893"
"","OxPE(18:0e/22:5(2O))-H",1,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(18:0e/22:5(2O))-H",6.670787,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(18:0e/22:5(2O))-H",1,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(18:0e/22:5(2O))-H",5949.467,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(18:0e/22:5(2O))-H",810.5662,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(18:0e/22:5(2O))-H","810.5649","466.3298","361.2384","343.2279","325.2173","6.5105303030303","6.8105303030303","548"
"","OxPE(18:0e/22:5(2O))-H",0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(18:0e/22:5(2O))-H",0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(18:0e/22:5(2O))-H",0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(18:0e/22:5(2O))-H",0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(18:0e/22:5(2O))-H",0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(18:0e/22:5(2O))-H","810.5649","466.3298","361.2384","343.2279","325.2173","5.91286515151515","6.21286515151515","854"
"","OxPE(18:0e/22:6(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:0e/22:6(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:0e/22:6(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:0e/22:6(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:0e/22:6(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:0e/22:6(2O))-H","808.5493","466.3298","359.2228","341.2122","323.2017","5.69895909090909","5.99895909090909","1030"
"","OxPE(18:0e/22:6(3O))-H",1,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(18:0e/22:6(3O))-H",5.362202,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(18:0e/22:6(3O))-H",2,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(18:0e/22:6(3O))-H",22206.33,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(18:0e/22:6(3O))-H",824.54545,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(18:0e/22:6(3O))-H","824.5442","466.3298","375.2177","357.2072","339.1966","5.23841363636364","5.53841363636364","104"
"","OxPE(18:0e/22:6(3O))-H",0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(18:0e/22:6(3O))-H",0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(18:0e/22:6(3O))-H",0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(18:0e/22:6(3O))-H",0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(18:0e/22:6(3O))-H",0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(18:0e/22:6(3O))-H","824.5442","466.3298","375.2177","357.2072","339.1966","4.93768939393939","5.23768939393939","489"
"","OxPE(18:0e/22:6(3O))-H",1,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(18:0e/22:6(3O))-H",4.639425,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(18:0e/22:6(3O))-H",1,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(18:0e/22:6(3O))-H",2056.898,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(18:0e/22:6(3O))-H",824.5461,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(18:0e/22:6(3O))-H","824.5442","466.3298","375.2177","357.2072","339.1966","4.46556363636364","4.76556363636364","532"
"","OxPE(18:1e/18:0(1O(1Cyc)))-H",1,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:0(1O(1Cyc)))-H",8.71849,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:0(1O(1Cyc)))-H",1,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:0(1O(1Cyc)))-H",17193.23,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:0(1O(1Cyc)))-H",744.5564,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:0(1O(1Cyc)))-H","744.5543","464.3141","297.2435","0.01","0.01","8.54963333333333","8.84963333333333","1115"
"","OxPE(18:1e/18:0(2O))-H",0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","OxPE(18:1e/18:0(2O))-H",0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","OxPE(18:1e/18:0(2O))-H",0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","OxPE(18:1e/18:0(2O))-H",0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","OxPE(18:1e/18:0(2O))-H",0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","OxPE(18:1e/18:0(2O))-H","762.5649","464.3141","315.2541","297.2435","279.233","7.58775757575758","7.88775757575758","2502"
"","OxPE(18:1e/18:1(1O))-H",1,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:1(1O))-H",8.71849,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:1(1O))-H",1,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:1(1O))-H",17193.23,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:1(1O))-H",744.5564,0,0,0,0,"8.54963333333333","8.84963333333333","1115","","OxPE(18:1e/18:1(1O))-H","744.5543","464.3141","297.2435","279.233","0.01","8.54963333333333","8.84963333333333","1115"
"","OxPE(18:1e/18:1(1O(1Cyc)))-H",1,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:1(1O(1Cyc)))-H",7.870355,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:1(1O(1Cyc)))-H",1,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:1(1O(1Cyc)))-H",35126.13,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:1(1O(1Cyc)))-H",742.5406,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:1(1O(1Cyc)))-H","742.5387","464.3141","295.2279","0.01","0.01","7.6800106060606","7.9800106060606","773"
"","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"5.97987878787879","6.27987878787879","160","","OxPE(18:1e/18:1(3O))-H",6.165564,0,0,0,0,"5.97987878787879","6.27987878787879","160","","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"5.97987878787879","6.27987878787879","160","","OxPE(18:1e/18:1(3O))-H",7300.446,0,0,0,0,"5.97987878787879","6.27987878787879","160","","OxPE(18:1e/18:1(3O))-H",776.5465,0,0,0,0,"5.97987878787879","6.27987878787879","160","","OxPE(18:1e/18:1(3O))-H","776.5442","464.3141","329.2333","311.2228","293.2122","5.97987878787879","6.27987878787879","160"
"","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"7.8329303030303","8.1329303030303","782","","OxPE(18:1e/18:1(3O))-H",8.003457,0,0,0,0,"7.8329303030303","8.1329303030303","782","","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"7.8329303030303","8.1329303030303","782","","OxPE(18:1e/18:1(3O))-H",55092.88,0,0,0,0,"7.8329303030303","8.1329303030303","782","","OxPE(18:1e/18:1(3O))-H",776.5453,0,0,0,0,"7.8329303030303","8.1329303030303","782","","OxPE(18:1e/18:1(3O))-H","776.5442","464.3141","329.2333","311.2228","293.2122","7.8329303030303","8.1329303030303","782"
"","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","OxPE(18:1e/18:1(3O))-H",6.165564,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","OxPE(18:1e/18:1(3O))-H",1,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","OxPE(18:1e/18:1(3O))-H",7300.446,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","OxPE(18:1e/18:1(3O))-H",776.5465,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","OxPE(18:1e/18:1(3O))-H","776.5442","464.3141","329.2333","311.2228","293.2122","6.10964166666667","6.40964166666667","2194"
"","OxPE(18:1e/18:2(1O))-H",1,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:2(1O))-H",7.870355,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:2(1O))-H",1,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:2(1O))-H",35126.13,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:2(1O))-H",742.5406,0,0,0,0,"7.6800106060606","7.9800106060606","773","","OxPE(18:1e/18:2(1O))-H","742.5387","464.3141","295.2279","277.2173","0.01","7.6800106060606","7.9800106060606","773"
"","OxPE(18:1e/20:3(1O(1Cyc)))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:3(1O(1Cyc)))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:3(1O(1Cyc)))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:3(1O(1Cyc)))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:3(1O(1Cyc)))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:3(1O(1Cyc)))-H","766.5387","464.3141","319.2279","0.01","0.01","7.51369545454545","7.81369545454545","835"
"","OxPE(18:1e/20:3(3O))-H",1,0,0,0,0,"5.38637727272727","5.68637727272727","185","","OxPE(18:1e/20:3(3O))-H",5.500496,0,0,0,0,"5.38637727272727","5.68637727272727","185","","OxPE(18:1e/20:3(3O))-H",2,0,0,0,0,"5.38637727272727","5.68637727272727","185","","OxPE(18:1e/20:3(3O))-H",9038.361,0,0,0,0,"5.38637727272727","5.68637727272727","185","","OxPE(18:1e/20:3(3O))-H",800.54545,0,0,0,0,"5.38637727272727","5.68637727272727","185","","OxPE(18:1e/20:3(3O))-H","800.5442","464.3141","353.2333","335.2228","317.2122","5.38637727272727","5.68637727272727","185"
"","OxPE(18:1e/20:3(3O))-H",1,0,0,0,0,"5.13399242424242","5.43399242424242","191","","OxPE(18:1e/20:3(3O))-H",5.235445,0,0,0,0,"5.13399242424242","5.43399242424242","191","","OxPE(18:1e/20:3(3O))-H",2,0,0,0,0,"5.13399242424242","5.43399242424242","191","","OxPE(18:1e/20:3(3O))-H",8043.59,0,0,0,0,"5.13399242424242","5.43399242424242","191","","OxPE(18:1e/20:3(3O))-H",800.54535,0,0,0,0,"5.13399242424242","5.43399242424242","191","","OxPE(18:1e/20:3(3O))-H","800.5442","464.3141","353.2333","335.2228","317.2122","5.13399242424242","5.43399242424242","191"
"","OxPE(18:1e/20:3(3O))-H",1,0,0,0,0,"5.5910696969697","5.8910696969697","244","","OxPE(18:1e/20:3(3O))-H",5.76282,0,0,0,0,"5.5910696969697","5.8910696969697","244","","OxPE(18:1e/20:3(3O))-H",2,0,0,0,0,"5.5910696969697","5.8910696969697","244","","OxPE(18:1e/20:3(3O))-H",7286.93,0,0,0,0,"5.5910696969697","5.8910696969697","244","","OxPE(18:1e/20:3(3O))-H",800.54575,0,0,0,0,"5.5910696969697","5.8910696969697","244","","OxPE(18:1e/20:3(3O))-H","800.5442","464.3141","353.2333","335.2228","317.2122","5.5910696969697","5.8910696969697","244"
"","OxPE(18:1e/20:4(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:4(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:4(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:4(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:4(1O))-H",0,0,0,0,0,"7.51369545454545","7.81369545454545","835","","OxPE(18:1e/20:4(1O))-H","766.5387","464.3141","319.2279","301.2173","0.01","7.51369545454545","7.81369545454545","835"
"","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O))-H","798.5285","464.3141","351.2177","333.2072","315.1966","4.7790303030303","5.0790303030303","844"
"","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O))-H","798.5285","464.3141","351.2177","333.2072","315.1966","6.00865757575758","6.30865757575758","1893"
"","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","OxPE(18:1e/20:4(3O(2Cyc)))-H","798.5285","464.3141","351.2177","333.2072","0.01","4.7790303030303","5.0790303030303","844"
"","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O(2Cyc)))-H",0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","OxPE(18:1e/20:4(3O(2Cyc)))-H","798.5285","464.3141","351.2177","333.2072","0.01","6.00865757575758","6.30865757575758","1893"
"","OxPE(18:1e/20:5(1O(1Cyc)))-H",1,0,0,0,0,"5.9804803030303","6.2804803030303","395","","OxPE(18:1e/20:5(1O(1Cyc)))-H",6.132894,0,0,0,0,"5.9804803030303","6.2804803030303","395","","OxPE(18:1e/20:5(1O(1Cyc)))-H",1,0,0,0,0,"5.9804803030303","6.2804803030303","395","","OxPE(18:1e/20:5(1O(1Cyc)))-H",49985.39,0,0,0,0,"5.9804803030303","6.2804803030303","395","","OxPE(18:1e/20:5(1O(1Cyc)))-H",762.5093,0,0,0,0,"5.9804803030303","6.2804803030303","395","","OxPE(18:1e/20:5(1O(1Cyc)))-H","762.5074","464.3141","315.1966","0.01","0.01","5.9804803030303","6.2804803030303","395"
"","OxPE(18:1e/20:5(1O(1Cyc)))-H",0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","OxPE(18:1e/20:5(1O(1Cyc)))-H",0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","OxPE(18:1e/20:5(1O(1Cyc)))-H",0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","OxPE(18:1e/20:5(1O(1Cyc)))-H",0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","OxPE(18:1e/20:5(1O(1Cyc)))-H",0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","OxPE(18:1e/20:5(1O(1Cyc)))-H","762.5074","464.3141","315.1966","0.01","0.01","5.44704393939394","5.74704393939394","2550"
"","OxPE(18:1e/20:5(3O))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O))-H","796.5129","464.3141","349.2021","331.1915","313.1809","5.74913636363636","6.04913636363636","976"
"","OxPE(18:1e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O(2Cyc)))-H",0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","OxPE(18:1e/20:5(3O(2Cyc)))-H","796.5129","464.3141","349.2021","331.1915","0.01","5.74913636363636","6.04913636363636","976"
"","OxPE(18:1e/22:5(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:1e/22:5(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:1e/22:5(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:1e/22:5(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:1e/22:5(2O))-H",0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(18:1e/22:5(2O))-H","808.5493","464.3141","361.2384","343.2279","325.2173","5.69895909090909","5.99895909090909","1030"
"","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(18:1e/22:6(3O))-H","822.5285","464.3141","375.2177","357.2072","339.1966","5.82562272727273","6.12562272727273","1568"
"","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(18:1e/22:6(3O))-H",0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(18:1e/22:6(3O))-H","822.5285","464.3141","375.2177","357.2072","339.1966","4.00810151515151","4.30810151515151","3225"
