"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer-AS(d18:3/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d18:3/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d18:3/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d18:3/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d18:3/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d18:3/25:1)+HCO2","718.5986","672.5931","654.5825","640.5669","624.572","292.2282","276.2333","395.3531","394.369","264.2333","377.3425","235.2067","233.1911","349.3476","10.0734984848485","10.3734984848485","908"
"","Cer-AS(d18:3/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d18:3/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d18:3/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d18:3/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d18:3/26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d18:3/26:0)+HCO2","734.6299","688.6244","670.6138","656.5981","640.6033","292.2282","276.2333","411.3844","410.4004","264.2333","393.3738","235.2067","233.1911","365.3789","11.3263590909091","11.6263590909091","1402"
"","Cer-AS(d18:3/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d18:3/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d18:3/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d18:3/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d18:3/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d18:3/26:1)+HCO2","732.6142","686.6088","668.5981","654.5825","638.5876","292.2282","276.2333","409.3687","408.3847","264.2333","391.3582","235.2067","233.1911","363.3633","10.5313909090909","10.8313909090909","1290"
"","Cer-AS(d18:3/27:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d18:3/27:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d18:3/27:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d18:3/27:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d18:3/27:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d18:3/27:0)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","292.2282","276.2333","425.4","424.416","264.2333","407.3895","235.2067","233.1911","379.3945","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d18:3/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d18:3/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d18:3/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d18:3/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d18:3/27:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d18:3/27:1)+HCO2","746.6299","700.6244","682.6138","668.5981","652.6033","292.2282","276.2333","423.3844","422.4004","264.2333","405.3738","235.2067","233.1911","377.3789","10.9594772727273","11.2594772727273","525"
"","Cer-AS(d18:3/34:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d18:3/34:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d18:3/34:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d18:3/34:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d18:3/34:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d18:3/34:1)+HCO2","844.7394","798.7339","780.7234","766.7077","750.7128","292.2282","276.2333","521.494","520.5099","264.2333","503.4834","235.2067","233.1911","475.4884","12.0117515151515","12.3117515151515","1639"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","13.6292787878788","13.9292787878788","450"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","14.1708757575758","14.4708757575758","503"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","4.81551363636364","5.11551363636364","526"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","1.41722878787879","1.71722878787879","1250"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","5.53096212121212","5.83096212121212","1907"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","13.930646969697","14.230646969697","1971"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","4.71811212121212","5.01811212121212","2722"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","8.80238787878788","9.10238787878788","3040"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","13.1360257575758","13.4360257575758","3415"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","1.17546833333333","1.47546833333333","3619"
"","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d18:3/40:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d18:3/40:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","292.2282","276.2333","605.5878","604.6038","264.2333","587.5773","235.2067","233.1911","559.5823","5.02597727272727","5.32597727272727","3818"
"","Cer-AS(d19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d19:1/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d19:1/23:0)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","310.2751","294.2802","369.3374","368.3534","282.2802","351.3269","253.2537","251.238","323.3319","10.7806166666667","11.0806166666667","1422"
"","Cer-AS(d19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:1/24:2)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","310.2751","294.2802","379.3218","378.3378","282.2802","361.3112","253.2537","251.238","333.3163","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:1/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:1/26:2)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","310.2751","294.2802","407.3531","406.369","282.2802","389.3425","253.2537","251.238","361.3476","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:2/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:2/24:1)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","308.2595","292.2646","381.3374","380.3534","280.2646","363.3269","251.238","249.2224","335.3319","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:2/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:2/24:2)+HCO2","718.5986","672.5931","654.5825","640.5669","624.572","308.2595","292.2646","379.3218","378.3378","280.2646","361.3112","251.238","249.2224","333.3163","10.0734984848485","10.3734984848485","908"
"","Cer-AS(d19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d19:2/25:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d19:2/25:1)+HCO2","734.6299","688.6244","670.6138","656.5981","640.6033","308.2595","292.2646","395.3531","394.369","280.2646","377.3425","251.238","249.2224","349.3476","11.3263590909091","11.6263590909091","1402"
"","Cer-AS(d19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:2/26:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d19:2/26:1)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","308.2595","292.2646","409.3687","408.3847","280.2646","391.3582","251.238","249.2224","363.3633","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d19:2/26:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d19:2/26:2)+HCO2","746.6299","700.6244","682.6138","668.5981","652.6033","308.2595","292.2646","407.3531","406.369","280.2646","389.3425","251.238","249.2224","361.3476","10.9594772727273","11.2594772727273","525"
"","Cer-AS(d19:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:3/24:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d19:3/24:0)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","306.2439","290.2489","383.3531","382.369","278.2489","365.3425","249.2224","247.2067","337.3476","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d19:3/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:3/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:3/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:3/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:3/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d19:3/24:1)+HCO2","718.5986","672.5931","654.5825","640.5669","624.572","306.2439","290.2489","381.3374","380.3534","278.2489","363.3269","249.2224","247.2067","335.3319","10.0734984848485","10.3734984848485","908"
