"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-AS","[M+HCO2]-","[M-H]-","[M-O-H]-","[M-CO-3H]-","[M-CO-O-H]-","[Sph-3H]-","[Sph-O-3H]-","[FA+O-H]-","[FA+N-H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","13.6292787878788","13.9292787878788","450"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","14.1708757575758","14.4708757575758","503"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","4.81551363636364","5.11551363636364","526"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","1.41722878787879","1.71722878787879","1250"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","5.53096212121212","5.83096212121212","1907"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","13.930646969697","14.230646969697","1971"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","4.71811212121212","5.01811212121212","2722"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","8.80238787878788","9.10238787878788","3040"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","13.1360257575758","13.4360257575758","3415"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","1.17546833333333","1.47546833333333","3619"
"","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d22:3/36:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer-AS(d22:3/36:1)+HCO2","928.8333","882.8278","864.8173","850.8016","834.8067","348.2908","332.2959","549.5252","548.5412","320.2959","531.5146","291.2693","289.2537","503.5197","5.02597727272727","5.32597727272727","3818"
"","Cer-AS(d23:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d23:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d23:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d23:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d23:1/19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer-AS(d23:1/19:0)+HCO2","710.6299","664.6244","646.6138","632.5981","616.6033","366.3378","350.3428","313.2748","312.2908","338.3428","295.2643","309.3163","307.3006","267.2693","10.7806166666667","11.0806166666667","1422"
"","Cer-AS(d23:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:1/20:2)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","366.3378","350.3428","323.2592","322.2751","338.3428","305.2486","309.3163","307.3006","277.2537","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d23:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:1/22:2)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","366.3378","350.3428","351.2905","350.3065","338.3428","333.2799","309.3163","307.3006","305.285","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d23:2/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:2/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:2/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:2/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:2/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:2/20:1)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","364.3221","348.3272","325.2748","324.2908","336.3272","307.2643","307.3006","305.285","279.2693","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d23:2/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:2/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:2/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:2/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:2/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:2/20:2)+HCO2","718.5986","672.5931","654.5825","640.5669","624.572","364.3221","348.3272","323.2592","322.2751","336.3272","305.2486","307.3006","305.285","277.2537","10.0734984848485","10.3734984848485","908"
"","Cer-AS(d23:2/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:2/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:2/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:2/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:2/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:2/21:1)+HCO2","734.6299","688.6244","670.6138","656.5981","640.6033","364.3221","348.3272","339.2905","338.3065","336.3272","321.2799","307.3006","305.285","293.285","11.3263590909091","11.6263590909091","1402"
"","Cer-AS(d23:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:2/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:2/22:1)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","364.3221","348.3272","353.3061","352.3221","336.3272","335.2956","307.3006","305.285","307.3006","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d23:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:2/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:2/22:2)+HCO2","746.6299","700.6244","682.6138","668.5981","652.6033","364.3221","348.3272","351.2905","350.3065","336.3272","333.2799","307.3006","305.285","305.285","10.9594772727273","11.2594772727273","525"
"","Cer-AS(d23:3/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:3/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:3/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:3/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:3/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer-AS(d23:3/20:0)+HCO2","720.6142","674.6088","656.5981","642.5825","626.5876","362.3065","346.3116","327.2905","326.3065","334.3116","309.2799","305.285","303.2693","281.285","10.9162772727273","11.2162772727273","972"
"","Cer-AS(d23:3/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:3/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:3/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:3/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:3/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer-AS(d23:3/20:1)+HCO2","718.5986","672.5931","654.5825","640.5669","624.572","362.3065","346.3116","325.2748","324.2908","334.3116","307.2643","305.285","303.2693","279.2693","10.0734984848485","10.3734984848485","908"
"","Cer-AS(d23:3/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:3/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:3/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:3/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:3/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer-AS(d23:3/21:0)+HCO2","734.6299","688.6244","670.6138","656.5981","640.6033","362.3065","346.3116","341.3061","340.3221","334.3116","323.2956","305.285","303.2693","295.3006","11.3263590909091","11.6263590909091","1402"
"","Cer-AS(d23:3/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d23:3/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d23:3/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d23:3/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d23:3/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer-AS(d23:3/21:1)+HCO2","732.6142","686.6088","668.5981","654.5825","638.5876","362.3065","346.3116","339.2905","338.3065","334.3116","321.2799","305.285","303.2693","293.285","10.5313909090909","10.8313909090909","1290"
"","Cer-AS(d23:3/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:3/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:3/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:3/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:3/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer-AS(d23:3/22:0)+HCO2","748.6455","702.64","684.6295","670.6138","654.6189","362.3065","346.3116","355.3218","354.3378","334.3116","337.3112","305.285","303.2693","309.3163","11.7283893939394","12.0283893939394","790"
"","Cer-AS(d23:3/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:3/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:3/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:3/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:3/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer-AS(d23:3/22:1)+HCO2","746.6299","700.6244","682.6138","668.5981","652.6033","362.3065","346.3116","353.3061","352.3221","334.3116","335.2956","305.285","303.2693","307.3006","10.9594772727273","11.2594772727273","525"
"","Cer-AS(d23:3/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-AS(d23:3/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-AS(d23:3/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-AS(d23:3/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-AS(d23:3/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer-AS(d23:3/22:2)+HCO2","744.6142","698.6088","680.5981","666.5825","650.5876","362.3065","346.3116","351.2905","350.3065","334.3116","333.2799","305.285","303.2693","305.285","10.0174166666667","10.3174166666667","1120"
"","Cer-AS(d23:3/29:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d23:3/29:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d23:3/29:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d23:3/29:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d23:3/29:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer-AS(d23:3/29:1)+HCO2","844.7394","798.7339","780.7234","766.7077","750.7128","362.3065","346.3116","451.4157","450.4317","334.3116","433.4051","305.285","303.2693","405.4102","12.0117515151515","12.3117515151515","1639"
