"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EODS(d15:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EODS(d15:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EODS(d15:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EODS(d15:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EODS(d15:0/16:2-O-16:2)+HCO2",0,0,0,0,0,0,0,"11.2153303030303","11.5153303030303","3389","","Cer-EODS(d15:0/16:2-O-16:2)+HCO2","788.6404","742.6349","508.4366","292.2282","251.2017","266.2126","197.1911","11.2153303030303","11.5153303030303","3389"
"","Cer-EODS(d15:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:1-O-17:1)+HCO2","750.6248","704.6193","454.3896","238.1813","267.233","212.1656","197.1911","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d15:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:1-O-17:1)+HCO2","764.6404","718.6349","468.4053","252.1969","267.233","226.1813","197.1911","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","266.2126","267.233","240.1969","197.1911","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:1-O-17:1)+HCO2","778.6561","732.6506","482.4209","266.2126","267.233","240.1969","197.1911","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d15:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer-EODS(d15:0/12:0-O-17:2)+HCO2","750.6248","704.6193","456.4053","240.1969","265.2173","214.1813","197.1911","11.0025560606061","11.3025560606061","394"
"","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2","748.6091","702.6036","454.3896","238.1813","265.2173","212.1656","197.1911","10.6981590909091","10.9981590909091","136"
"","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d15:0/12:1-O-17:2)+HCO2","748.6091","702.6036","454.3896","238.1813","265.2173","212.1656","197.1911","10.5236848484849","10.8236848484849","675"
"","Cer-EODS(d15:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/13:0-O-17:2)+HCO2","764.6404","718.6349","470.4209","254.2126","265.2173","228.1969","197.1911","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2","762.6248","716.6193","468.4053","252.1969","265.2173","226.1813","197.1911","11.1295590909091","11.4295590909091","66"
"","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2","762.6248","716.6193","468.4053","252.1969","265.2173","226.1813","197.1911","10.5101439393939","10.8101439393939","492"
"","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/13:1-O-17:2)+HCO2","762.6248","716.6193","468.4053","252.1969","265.2173","226.1813","197.1911","10.9706818181818","11.2706818181818","1958"
"","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2","778.6561","732.6506","484.4366","268.2282","265.2173","242.2126","197.1911","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/14:0-O-17:2)+HCO2","778.6561","732.6506","484.4366","268.2282","265.2173","242.2126","197.1911","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2","776.6404","730.6349","482.4209","266.2126","265.2173","240.1969","197.1911","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/14:1-O-17:2)+HCO2","776.6404","730.6349","482.4209","266.2126","265.2173","240.1969","197.1911","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","280.2282","265.2173","254.2126","197.1911","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/15:1-O-17:2)+HCO2","790.6561","744.6506","496.4366","280.2282","265.2173","254.2126","197.1911","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d15:0/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:1-O-18:1)+HCO2","764.6404","718.6349","454.3896","238.1813","281.2486","212.1656","197.1911","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2","778.6561","732.6506","468.4053","252.1969","281.2486","226.1813","197.1911","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:1-O-18:1)+HCO2","778.6561","732.6506","468.4053","252.1969","281.2486","226.1813","197.1911","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d15:0/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d15:0/12:0-O-18:2)+HCO2","764.6404","718.6349","456.4053","240.1969","279.233","214.1813","197.1911","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","238.1813","279.233","212.1656","197.1911","11.1295590909091","11.4295590909091","66"
"","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","238.1813","279.233","212.1656","197.1911","10.5101439393939","10.8101439393939","492"
"","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d15:0/12:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","238.1813","279.233","212.1656","197.1911","10.9706818181818","11.2706818181818","1958"
"","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2","778.6561","732.6506","470.4209","254.2126","279.233","228.1969","197.1911","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/13:0-O-18:2)+HCO2","778.6561","732.6506","470.4209","254.2126","279.233","228.1969","197.1911","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2","776.6404","730.6349","468.4053","252.1969","279.233","226.1813","197.1911","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d15:0/13:1-O-18:2)+HCO2","776.6404","730.6349","468.4053","252.1969","279.233","226.1813","197.1911","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","266.2126","279.233","240.1969","197.1911","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d15:0/14:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","266.2126","279.233","240.1969","197.1911","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2","778.6561","732.6506","454.3896","238.1813","295.2643","212.1656","197.1911","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d15:0/12:1-O-19:1)+HCO2","778.6561","732.6506","454.3896","238.1813","295.2643","212.1656","197.1911","11.8050363636364","12.1050363636364","2984"
