"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-EODS","[M+HCO2]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[EFA-H]-","[FAA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer-EODS(d14:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/12:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer-EODS(d14:0/12:1-O-18:2)+HCO2","748.6091","702.6036","440.374","238.1813","279.233","212.1656","183.1754","10.5236848484849","10.8236848484849","675"
"","Cer-EODS(d14:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/13:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/13:0-O-18:2)+HCO2","764.6404","718.6349","456.4053","254.2126","279.233","228.1969","183.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","252.1969","279.233","226.1813","183.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","252.1969","279.233","226.1813","183.1754","10.5101439393939","10.8101439393939","492"
"","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/13:1-O-18:2)+HCO2","762.6248","716.6193","454.3896","252.1969","279.233","226.1813","183.1754","10.9706818181818","11.2706818181818","1958"
"","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2","778.6561","732.6506","470.4209","268.2282","279.233","242.2126","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/14:0-O-18:2)+HCO2","778.6561","732.6506","470.4209","268.2282","279.233","242.2126","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2","776.6404","730.6349","468.4053","266.2126","279.233","240.1969","183.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/14:1-O-18:2)+HCO2","776.6404","730.6349","468.4053","266.2126","279.233","240.1969","183.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","280.2282","279.233","254.2126","183.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/15:1-O-18:2)+HCO2","790.6561","744.6506","482.4209","280.2282","279.233","254.2126","183.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d14:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:1-O-19:1)+HCO2","764.6404","718.6349","440.374","238.1813","295.2643","212.1656","183.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2","778.6561","732.6506","454.3896","252.1969","295.2643","226.1813","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:1-O-19:1)+HCO2","778.6561","732.6506","454.3896","252.1969","295.2643","226.1813","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/12:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer-EODS(d14:0/12:0-O-19:2)+HCO2","764.6404","718.6349","442.3896","240.1969","293.2486","214.1813","183.1754","11.4196181818182","11.7196181818182","210"
"","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2","762.6248","716.6193","440.374","238.1813","293.2486","212.1656","183.1754","11.1295590909091","11.4295590909091","66"
"","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2","762.6248","716.6193","440.374","238.1813","293.2486","212.1656","183.1754","10.5101439393939","10.8101439393939","492"
"","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer-EODS(d14:0/12:1-O-19:2)+HCO2","762.6248","716.6193","440.374","238.1813","293.2486","212.1656","183.1754","10.9706818181818","11.2706818181818","1958"
"","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2","778.6561","732.6506","456.4053","254.2126","293.2486","228.1969","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/13:0-O-19:2)+HCO2","778.6561","732.6506","456.4053","254.2126","293.2486","228.1969","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2","776.6404","730.6349","454.3896","252.1969","293.2486","226.1813","183.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/13:1-O-19:2)+HCO2","776.6404","730.6349","454.3896","252.1969","293.2486","226.1813","183.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2","790.6561","744.6506","468.4053","266.2126","293.2486","240.1969","183.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/14:1-O-19:2)+HCO2","790.6561","744.6506","468.4053","266.2126","293.2486","240.1969","183.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2","778.6561","732.6506","440.374","238.1813","309.2799","212.1656","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:1-O-20:1)+HCO2","778.6561","732.6506","440.374","238.1813","309.2799","212.1656","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2","778.6561","732.6506","442.3896","240.1969","307.2643","214.1813","183.1754","11.6581515151515","11.9581515151515","2922"
"","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer-EODS(d14:0/12:0-O-20:2)+HCO2","778.6561","732.6506","442.3896","240.1969","307.2643","214.1813","183.1754","11.8050363636364","12.1050363636364","2984"
"","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2","776.6404","730.6349","440.374","238.1813","307.2643","212.1656","183.1754","11.3751787878788","11.6751787878788","222"
"","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer-EODS(d14:0/12:1-O-20:2)+HCO2","776.6404","730.6349","440.374","238.1813","307.2643","212.1656","183.1754","11.5348393939394","11.8348393939394","2693"
"","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2","790.6561","744.6506","454.3896","252.1969","307.2643","226.1813","183.1754","11.9250136363636","12.2250136363636","586"
"","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2",0,0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer-EODS(d14:0/13:1-O-20:2)+HCO2","790.6561","744.6506","454.3896","252.1969","307.2643","226.1813","183.1754","11.7702621212121","12.0702621212121","3066"
"","Cer-EODS(d14:0/12:1-O-21:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/12:1-O-21:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/12:1-O-21:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/12:1-O-21:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/12:1-O-21:2)+HCO2",0,0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer-EODS(d14:0/12:1-O-21:2)+HCO2","790.6561","744.6506","440.374","238.1813","321.2799","212.1656","183.1754","11.9250136363636","12.2250136363636","586"
