"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","OxPC(23:0_11:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(23:0_11:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(23:0_11:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(23:0_11:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(23:0_11:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(23:0_11:0(CHO))+HCO2","820.57094","760.5498","689.4763","424.21058","578.41912","406.20002","560.40856","224.06881","353.34252","199.13398","168.04314","152.99586","96.96964","78.95852","5.91440757575758","6.21440757575758","806"
"","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(23:0_11:1(CHO))+HCO2","818.5553","758.53416","687.46066","422.19494","578.41912","404.18438","560.40856","224.06881","353.34252","197.11834","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(23:0_11:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(23:0_11:1(CHO))+HCO2","818.5553","758.53416","687.46066","422.19494","578.41912","404.18438","560.40856","224.06881","353.34252","197.11834","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(23:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(23:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(23:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(23:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(23:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(23:0_12:3(COOH))+HCO2","844.53457","784.51343","713.43993","448.17421","578.41912","430.16365","560.40856","224.06881","353.34252","223.09761","168.04314","152.99586","96.96964","78.95852","5.97570151515152","6.27570151515152","2848"
"","OxPC(23:0_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(23:0_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(23:0_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(23:0_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(23:0_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(23:0_14:3(COOH))+HCO2","872.56587","812.54473","741.47123","476.20551","578.41912","458.19495","560.40856","224.06881","353.34252","251.12891","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
"","OxPC(23:0_16:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(23:0_16:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(23:0_16:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(23:0_16:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(23:0_16:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(23:0_16:4(COOH))+HCO2","898.58152","838.56038","767.48688","502.22116","578.41912","484.2106","560.40856","224.06881","353.34252","277.14456","168.04314","152.99586","96.96964","78.95852","7.41586515151515","7.71586515151515","1611"
"","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:1_10:0(CHO))+HCO2","818.55529","758.53415","687.46065","410.19493","590.41912","392.18437","572.40856","224.06881","365.34252","185.11833","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:1_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:1_10:0(CHO))+HCO2","818.55529","758.53415","687.46065","410.19493","590.41912","392.18437","572.40856","224.06881","365.34252","185.11833","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(24:1_3:0(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"3.77912272727273","4.07912272727273","310","","OxPC(24:1_3:0(COOH))+HCO2",3.969057,0,0,0,0,0,0,0,0,0,0,3.969057,3.969057,0,"3.77912272727273","4.07912272727273","310","","OxPC(24:1_3:0(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,1,0,"3.77912272727273","4.07912272727273","310","","OxPC(24:1_3:0(COOH))+HCO2",11127.61,0,0,0,0,0,0,0,0,0,0,5621.123,605.599,0,"3.77912272727273","4.07912272727273","310","","OxPC(24:1_3:0(COOH))+HCO2",736.4424,0,0,0,0,0,0,0,0,0,0,152.9958,96.96992,0,"3.77912272727273","4.07912272727273","310","","OxPC(24:1_3:0(COOH))+HCO2","736.44066","676.41952","605.34602","328.0803","590.41912","310.06974","572.40856","224.06881","365.34252","103.0037","168.04314","152.99586","96.96964","78.95852","3.77912272727273","4.07912272727273","310"
"","OxPC(24:1_4:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(24:1_4:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(24:1_4:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(24:1_4:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(24:1_4:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(24:1_4:0(COOH))+HCO2","750.45631","690.43517","619.36167","342.09595","590.41912","324.08539","572.40856","224.06881","365.34252","117.01935","168.04314","152.99586","96.96964","78.95852","4.23709393939394","4.53709393939394","1287"
"","OxPC(24:1_11:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(24:1_11:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(24:1_11:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(24:1_11:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(24:1_11:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(24:1_11:2(COOH))+HCO2","844.53457","784.51343","713.43993","436.17421","590.41912","418.16365","572.40856","224.06881","365.34252","211.09761","168.04314","152.99586","96.96964","78.95852","5.97570151515152","6.27570151515152","2848"
"","OxPC(24:1_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(24:1_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(24:1_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(24:1_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(24:1_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(24:1_12:3(COOH))+HCO2","856.53457","796.51343","725.43993","448.17421","590.41912","430.16365","572.40856","224.06881","365.34252","223.09761","168.04314","152.99586","96.96964","78.95852","5.6331196969697","5.9331196969697","3020"
"","OxPC(24:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:1_13:2(COOH))+HCO2","872.56587","812.54473","741.47123","464.20551","590.41912","446.19495","572.40856","224.06881","365.34252","239.12891","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
"","OxPC(24:1_13:3(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(24:1_13:3(COOH))+HCO2",6.37818,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(24:1_13:3(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(24:1_13:3(COOH))+HCO2",1177.938,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(24:1_13:3(COOH))+HCO2",870.5487,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(24:1_13:3(COOH))+HCO2","870.55022","810.52908","739.45558","462.18986","590.41912","444.1793","572.40856","224.06881","365.34252","237.11326","168.04314","152.99586","96.96964","78.95852","6.23912121212121","6.53912121212121","662"
"","OxPC(24:1_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:1_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:1_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:1_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:1_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:1_15:3(COOH))+HCO2","898.58152","838.56038","767.48688","490.22116","590.41912","472.2106","572.40856","224.06881","365.34252","265.14456","168.04314","152.99586","96.96964","78.95852","7.41586515151515","7.71586515151515","1611"
"","OxPC(24:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(24:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(24:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(24:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(24:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(24:1_15:4(COOH))+HCO2","896.56587","836.54473","765.47123","488.20551","590.41912","470.19495","572.40856","224.06881","365.34252","263.12891","168.04314","152.99586","96.96964","78.95852","6.54471363636364","6.84471363636364","1805"
"","OxPC(24:0_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(24:0_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(24:0_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(24:0_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(24:0_10:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(24:0_10:0(CHO))+HCO2","820.57094","760.5498","689.4763","410.19493","592.43477","392.18437","574.42421","224.06881","367.35817","185.11833","168.04314","152.99586","96.96964","78.95852","5.91440757575758","6.21440757575758","806"
"","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(24:0_10:1(CHO))+HCO2","818.5553","758.53416","687.46066","408.17929","592.43477","390.16873","574.42421","224.06881","367.35817","183.10269","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:0_10:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(24:0_10:1(CHO))+HCO2","818.5553","758.53416","687.46066","408.17929","592.43477","390.16873","574.42421","224.06881","367.35817","183.10269","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(24:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(24:0_13:3(COOH))+HCO2","872.56587","812.54473","741.47123","462.18986","592.43477","444.1793","574.42421","224.06881","367.35817","237.11326","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
"","OxPC(24:0_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:0_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:0_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:0_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:0_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.41586515151515","7.71586515151515","1611","","OxPC(24:0_15:4(COOH))+HCO2","898.58152","838.56038","767.48688","488.20551","592.43477","470.19495","574.42421","224.06881","367.35817","263.12891","168.04314","152.99586","96.96964","78.95852","7.41586515151515","7.71586515151515","1611"
"","OxPC(25:0_9:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(25:0_9:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(25:0_9:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(25:0_9:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(25:0_9:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(25:0_9:0(CHO))+HCO2","820.57094","760.5498","689.4763","396.17928","606.45042","378.16872","588.43986","224.06881","381.37382","171.10268","168.04314","152.99586","96.96964","78.95852","5.91440757575758","6.21440757575758","806"
"","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(25:0_9:1(CHO))+HCO2","818.5553","758.53416","687.46066","394.16364","606.45042","376.15308","588.43986","224.06881","381.37382","169.08704","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(25:0_9:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(25:0_9:1(CHO))+HCO2","818.5553","758.53416","687.46066","394.16364","606.45042","376.15308","588.43986","224.06881","381.37382","169.08704","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(25:0_16:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.60615454545455","9.90615454545455","1196","","OxPC(25:0_16:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.60615454545455","9.90615454545455","1196","","OxPC(25:0_16:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.60615454545455","9.90615454545455","1196","","OxPC(25:0_16:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.60615454545455","9.90615454545455","1196","","OxPC(25:0_16:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.60615454545455","9.90615454545455","1196","","OxPC(25:0_16:1(CHO))+HCO2","916.66485","856.64371","785.57021","492.27319","606.45042","474.26263","588.43986","224.06881","381.37382","267.19659","168.04314","152.99586","96.96964","78.95852","9.60615454545455","9.90615454545455","1196"
"","OxPC(25:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(25:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(25:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(25:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(25:0_12:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(25:0_12:3(COOH))+HCO2","872.56587","812.54473","741.47123","448.17421","606.45042","430.16365","588.43986","224.06881","381.37382","223.09761","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
"","OxPC(25:0_16:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.1583272727273","10.4583272727273","348","","OxPC(25:0_16:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.1583272727273","10.4583272727273","348","","OxPC(25:0_16:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.1583272727273","10.4583272727273","348","","OxPC(25:0_16:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.1583272727273","10.4583272727273","348","","OxPC(25:0_16:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10.1583272727273","10.4583272727273","348","","OxPC(25:0_16:2(COOH))+HCO2","930.64412","870.62298","799.54948","506.25246","606.45042","488.2419","588.43986","224.06881","381.37382","281.17586","168.04314","152.99586","96.96964","78.95852","10.1583272727273","10.4583272727273","348"
