"MSDIAL_NAGlySer","[M+NH4]+","1","2","3","4","5","6","7","8","9"
"MSDIAL_NAGlySer 10:0/10:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCC)CCCCCC(=O)NCC(=O)NC(CO)C(O)=O;WTBCNCULEPSCHF-UHFFFAOYNA-N;C25H46N2O7","504.36433","210.1488","153.1274","297.1809","315.1914","182.1539","145.0619","106.0499","469.3272","504.3643"
"MSDIAL_NAGlySer 10:0/11:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCC)CCCCCC(=O)NCC(=O)NC(CO)C(O)=O;FZTTUYDGNYRNEX-UHFFFAOYNA-N;C26H48N2O7","518.37998","224.1645","167.143","311.1965","329.2071","196.1696","145.0619","106.0499","483.3429","518.38"
"MSDIAL_NAGlySer 10:0/12:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCC)CCCCCC(=O)NCC(=O)NC(CO)C(O)=O;ZQIRAOGMVQIICG-UHFFFAOYNA-N;C27H50N2O7","532.39563","238.1801","181.1587","325.2122","343.2227","210.1852","145.0619","106.0499","497.3585","532.3956"
"MSDIAL_NAGlySer 10:0/13:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCC)CCCCCC(=O)NCC(=O)NC(CO)C(O)=O;COQNXJZGIUEOFP-UHFFFAOYNA-N;C28H52N2O7","546.41128","252.1958","195.1743","339.2278","357.2384","224.2009","145.0619","106.0499","511.3741","546.4113"
"MSDIAL_NAGlySer 10:0/13:1;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O)\C=C/CCC;XYNLHGBRWANSNS-LGMDPLHJNA-N;C28H50N2O7","544.39563","250.1801","193.1587","337.2122","355.2227","222.1852","145.0619","106.0499","509.3585","544.3956"
"MSDIAL_NAGlySer 10:0/14:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCC)CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O;FKMKWKWFSBOXPR-UHFFFAOYNA-N;C29H54N2O7","560.42693","266.2115","209.19","353.2435","371.2541","238.2165","145.0619","106.0499","525.3898","560.4269"
"MSDIAL_NAGlySer 10:0/14:1;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O)\C=C/CCCC;IHIKLOKLXUOTTD-JXAWBTAJNA-N;C29H52N2O7","558.41128","264.1958","207.1743","351.2278","369.2384","236.2009","145.0619","106.0499","523.3741","558.4113"
"MSDIAL_NAGlySer 10:0/15:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCCC)CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O;XPIHLNGVOZQFIK-UHFFFAOYNA-N;C30H56N2O7","574.44258","280.2271","223.2056","367.2591","385.2697","252.2322","145.0619","106.0499","539.4055","574.4426"
"MSDIAL_NAGlySer 10:0/15:1;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O)\C=C/CCCCC;JCDWTDFTLSNWHA-CYVLTUHYNA-N;C30H54N2O7","572.42693","278.2115","221.19","365.2435","383.2541","250.2165","145.0619","106.0499","537.3898","572.4269"
"MSDIAL_NAGlySer 10:0/16:0;[M+NH4]+;CCCCCCCCCC(=O)OC(CCCCCCCC)CCCCCCC(=O)NCC(=O)NC(CO)C(O)=O;ZYTKALWOZYNCHY-UHFFFAOYNA-N;C31H58N2O7","588.45823","294.2427","237.2213","381.2748","399.2853","266.2478","145.0619","106.0499","553.4211","588.4583"
