MLCL,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,T3_RCOO-,T4_OH-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R1+R2)+56+18,LPA(R3+R4),LPA(R3+R4)+56,LPA(R3+R4)+136
MLCL(12:0_22:5_20:0)-H,1187.750934,152.995833,171.006398,199.170354,329.248604,311.295554,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,465.298663,521.324877,601.291208
MLCL(12:0_22:5_20:1)-H,1185.735284,152.995833,171.006398,199.170354,329.248604,309.279904,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,463.283013,519.309227,599.275558
MLCL(12:0_22:5_20:2)-H,1183.719634,152.995833,171.006398,199.170354,329.248604,307.264254,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,461.267363,517.293577,597.259908
MLCL(12:0_22:5_20:3)-H,1181.703984,152.995833,171.006398,199.170354,329.248604,305.248604,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,459.251713,515.277927,595.244258
MLCL(12:0_22:5_20:4)-H,1179.688334,152.995833,171.006398,199.170354,329.248604,303.232954,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,457.236063,513.262277,593.228608
MLCL(12:0_22:5_20:5)-H,1177.672684,152.995833,171.006398,199.170354,329.248604,301.217304,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,455.220413,511.246627,591.212958
MLCL(12:0_22:5_22:0)-H,1215.782234,152.995833,171.006398,199.170354,329.248604,339.326854,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,493.329963,549.356177,629.322508
MLCL(12:0_22:5_22:1)-H,1213.766584,152.995833,171.006398,199.170354,329.248604,337.311204,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,491.314313,547.340527,627.306858
MLCL(12:0_22:5_22:2)-H,1211.750934,152.995833,171.006398,199.170354,329.248604,335.295554,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,489.298663,545.324877,625.291208
MLCL(12:0_22:5_22:3)-H,1209.735284,152.995833,171.006398,199.170354,329.248604,333.279904,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,487.283013,543.309227,623.275558
MLCL(12:0_22:5_22:4)-H,1207.719634,152.995833,171.006398,199.170354,329.248604,331.264254,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,485.267363,541.293577,621.259908
MLCL(12:0_22:5_22:5)-H,1205.703984,152.995833,171.006398,199.170354,329.248604,329.248604,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,483.251713,539.277927,619.244258
MLCL(12:0_22:5_22:6)-H,1203.688334,152.995833,171.006398,199.170354,329.248604,327.232954,17.003288,665.418779,465.241149,335.162899,483.251714,353.173464,721.444993,801.411324,795.481772,481.236063,537.262277,617.228608
MLCL(12:0_22:6_12:0)-H,1073.610084,152.995833,171.006398,199.170354,327.232954,199.170354,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,353.173463,409.199677,489.166008
MLCL(12:0_22:6_14:0)-H,1101.641384,152.995833,171.006398,199.170354,327.232954,227.201654,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,381.204763,437.230977,517.197308
MLCL(12:0_22:6_14:1)-H,1099.625734,152.995833,171.006398,199.170354,327.232954,225.186004,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,379.189113,435.215327,515.181658
MLCL(12:0_22:6_16:0)-H,1129.672684,152.995833,171.006398,199.170354,327.232954,255.232954,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,409.236063,465.262277,545.228608
MLCL(12:0_22:6_16:1)-H,1127.657034,152.995833,171.006398,199.170354,327.232954,253.217304,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,407.220413,463.246627,543.212958
MLCL(12:0_22:6_16:2)-H,1125.641384,152.995833,171.006398,199.170354,327.232954,251.201654,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,405.204763,461.230977,541.197308
MLCL(12:0_22:6_16:3)-H,1123.625734,152.995833,171.006398,199.170354,327.232954,249.186004,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,403.189113,459.215327,539.181658
MLCL(12:0_22:6_16:4)-H,1121.610084,152.995833,171.006398,199.170354,327.232954,247.170354,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,401.173463,457.199677,537.166008
MLCL(12:0_22:6_18:0)-H,1157.703984,152.995833,171.006398,199.170354,327.232954,283.264254,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,437.267363,493.293577,573.259908
MLCL(12:0_22:6_18:1)-H,1155.688334,152.995833,171.006398,199.170354,327.232954,281.248604,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,435.251713,491.277927,571.244258
MLCL(12:0_22:6_18:2)-H,1153.672684,152.995833,171.006398,199.170354,327.232954,279.232954,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,433.236063,489.262277,569.228608
MLCL(12:0_22:6_18:3)-H,1151.657034,152.995833,171.006398,199.170354,327.232954,277.217304,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,431.220413,487.246627,567.212958
MLCL(12:0_22:6_18:4)-H,1149.641384,152.995833,171.006398,199.170354,327.232954,275.201654,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,429.204763,485.230977,565.197308
MLCL(12:0_22:6_18:5)-H,1147.625734,152.995833,171.006398,199.170354,327.232954,273.186004,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,427.189113,483.215327,563.181658
MLCL(12:0_22:6_20:0)-H,1185.735284,152.995833,171.006398,199.170354,327.232954,311.295554,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,465.298663,521.324877,601.291208
MLCL(12:0_22:6_20:1)-H,1183.719634,152.995833,171.006398,199.170354,327.232954,309.279904,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,463.283013,519.309227,599.275558
MLCL(12:0_22:6_20:2)-H,1181.703984,152.995833,171.006398,199.170354,327.232954,307.264254,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,461.267363,517.293577,597.259908
MLCL(12:0_22:6_20:3)-H,1179.688334,152.995833,171.006398,199.170354,327.232954,305.248604,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,459.251713,515.277927,595.244258
MLCL(12:0_22:6_20:4)-H,1177.672684,152.995833,171.006398,199.170354,327.232954,303.232954,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,457.236063,513.262277,593.228608
MLCL(12:0_22:6_20:5)-H,1175.657034,152.995833,171.006398,199.170354,327.232954,301.217304,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,455.220413,511.246627,591.212958
MLCL(12:0_22:6_22:0)-H,1213.766584,152.995833,171.006398,199.170354,327.232954,339.326854,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,493.329963,549.356177,629.322508
MLCL(12:0_22:6_22:1)-H,1211.750934,152.995833,171.006398,199.170354,327.232954,337.311204,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,491.314313,547.340527,627.306858
MLCL(12:0_22:6_22:2)-H,1209.735284,152.995833,171.006398,199.170354,327.232954,335.295554,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,489.298663,545.324877,625.291208
MLCL(12:0_22:6_22:3)-H,1207.719634,152.995833,171.006398,199.170354,327.232954,333.279904,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,487.283013,543.309227,623.275558
MLCL(12:0_22:6_22:4)-H,1205.703984,152.995833,171.006398,199.170354,327.232954,331.264254,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,485.267363,541.293577,621.259908
MLCL(12:0_22:6_22:5)-H,1203.688334,152.995833,171.006398,199.170354,327.232954,329.248604,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,483.251713,539.277927,619.244258
MLCL(12:0_22:6_22:6)-H,1201.672684,152.995833,171.006398,199.170354,327.232954,327.232954,17.003288,663.403129,463.225499,335.162899,481.236064,353.173464,719.429343,799.395674,793.466122,481.236063,537.262277,617.228608
MLCL(14:0_14:0_12:0)-H,1001.610084,152.995833,171.006398,227.201654,227.201654,199.170354,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,353.173463,409.199677,489.166008
MLCL(14:0_14:0_14:0)-H,1029.641384,152.995833,171.006398,227.201654,227.201654,227.201654,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,381.204763,437.230977,517.197308
MLCL(14:0_14:0_14:1)-H,1027.625734,152.995833,171.006398,227.201654,227.201654,225.186004,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,379.189113,435.215327,515.181658
MLCL(14:0_14:0_16:0)-H,1057.672684,152.995833,171.006398,227.201654,227.201654,255.232954,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,409.236063,465.262277,545.228608
MLCL(14:0_14:0_16:1)-H,1055.657034,152.995833,171.006398,227.201654,227.201654,253.217304,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,407.220413,463.246627,543.212958
MLCL(14:0_14:0_16:2)-H,1053.641384,152.995833,171.006398,227.201654,227.201654,251.201654,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,405.204763,461.230977,541.197308
MLCL(14:0_14:0_16:3)-H,1051.625734,152.995833,171.006398,227.201654,227.201654,249.186004,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,403.189113,459.215327,539.181658
MLCL(14:0_14:0_16:4)-H,1049.610084,152.995833,171.006398,227.201654,227.201654,247.170354,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,401.173463,457.199677,537.166008
MLCL(14:0_14:0_18:0)-H,1085.703984,152.995833,171.006398,227.201654,227.201654,283.264254,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,437.267363,493.293577,573.259908
MLCL(14:0_14:0_18:1)-H,1083.688334,152.995833,171.006398,227.201654,227.201654,281.248604,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,435.251713,491.277927,571.244258
MLCL(14:0_14:0_18:2)-H,1081.672684,152.995833,171.006398,227.201654,227.201654,279.232954,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,433.236063,489.262277,569.228608
MLCL(14:0_14:0_18:3)-H,1079.657034,152.995833,171.006398,227.201654,227.201654,277.217304,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,431.220413,487.246627,567.212958
MLCL(14:0_14:0_18:4)-H,1077.641384,152.995833,171.006398,227.201654,227.201654,275.201654,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,429.204763,485.230977,565.197308
MLCL(14:0_14:0_18:5)-H,1075.625734,152.995833,171.006398,227.201654,227.201654,273.186004,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,427.189113,483.215327,563.181658
MLCL(14:0_14:0_20:0)-H,1113.735284,152.995833,171.006398,227.201654,227.201654,311.295554,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,465.298663,521.324877,601.291208
MLCL(14:0_14:0_20:1)-H,1111.719634,152.995833,171.006398,227.201654,227.201654,309.279904,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,463.283013,519.309227,599.275558
MLCL(14:0_14:0_20:2)-H,1109.703984,152.995833,171.006398,227.201654,227.201654,307.264254,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,461.267363,517.293577,597.259908
MLCL(14:0_14:0_20:3)-H,1107.688334,152.995833,171.006398,227.201654,227.201654,305.248604,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,459.251713,515.277927,595.244258
MLCL(14:0_14:0_20:4)-H,1105.672684,152.995833,171.006398,227.201654,227.201654,303.232954,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,457.236063,513.262277,593.228608
MLCL(14:0_14:0_20:5)-H,1103.657034,152.995833,171.006398,227.201654,227.201654,301.217304,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,455.220413,511.246627,591.212958
MLCL(14:0_14:0_22:0)-H,1141.766584,152.995833,171.006398,227.201654,227.201654,339.326854,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,493.329963,549.356177,629.322508
MLCL(14:0_14:0_22:1)-H,1139.750934,152.995833,171.006398,227.201654,227.201654,337.311204,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,491.314313,547.340527,627.306858
MLCL(14:0_14:0_22:2)-H,1137.735284,152.995833,171.006398,227.201654,227.201654,335.295554,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,489.298663,545.324877,625.291208
MLCL(14:0_14:0_22:3)-H,1135.719634,152.995833,171.006398,227.201654,227.201654,333.279904,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,487.283013,543.309227,623.275558
MLCL(14:0_14:0_22:4)-H,1133.703984,152.995833,171.006398,227.201654,227.201654,331.264254,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,485.267363,541.293577,621.259908
MLCL(14:0_14:0_22:5)-H,1131.688334,152.995833,171.006398,227.201654,227.201654,329.248604,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,483.251713,539.277927,619.244258
MLCL(14:0_14:0_22:6)-H,1129.672684,152.995833,171.006398,227.201654,227.201654,327.232954,17.003288,591.403129,363.194199,363.194199,381.204764,381.204764,647.429343,727.395674,721.466122,481.236063,537.262277,617.228608
MLCL(14:0_14:1_12:0)-H,999.594434,152.995833,171.006398,227.201654,225.186004,199.170354,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,353.173463,409.199677,489.166008
MLCL(14:0_14:1_14:0)-H,1027.625734,152.995833,171.006398,227.201654,225.186004,227.201654,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,381.204763,437.230977,517.197308
MLCL(14:0_14:1_14:1)-H,1025.610084,152.995833,171.006398,227.201654,225.186004,225.186004,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,379.189113,435.215327,515.181658
MLCL(14:0_14:1_16:0)-H,1055.657034,152.995833,171.006398,227.201654,225.186004,255.232954,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,409.236063,465.262277,545.228608
MLCL(14:0_14:1_16:1)-H,1053.641384,152.995833,171.006398,227.201654,225.186004,253.217304,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,407.220413,463.246627,543.212958
MLCL(14:0_14:1_16:2)-H,1051.625734,152.995833,171.006398,227.201654,225.186004,251.201654,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,405.204763,461.230977,541.197308
MLCL(14:0_14:1_16:3)-H,1049.610084,152.995833,171.006398,227.201654,225.186004,249.186004,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,403.189113,459.215327,539.181658
MLCL(14:0_14:1_16:4)-H,1047.594434,152.995833,171.006398,227.201654,225.186004,247.170354,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,401.173463,457.199677,537.166008
MLCL(14:0_14:1_18:0)-H,1083.688334,152.995833,171.006398,227.201654,225.186004,283.264254,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,437.267363,493.293577,573.259908
MLCL(14:0_14:1_18:1)-H,1081.672684,152.995833,171.006398,227.201654,225.186004,281.248604,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,435.251713,491.277927,571.244258
MLCL(14:0_14:1_18:2)-H,1079.657034,152.995833,171.006398,227.201654,225.186004,279.232954,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,433.236063,489.262277,569.228608
MLCL(14:0_14:1_18:3)-H,1077.641384,152.995833,171.006398,227.201654,225.186004,277.217304,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,431.220413,487.246627,567.212958
MLCL(14:0_14:1_18:4)-H,1075.625734,152.995833,171.006398,227.201654,225.186004,275.201654,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,429.204763,485.230977,565.197308
MLCL(14:0_14:1_18:5)-H,1073.610084,152.995833,171.006398,227.201654,225.186004,273.186004,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,427.189113,483.215327,563.181658
MLCL(14:0_14:1_20:0)-H,1111.719634,152.995833,171.006398,227.201654,225.186004,311.295554,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,465.298663,521.324877,601.291208
MLCL(14:0_14:1_20:1)-H,1109.703984,152.995833,171.006398,227.201654,225.186004,309.279904,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,463.283013,519.309227,599.275558
MLCL(14:0_14:1_20:2)-H,1107.688334,152.995833,171.006398,227.201654,225.186004,307.264254,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,461.267363,517.293577,597.259908
MLCL(14:0_14:1_20:3)-H,1105.672684,152.995833,171.006398,227.201654,225.186004,305.248604,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,459.251713,515.277927,595.244258
MLCL(14:0_14:1_20:4)-H,1103.657034,152.995833,171.006398,227.201654,225.186004,303.232954,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,457.236063,513.262277,593.228608
MLCL(14:0_14:1_20:5)-H,1101.641384,152.995833,171.006398,227.201654,225.186004,301.217304,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,455.220413,511.246627,591.212958
MLCL(14:0_14:1_22:0)-H,1139.750934,152.995833,171.006398,227.201654,225.186004,339.326854,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,493.329963,549.356177,629.322508
MLCL(14:0_14:1_22:1)-H,1137.735284,152.995833,171.006398,227.201654,225.186004,337.311204,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,491.314313,547.340527,627.306858
MLCL(14:0_14:1_22:2)-H,1135.719634,152.995833,171.006398,227.201654,225.186004,335.295554,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,489.298663,545.324877,625.291208
MLCL(14:0_14:1_22:3)-H,1133.703984,152.995833,171.006398,227.201654,225.186004,333.279904,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,487.283013,543.309227,623.275558
MLCL(14:0_14:1_22:4)-H,1131.688334,152.995833,171.006398,227.201654,225.186004,331.264254,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,485.267363,541.293577,621.259908
MLCL(14:0_14:1_22:5)-H,1129.672684,152.995833,171.006398,227.201654,225.186004,329.248604,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,483.251713,539.277927,619.244258
MLCL(14:0_14:1_22:6)-H,1127.657034,152.995833,171.006398,227.201654,225.186004,327.232954,17.003288,589.387479,361.178549,363.194199,379.189114,381.204764,645.413693,725.380024,719.450472,481.236063,537.262277,617.228608
MLCL(14:0_16:0_12:0)-H,1029.641384,152.995833,171.006398,227.201654,255.232954,199.170354,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,353.173463,409.199677,489.166008
MLCL(14:0_16:0_14:0)-H,1057.672684,152.995833,171.006398,227.201654,255.232954,227.201654,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,381.204763,437.230977,517.197308
MLCL(14:0_16:0_14:1)-H,1055.657034,152.995833,171.006398,227.201654,255.232954,225.186004,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,379.189113,435.215327,515.181658
MLCL(14:0_16:0_16:0)-H,1085.703984,152.995833,171.006398,227.201654,255.232954,255.232954,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,409.236063,465.262277,545.228608
MLCL(14:0_16:0_16:1)-H,1083.688334,152.995833,171.006398,227.201654,255.232954,253.217304,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,407.220413,463.246627,543.212958
MLCL(14:0_16:0_16:2)-H,1081.672684,152.995833,171.006398,227.201654,255.232954,251.201654,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,405.204763,461.230977,541.197308
MLCL(14:0_16:0_16:3)-H,1079.657034,152.995833,171.006398,227.201654,255.232954,249.186004,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,403.189113,459.215327,539.181658
MLCL(14:0_16:0_16:4)-H,1077.641384,152.995833,171.006398,227.201654,255.232954,247.170354,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,401.173463,457.199677,537.166008
MLCL(14:0_16:0_18:0)-H,1113.735284,152.995833,171.006398,227.201654,255.232954,283.264254,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,437.267363,493.293577,573.259908
MLCL(14:0_16:0_18:1)-H,1111.719634,152.995833,171.006398,227.201654,255.232954,281.248604,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,435.251713,491.277927,571.244258
MLCL(14:0_16:0_18:2)-H,1109.703984,152.995833,171.006398,227.201654,255.232954,279.232954,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,433.236063,489.262277,569.228608
MLCL(14:0_16:0_18:3)-H,1107.688334,152.995833,171.006398,227.201654,255.232954,277.217304,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,431.220413,487.246627,567.212958
MLCL(14:0_16:0_18:4)-H,1105.672684,152.995833,171.006398,227.201654,255.232954,275.201654,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,429.204763,485.230977,565.197308
MLCL(14:0_16:0_18:5)-H,1103.657034,152.995833,171.006398,227.201654,255.232954,273.186004,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,427.189113,483.215327,563.181658
MLCL(14:0_16:0_20:0)-H,1141.766584,152.995833,171.006398,227.201654,255.232954,311.295554,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,465.298663,521.324877,601.291208
MLCL(14:0_16:0_20:1)-H,1139.750934,152.995833,171.006398,227.201654,255.232954,309.279904,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,463.283013,519.309227,599.275558
MLCL(14:0_16:0_20:2)-H,1137.735284,152.995833,171.006398,227.201654,255.232954,307.264254,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,461.267363,517.293577,597.259908
MLCL(14:0_16:0_20:3)-H,1135.719634,152.995833,171.006398,227.201654,255.232954,305.248604,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,459.251713,515.277927,595.244258
MLCL(14:0_16:0_20:4)-H,1133.703984,152.995833,171.006398,227.201654,255.232954,303.232954,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,457.236063,513.262277,593.228608
MLCL(14:0_16:0_20:5)-H,1131.688334,152.995833,171.006398,227.201654,255.232954,301.217304,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,455.220413,511.246627,591.212958
MLCL(14:0_16:0_22:0)-H,1169.797884,152.995833,171.006398,227.201654,255.232954,339.326854,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,493.329963,549.356177,629.322508
MLCL(14:0_16:0_22:1)-H,1167.782234,152.995833,171.006398,227.201654,255.232954,337.311204,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,491.314313,547.340527,627.306858
MLCL(14:0_16:0_22:2)-H,1165.766584,152.995833,171.006398,227.201654,255.232954,335.295554,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,489.298663,545.324877,625.291208
MLCL(14:0_16:0_22:3)-H,1163.750934,152.995833,171.006398,227.201654,255.232954,333.279904,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,487.283013,543.309227,623.275558
MLCL(14:0_16:0_22:4)-H,1161.735284,152.995833,171.006398,227.201654,255.232954,331.264254,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,485.267363,541.293577,621.259908
MLCL(14:0_16:0_22:5)-H,1159.719634,152.995833,171.006398,227.201654,255.232954,329.248604,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,483.251713,539.277927,619.244258
MLCL(14:0_16:0_22:6)-H,1157.703984,152.995833,171.006398,227.201654,255.232954,327.232954,17.003288,619.434429,391.225499,363.194199,409.236064,381.204764,675.460643,755.426974,749.497422,481.236063,537.262277,617.228608
MLCL(14:0_16:1_12:0)-H,1027.625734,152.995833,171.006398,227.201654,253.217304,199.170354,17.003288,617.418779,389.209849,363.194199,407.220414,381.204764,673.444993,753.411324,747.481772,353.173463,409.199677,489.166008
MLCL(14:0_16:1_14:0)-H,1055.657034,152.995833,171.006398,227.201654,253.217304,227.201654,17.003288,617.418779,389.209849,363.194199,407.220414,381.204764,673.444993,753.411324,747.481772,381.204763,437.230977,517.197308
