MLCL,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,T3_RCOO-,T4_OH-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R1+R2)+56+18,LPA(R3+R4),LPA(R3+R4)+56,LPA(R3+R4)+136
MLCL(18:3_18:5_22:3)-H,1231.719634,152.995833,171.006398,277.217304,273.186004,333.279904,17.003288,687.403129,409.178549,413.209849,427.189114,431.220414,743.429343,823.395674,817.466122,487.283013,543.309227,623.275558
MLCL(18:3_18:5_22:4)-H,1229.703984,152.995833,171.006398,277.217304,273.186004,331.264254,17.003288,687.403129,409.178549,413.209849,427.189114,431.220414,743.429343,823.395674,817.466122,485.267363,541.293577,621.259908
MLCL(18:3_18:5_22:5)-H,1227.688334,152.995833,171.006398,277.217304,273.186004,329.248604,17.003288,687.403129,409.178549,413.209849,427.189114,431.220414,743.429343,823.395674,817.466122,483.251713,539.277927,619.244258
MLCL(18:3_18:5_22:6)-H,1225.672684,152.995833,171.006398,277.217304,273.186004,327.232954,17.003288,687.403129,409.178549,413.209849,427.189114,431.220414,743.429343,823.395674,817.466122,481.236063,537.262277,617.228608
MLCL(18:3_20:0_12:0)-H,1135.719634,152.995833,171.006398,277.217304,311.295554,199.170354,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,353.173463,409.199677,489.166008
MLCL(18:3_20:0_14:0)-H,1163.750934,152.995833,171.006398,277.217304,311.295554,227.201654,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,381.204763,437.230977,517.197308
MLCL(18:3_20:0_14:1)-H,1161.735284,152.995833,171.006398,277.217304,311.295554,225.186004,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,379.189113,435.215327,515.181658
MLCL(18:3_20:0_16:0)-H,1191.782234,152.995833,171.006398,277.217304,311.295554,255.232954,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,409.236063,465.262277,545.228608
MLCL(18:3_20:0_16:1)-H,1189.766584,152.995833,171.006398,277.217304,311.295554,253.217304,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,407.220413,463.246627,543.212958
MLCL(18:3_20:0_16:2)-H,1187.750934,152.995833,171.006398,277.217304,311.295554,251.201654,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,405.204763,461.230977,541.197308
MLCL(18:3_20:0_16:3)-H,1185.735284,152.995833,171.006398,277.217304,311.295554,249.186004,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,403.189113,459.215327,539.181658
MLCL(18:3_20:0_16:4)-H,1183.719634,152.995833,171.006398,277.217304,311.295554,247.170354,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,401.173463,457.199677,537.166008
MLCL(18:3_20:0_18:0)-H,1219.813534,152.995833,171.006398,277.217304,311.295554,283.264254,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,437.267363,493.293577,573.259908
MLCL(18:3_20:0_18:1)-H,1217.797884,152.995833,171.006398,277.217304,311.295554,281.248604,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,435.251713,491.277927,571.244258
MLCL(18:3_20:0_18:2)-H,1215.782234,152.995833,171.006398,277.217304,311.295554,279.232954,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,433.236063,489.262277,569.228608
MLCL(18:3_20:0_18:3)-H,1213.766584,152.995833,171.006398,277.217304,311.295554,277.217304,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,431.220413,487.246627,567.212958
MLCL(18:3_20:0_18:4)-H,1211.750934,152.995833,171.006398,277.217304,311.295554,275.201654,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,429.204763,485.230977,565.197308
MLCL(18:3_20:0_18:5)-H,1209.735284,152.995833,171.006398,277.217304,311.295554,273.186004,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,427.189113,483.215327,563.181658
MLCL(18:3_20:0_20:0)-H,1247.844834,152.995833,171.006398,277.217304,311.295554,311.295554,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,465.298663,521.324877,601.291208
MLCL(18:3_20:0_20:1)-H,1245.829184,152.995833,171.006398,277.217304,311.295554,309.279904,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,463.283013,519.309227,599.275558
MLCL(18:3_20:0_20:2)-H,1243.813534,152.995833,171.006398,277.217304,311.295554,307.264254,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,461.267363,517.293577,597.259908
MLCL(18:3_20:0_20:3)-H,1241.797884,152.995833,171.006398,277.217304,311.295554,305.248604,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,459.251713,515.277927,595.244258
MLCL(18:3_20:0_20:4)-H,1239.782234,152.995833,171.006398,277.217304,311.295554,303.232954,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,457.236063,513.262277,593.228608
MLCL(18:3_20:0_20:5)-H,1237.766584,152.995833,171.006398,277.217304,311.295554,301.217304,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,455.220413,511.246627,591.212958
MLCL(18:3_20:0_22:0)-H,1275.876134,152.995833,171.006398,277.217304,311.295554,339.326854,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,493.329963,549.356177,629.322508
MLCL(18:3_20:0_22:1)-H,1273.860484,152.995833,171.006398,277.217304,311.295554,337.311204,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,491.314313,547.340527,627.306858
MLCL(18:3_20:0_22:2)-H,1271.844834,152.995833,171.006398,277.217304,311.295554,335.295554,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,489.298663,545.324877,625.291208
MLCL(18:3_20:0_22:3)-H,1269.829184,152.995833,171.006398,277.217304,311.295554,333.279904,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,487.283013,543.309227,623.275558
MLCL(18:3_20:0_22:4)-H,1267.813534,152.995833,171.006398,277.217304,311.295554,331.264254,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,485.267363,541.293577,621.259908
MLCL(18:3_20:0_22:5)-H,1265.797884,152.995833,171.006398,277.217304,311.295554,329.248604,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,483.251713,539.277927,619.244258
MLCL(18:3_20:0_22:6)-H,1263.782234,152.995833,171.006398,277.217304,311.295554,327.232954,17.003288,725.512679,447.288099,413.209849,465.298664,431.220414,781.538893,861.505224,855.575672,481.236063,537.262277,617.228608
MLCL(18:3_20:1_12:0)-H,1133.703984,152.995833,171.006398,277.217304,309.279904,199.170354,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,353.173463,409.199677,489.166008
MLCL(18:3_20:1_14:0)-H,1161.735284,152.995833,171.006398,277.217304,309.279904,227.201654,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,381.204763,437.230977,517.197308
MLCL(18:3_20:1_14:1)-H,1159.719634,152.995833,171.006398,277.217304,309.279904,225.186004,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,379.189113,435.215327,515.181658
MLCL(18:3_20:1_16:0)-H,1189.766584,152.995833,171.006398,277.217304,309.279904,255.232954,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,409.236063,465.262277,545.228608
MLCL(18:3_20:1_16:1)-H,1187.750934,152.995833,171.006398,277.217304,309.279904,253.217304,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,407.220413,463.246627,543.212958
MLCL(18:3_20:1_16:2)-H,1185.735284,152.995833,171.006398,277.217304,309.279904,251.201654,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,405.204763,461.230977,541.197308
MLCL(18:3_20:1_16:3)-H,1183.719634,152.995833,171.006398,277.217304,309.279904,249.186004,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,403.189113,459.215327,539.181658
MLCL(18:3_20:1_16:4)-H,1181.703984,152.995833,171.006398,277.217304,309.279904,247.170354,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,401.173463,457.199677,537.166008
MLCL(18:3_20:1_18:0)-H,1217.797884,152.995833,171.006398,277.217304,309.279904,283.264254,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,437.267363,493.293577,573.259908
MLCL(18:3_20:1_18:1)-H,1215.782234,152.995833,171.006398,277.217304,309.279904,281.248604,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,435.251713,491.277927,571.244258
MLCL(18:3_20:1_18:2)-H,1213.766584,152.995833,171.006398,277.217304,309.279904,279.232954,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,433.236063,489.262277,569.228608
MLCL(18:3_20:1_18:3)-H,1211.750934,152.995833,171.006398,277.217304,309.279904,277.217304,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,431.220413,487.246627,567.212958
MLCL(18:3_20:1_18:4)-H,1209.735284,152.995833,171.006398,277.217304,309.279904,275.201654,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,429.204763,485.230977,565.197308
MLCL(18:3_20:1_18:5)-H,1207.719634,152.995833,171.006398,277.217304,309.279904,273.186004,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,427.189113,483.215327,563.181658
MLCL(18:3_20:1_20:0)-H,1245.829184,152.995833,171.006398,277.217304,309.279904,311.295554,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,465.298663,521.324877,601.291208
MLCL(18:3_20:1_20:1)-H,1243.813534,152.995833,171.006398,277.217304,309.279904,309.279904,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,463.283013,519.309227,599.275558
MLCL(18:3_20:1_20:2)-H,1241.797884,152.995833,171.006398,277.217304,309.279904,307.264254,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,461.267363,517.293577,597.259908
MLCL(18:3_20:1_20:3)-H,1239.782234,152.995833,171.006398,277.217304,309.279904,305.248604,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,459.251713,515.277927,595.244258
MLCL(18:3_20:1_20:4)-H,1237.766584,152.995833,171.006398,277.217304,309.279904,303.232954,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,457.236063,513.262277,593.228608
MLCL(18:3_20:1_20:5)-H,1235.750934,152.995833,171.006398,277.217304,309.279904,301.217304,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,455.220413,511.246627,591.212958
MLCL(18:3_20:1_22:0)-H,1273.860484,152.995833,171.006398,277.217304,309.279904,339.326854,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,493.329963,549.356177,629.322508
MLCL(18:3_20:1_22:1)-H,1271.844834,152.995833,171.006398,277.217304,309.279904,337.311204,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,491.314313,547.340527,627.306858
MLCL(18:3_20:1_22:2)-H,1269.829184,152.995833,171.006398,277.217304,309.279904,335.295554,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,489.298663,545.324877,625.291208
MLCL(18:3_20:1_22:3)-H,1267.813534,152.995833,171.006398,277.217304,309.279904,333.279904,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,487.283013,543.309227,623.275558
MLCL(18:3_20:1_22:4)-H,1265.797884,152.995833,171.006398,277.217304,309.279904,331.264254,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,485.267363,541.293577,621.259908
MLCL(18:3_20:1_22:5)-H,1263.782234,152.995833,171.006398,277.217304,309.279904,329.248604,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,483.251713,539.277927,619.244258
MLCL(18:3_20:1_22:6)-H,1261.766584,152.995833,171.006398,277.217304,309.279904,327.232954,17.003288,723.497029,445.272449,413.209849,463.283014,431.220414,779.523243,859.489574,853.560022,481.236063,537.262277,617.228608
MLCL(18:3_20:2_12:0)-H,1131.688334,152.995833,171.006398,277.217304,307.264254,199.170354,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,353.173463,409.199677,489.166008
MLCL(18:3_20:2_14:0)-H,1159.719634,152.995833,171.006398,277.217304,307.264254,227.201654,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,381.204763,437.230977,517.197308
MLCL(18:3_20:2_14:1)-H,1157.703984,152.995833,171.006398,277.217304,307.264254,225.186004,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,379.189113,435.215327,515.181658
MLCL(18:3_20:2_16:0)-H,1187.750934,152.995833,171.006398,277.217304,307.264254,255.232954,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,409.236063,465.262277,545.228608
MLCL(18:3_20:2_16:1)-H,1185.735284,152.995833,171.006398,277.217304,307.264254,253.217304,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,407.220413,463.246627,543.212958
MLCL(18:3_20:2_16:2)-H,1183.719634,152.995833,171.006398,277.217304,307.264254,251.201654,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,405.204763,461.230977,541.197308
MLCL(18:3_20:2_16:3)-H,1181.703984,152.995833,171.006398,277.217304,307.264254,249.186004,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,403.189113,459.215327,539.181658
MLCL(18:3_20:2_16:4)-H,1179.688334,152.995833,171.006398,277.217304,307.264254,247.170354,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,401.173463,457.199677,537.166008
MLCL(18:3_20:2_18:0)-H,1215.782234,152.995833,171.006398,277.217304,307.264254,283.264254,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,437.267363,493.293577,573.259908
MLCL(18:3_20:2_18:1)-H,1213.766584,152.995833,171.006398,277.217304,307.264254,281.248604,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,435.251713,491.277927,571.244258
MLCL(18:3_20:2_18:2)-H,1211.750934,152.995833,171.006398,277.217304,307.264254,279.232954,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,433.236063,489.262277,569.228608
MLCL(18:3_20:2_18:3)-H,1209.735284,152.995833,171.006398,277.217304,307.264254,277.217304,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,431.220413,487.246627,567.212958
MLCL(18:3_20:2_18:4)-H,1207.719634,152.995833,171.006398,277.217304,307.264254,275.201654,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,429.204763,485.230977,565.197308
MLCL(18:3_20:2_18:5)-H,1205.703984,152.995833,171.006398,277.217304,307.264254,273.186004,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,427.189113,483.215327,563.181658
MLCL(18:3_20:2_20:0)-H,1243.813534,152.995833,171.006398,277.217304,307.264254,311.295554,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,465.298663,521.324877,601.291208
MLCL(18:3_20:2_20:1)-H,1241.797884,152.995833,171.006398,277.217304,307.264254,309.279904,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,463.283013,519.309227,599.275558
MLCL(18:3_20:2_20:2)-H,1239.782234,152.995833,171.006398,277.217304,307.264254,307.264254,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,461.267363,517.293577,597.259908
MLCL(18:3_20:2_20:3)-H,1237.766584,152.995833,171.006398,277.217304,307.264254,305.248604,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,459.251713,515.277927,595.244258
MLCL(18:3_20:2_20:4)-H,1235.750934,152.995833,171.006398,277.217304,307.264254,303.232954,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,457.236063,513.262277,593.228608
MLCL(18:3_20:2_20:5)-H,1233.735284,152.995833,171.006398,277.217304,307.264254,301.217304,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,455.220413,511.246627,591.212958
MLCL(18:3_20:2_22:0)-H,1271.844834,152.995833,171.006398,277.217304,307.264254,339.326854,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,493.329963,549.356177,629.322508
MLCL(18:3_20:2_22:1)-H,1269.829184,152.995833,171.006398,277.217304,307.264254,337.311204,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,491.314313,547.340527,627.306858
MLCL(18:3_20:2_22:2)-H,1267.813534,152.995833,171.006398,277.217304,307.264254,335.295554,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,489.298663,545.324877,625.291208
MLCL(18:3_20:2_22:3)-H,1265.797884,152.995833,171.006398,277.217304,307.264254,333.279904,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,487.283013,543.309227,623.275558
MLCL(18:3_20:2_22:4)-H,1263.782234,152.995833,171.006398,277.217304,307.264254,331.264254,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,485.267363,541.293577,621.259908
MLCL(18:3_20:2_22:5)-H,1261.766584,152.995833,171.006398,277.217304,307.264254,329.248604,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,483.251713,539.277927,619.244258
MLCL(18:3_20:2_22:6)-H,1259.750934,152.995833,171.006398,277.217304,307.264254,327.232954,17.003288,721.481379,443.256799,413.209849,461.267364,431.220414,777.507593,857.473924,851.544372,481.236063,537.262277,617.228608
MLCL(18:3_20:3_12:0)-H,1129.672684,152.995833,171.006398,277.217304,305.248604,199.170354,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,353.173463,409.199677,489.166008
MLCL(18:3_20:3_14:0)-H,1157.703984,152.995833,171.006398,277.217304,305.248604,227.201654,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,381.204763,437.230977,517.197308
MLCL(18:3_20:3_14:1)-H,1155.688334,152.995833,171.006398,277.217304,305.248604,225.186004,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,379.189113,435.215327,515.181658
MLCL(18:3_20:3_16:0)-H,1185.735284,152.995833,171.006398,277.217304,305.248604,255.232954,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,409.236063,465.262277,545.228608
MLCL(18:3_20:3_16:1)-H,1183.719634,152.995833,171.006398,277.217304,305.248604,253.217304,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,407.220413,463.246627,543.212958
MLCL(18:3_20:3_16:2)-H,1181.703984,152.995833,171.006398,277.217304,305.248604,251.201654,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,405.204763,461.230977,541.197308
MLCL(18:3_20:3_16:3)-H,1179.688334,152.995833,171.006398,277.217304,305.248604,249.186004,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,403.189113,459.215327,539.181658
MLCL(18:3_20:3_16:4)-H,1177.672684,152.995833,171.006398,277.217304,305.248604,247.170354,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,401.173463,457.199677,537.166008
MLCL(18:3_20:3_18:0)-H,1213.766584,152.995833,171.006398,277.217304,305.248604,283.264254,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,437.267363,493.293577,573.259908
MLCL(18:3_20:3_18:1)-H,1211.750934,152.995833,171.006398,277.217304,305.248604,281.248604,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,435.251713,491.277927,571.244258
MLCL(18:3_20:3_18:2)-H,1209.735284,152.995833,171.006398,277.217304,305.248604,279.232954,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,433.236063,489.262277,569.228608
MLCL(18:3_20:3_18:3)-H,1207.719634,152.995833,171.006398,277.217304,305.248604,277.217304,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,431.220413,487.246627,567.212958
MLCL(18:3_20:3_18:4)-H,1205.703984,152.995833,171.006398,277.217304,305.248604,275.201654,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,429.204763,485.230977,565.197308
MLCL(18:3_20:3_18:5)-H,1203.688334,152.995833,171.006398,277.217304,305.248604,273.186004,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,427.189113,483.215327,563.181658
MLCL(18:3_20:3_20:0)-H,1241.797884,152.995833,171.006398,277.217304,305.248604,311.295554,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,465.298663,521.324877,601.291208
MLCL(18:3_20:3_20:1)-H,1239.782234,152.995833,171.006398,277.217304,305.248604,309.279904,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,463.283013,519.309227,599.275558
MLCL(18:3_20:3_20:2)-H,1237.766584,152.995833,171.006398,277.217304,305.248604,307.264254,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,461.267363,517.293577,597.259908
MLCL(18:3_20:3_20:3)-H,1235.750934,152.995833,171.006398,277.217304,305.248604,305.248604,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,459.251713,515.277927,595.244258
MLCL(18:3_20:3_20:4)-H,1233.735284,152.995833,171.006398,277.217304,305.248604,303.232954,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,457.236063,513.262277,593.228608
MLCL(18:3_20:3_20:5)-H,1231.719634,152.995833,171.006398,277.217304,305.248604,301.217304,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,455.220413,511.246627,591.212958
MLCL(18:3_20:3_22:0)-H,1269.829184,152.995833,171.006398,277.217304,305.248604,339.326854,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,493.329963,549.356177,629.322508
MLCL(18:3_20:3_22:1)-H,1267.813534,152.995833,171.006398,277.217304,305.248604,337.311204,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,491.314313,547.340527,627.306858
MLCL(18:3_20:3_22:2)-H,1265.797884,152.995833,171.006398,277.217304,305.248604,335.295554,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,489.298663,545.324877,625.291208
MLCL(18:3_20:3_22:3)-H,1263.782234,152.995833,171.006398,277.217304,305.248604,333.279904,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,487.283013,543.309227,623.275558
MLCL(18:3_20:3_22:4)-H,1261.766584,152.995833,171.006398,277.217304,305.248604,331.264254,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,485.267363,541.293577,621.259908
MLCL(18:3_20:3_22:5)-H,1259.750934,152.995833,171.006398,277.217304,305.248604,329.248604,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,483.251713,539.277927,619.244258
MLCL(18:3_20:3_22:6)-H,1257.735284,152.995833,171.006398,277.217304,305.248604,327.232954,17.003288,719.465729,441.241149,413.209849,459.251714,431.220414,775.491943,855.458274,849.528722,481.236063,537.262277,617.228608
MLCL(18:3_20:4_12:0)-H,1127.657034,152.995833,171.006398,277.217304,303.232954,199.170354,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,353.173463,409.199677,489.166008
MLCL(18:3_20:4_14:0)-H,1155.688334,152.995833,171.006398,277.217304,303.232954,227.201654,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,381.204763,437.230977,517.197308
MLCL(18:3_20:4_14:1)-H,1153.672684,152.995833,171.006398,277.217304,303.232954,225.186004,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,379.189113,435.215327,515.181658
MLCL(18:3_20:4_16:0)-H,1183.719634,152.995833,171.006398,277.217304,303.232954,255.232954,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,409.236063,465.262277,545.228608
MLCL(18:3_20:4_16:1)-H,1181.703984,152.995833,171.006398,277.217304,303.232954,253.217304,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,407.220413,463.246627,543.212958
MLCL(18:3_20:4_16:2)-H,1179.688334,152.995833,171.006398,277.217304,303.232954,251.201654,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,405.204763,461.230977,541.197308
MLCL(18:3_20:4_16:3)-H,1177.672684,152.995833,171.006398,277.217304,303.232954,249.186004,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,403.189113,459.215327,539.181658
MLCL(18:3_20:4_16:4)-H,1175.657034,152.995833,171.006398,277.217304,303.232954,247.170354,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,401.173463,457.199677,537.166008
MLCL(18:3_20:4_18:0)-H,1211.750934,152.995833,171.006398,277.217304,303.232954,283.264254,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,437.267363,493.293577,573.259908
MLCL(18:3_20:4_18:1)-H,1209.735284,152.995833,171.006398,277.217304,303.232954,281.248604,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,435.251713,491.277927,571.244258
MLCL(18:3_20:4_18:2)-H,1207.719634,152.995833,171.006398,277.217304,303.232954,279.232954,17.003288,717.450079,439.225499,413.209849,457.236064,431.220414,773.476293,853.442624,847.513072,433.236063,489.262277,569.228608
