"MSDIAL_SHex","[M+CH3COO]-","1","2","3"
"MSDIAL_ST 27:1;O;Hex;[M+CH3COO]-;CC(C)CCCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O;FSMCJUNYLQOAIM-UHFFFAOYNA-N;C33H56O6","607.42154","547.4004","179.0561","607.4216"
"MSDIAL_ST 28:2;O;Hex;[M+CH3COO]-;CC(C)C(C)C=CC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O;ILUZPRRJJSFYEH-UHFFFAOYNA-N;C34H56O6","619.42154","559.4004","179.0561","619.4216"
"MSDIAL_ST 28:1;O;Hex;[M+CH3COO]-;CC(C)C(C)CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O;FWNZEKQVBDXWKA-UHFFFAOYNA-N;C34H58O6","621.43719","561.4161","179.0561","621.4372"
"MSDIAL_ST 29:1;O;Hex;[M+CH3COO]-;CCC(CCC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)C;NPJICTMALKLTFW-UHFFFAOYNA-N;C35H60O6","635.45284","575.4317","179.0561","635.4528"
"MSDIAL_ST 29:2;O;Hex;[M+CH3COO]-;CCC(C=CC(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C(C)C;VWDLOXMZIGUBKM-UHFFFAOYNA-N;C35H58O6","633.43719","573.4161","179.0561","633.4372"
