"MSDIAL_PI_Cer","[M-H]-","1","2","3","4","5"
"MSDIAL_PI-Cer 12:0;2O/18:2;O;[M-H]-;CCCCCCCCCC(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCC\C=C/C=C\CCCCC;ZYAGFLZTEWVTRX-OSZYEJKENA-N;C36H68NO12P","736.44064","736.4406","458.215","574.3878","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/19:0;O;[M-H]-;CCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;OKTIUACYCRFDGN-UHFFFAOYNA-N;C37H74NO12P","754.48759","754.4876","458.215","592.4348","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/19:1;O;[M-H]-;CCCCCCCCC\C=C/CCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;BWJCYOMBGFDAQJ-NXVVXOECNA-N;C37H72NO12P","752.47194","752.4719","458.215","590.4191","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/20:0;O;[M-H]-;CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;PTUGNHVOYLRHDN-UHFFFAOYNA-N;C38H76NO12P","768.50324","768.5032","458.215","606.4504","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/20:1;O;[M-H]-;CCCCCCCCCC(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCC\C=C/CCCCCCCC;RQYLTPCPSFIKFF-PFONDFGANA-N;C38H74NO12P","766.48759","766.4876","458.215","604.4348","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/20:2;O;[M-H]-;CCCCCCCCCC(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCC\C=C/C\C=C/CCCCC;GOSZTBCTTWJLOM-HDXUUTQWNA-N;C38H72NO12P","764.47194","764.4719","458.215","602.4191","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/21:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;IXYRJDLATNBSHW-UHFFFAOYNA-N;C39H78NO12P","782.51889","782.5189","458.215","620.4661","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/21:1;O;[M-H]-;CCCCCCCCCCC\C=C/CCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;BAXRVHGKVFEHDM-ZCXUNETKNA-N;C39H76NO12P","780.50324","780.5032","458.215","618.4504","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/22:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;ZPZXJYBRHBKMRF-UHFFFAOYNA-N;C40H80NO12P","796.53454","796.5345","458.215","634.4817","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/22:1;O;[M-H]-;CCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;DWQZEMOBMGLMHT-MSUUIHNZNA-N;C40H78NO12P","794.51889","794.5189","458.215","632.4661","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/22:2;O;[M-H]-;CCCCCCCCCC(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCCCCC\C=C/C=C\CCCCC;KPFRLZDGSZCQTD-OSZYEJKENA-N;C40H76NO12P","792.50324","792.5032","458.215","630.4504","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/23:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;XDSYLTJPBLRFIM-UHFFFAOYNA-N;C41H82NO12P","810.55019","810.5502","458.215","648.4974","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/23:1;O;[M-H]-;CCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;FCTIHGZRYRPCOK-ZCXUNETKNA-N;C41H80NO12P","808.53454","808.5345","458.215","646.4817","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/24:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;FBDFQPBRTJIUIR-UHFFFAOYNA-N;C42H84NO12P","824.56584","824.5659","458.215","662.513","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/24:1;O;[M-H]-;CCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;OVHUQWKJOVWUAG-HNENSFHCNA-N;C42H82NO12P","822.55019","822.5502","458.215","660.4974","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/24:2;O;[M-H]-;CCCCCCCCCC(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCCCCCCCCC\C=C/C\C=C/CC;UCGDIMFFFYCSBL-PZZLUBSONA-N;C42H80NO12P","820.53454","820.5345","458.215","658.4817","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/25:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;FLBVHFLLZJOVCV-UHFFFAOYNA-N;C43H86NO12P","838.58149","838.5815","458.215","676.5287","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/25:1;O;[M-H]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;PSURYTJIPVFIMN-VXPUYCOJNA-N;C43H84NO12P","836.56584","836.5659","458.215","674.513","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/26:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;LSIIFDYRQAKNRP-UHFFFAOYNA-N;C44H88NO12P","852.59714","852.5972","458.215","690.5443","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/26:1;O;[M-H]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;CRPAFKXDPFYPTD-MRCUWXFGNA-N;C44H86NO12P","850.58149","850.5815","458.215","688.5287","78.95905","241.0119"
"MSDIAL_PI-Cer 12:0;2O/26:2;O;[M-H]-;CCCCCCCCCCC\C=C/C\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)CCCCCCCCC;AKYHDLJBTKDRLV-KSWDIIKGNA-N;C44H84NO12P","848.56584","848.5659","458.215","686.513","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/12:0;O;[M-H]-;CCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;CRVQGEKDNUEBNP-FBMGVBCBNA-N;C30H58NO12P","654.36239","654.3624","456.1993","492.3096","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/12:1;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)C\C=C/CCCCCC;ZUKJHLVACFMCAV-QCOSOPDLNA-N;C30H56NO12P","652.34674","652.3467","456.1993","490.2939","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/13:0;O;[M-H]-;CCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;LWFSTSKKOZAFEN-HTXNQAPBNA-N;C31H60NO12P","668.37804","668.3781","456.1993","506.3252","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/13:1;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCC\C=C/CCCC;PGIMDHAIZOLHTH-WFONHNEBNA-N;C31H58NO12P","666.36239","666.3624","456.1993","504.3096","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/14:0;O;[M-H]-;CCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;XDDQXZJYPYVBMQ-CZIZESTLNA-N;C32H62NO12P","682.39369","682.3937","456.1993","520.3409","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/14:1;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCC\C=C/CCCC;PJBOHHXTNQXXGB-XCSOFFSDNA-N;C32H60NO12P","680.37804","680.3781","456.1993","518.3252","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/15:0;O;[M-H]-;CCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;VDXABRLGRKSNBA-XUTLUUPINA-N;C33H64NO12P","696.40934","696.4094","456.1993","534.3565","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/15:1;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCC\C=C/CCCCC;SNAAJPMIBURGOC-UTSRZXRRNA-N;C33H62NO12P","694.39369","694.3937","456.1993","532.3409","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/16:0;O;[M-H]-;CCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;VFUNGHMPIIYNEW-LSDHQDQONA-N;C34H66NO12P","710.42499","710.425","456.1993","548.3721","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/16:1;O;[M-H]-;CCCCCCCC\C=C/CCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;LKCRXQVEVGIFPA-FSAPVNPUNA-N;C34H64NO12P","708.40934","708.4094","456.1993","546.3565","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/16:2;O;[M-H]-;CCCCCCCC\C=C/C\C=C/C(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;FYWHYKGJLHRZEN-NRFLBTMBNA-N;C34H62NO12P","706.39369","706.3937","456.1993","544.3409","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/17:0;O;[M-H]-;CCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;YEMMUYADROPXKR-XTQSDGFTNA-N;C35H68NO12P","724.44064","724.4406","456.1993","562.3878","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/18:0;O;[M-H]-;CCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;BQFHSWGTNJNUPI-ZNTNEXAZNA-N;C36H70NO12P","738.45629","738.4563","456.1993","576.4034","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/18:1;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCC\C=C/CCCCCC;GVPSMUYLDPHNKN-KWKQNZPENA-N;C36H68NO12P","736.44064","736.4406","456.1993","574.3878","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/18:2;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCC\C=C/C=C\CCCCC;GXSAUWDVZLFYDC-HNNDBLRTNA-N;C36H66NO12P","734.42499","734.425","456.1993","572.3721","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/19:0;O;[M-H]-;CCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;SXBDJZZTLSBXSG-WJTDDFOZNA-N;C37H72NO12P","752.47194","752.4719","456.1993","590.4191","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/19:1;O;[M-H]-;CCCCCCCCC\C=C/CCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;ALARMABDRXCVRB-SVDPSRMVNA-N;C37H70NO12P","750.45629","750.4563","456.1993","588.4034","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/20:0;O;[M-H]-;CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;OFKUWZXLHLNQOM-SHHOIMCANA-N;C38H74NO12P","766.48759","766.4876","456.1993","604.4348","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/20:1;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;SGRNSKZBBLHLGI-HZWSNZFQNA-N;C38H72NO12P","764.47194","764.4719","456.1993","602.4191","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/20:2;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCC\C=C/C\C=C/CCCCC;YXNMTRBXQOKCTB-AJYPMYNSNA-N;C38H70NO12P","762.45629","762.4563","456.1993","600.4034","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/21:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;QRHBMABYNGWERB-IMVLJIQENA-N;C39H76NO12P","780.50324","780.5032","456.1993","618.4504","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/21:1;O;[M-H]-;CCCCCCCCCCC\C=C/CCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;RMTZUMCRRGLYTQ-FLFJNMGRNA-N;C39H74NO12P","778.48759","778.4876","456.1993","616.4348","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/22:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;VDMQFKNJNRGNIE-BYCLXTJYNA-N;C40H78NO12P","794.51889","794.5189","456.1993","632.4661","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/22:1;O;[M-H]-;CCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;QQUAJSUJVOQHPU-YRIFSISRNA-N;C40H76NO12P","792.50324","792.5032","456.1993","630.4504","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/22:2;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCCCCC\C=C/C=C\CCCCC;JQRJIYUNJSBJBF-MTGVYASXNA-N;C40H74NO12P","790.48759","790.4876","456.1993","628.4348","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/23:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;HOUQYHDYCGDMSV-ORIPQNMZNA-N;C41H80NO12P","808.53454","808.5345","456.1993","646.4817","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/23:1;O;[M-H]-;CCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;YEXLKSGXMCQEET-VFQHSQPTNA-N;C41H78NO12P","806.51889","806.5189","456.1993","644.4661","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/24:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;MKQLMNUQAOQFDD-SJCQXOIGNA-N;C42H82NO12P","822.55019","822.5502","456.1993","660.4974","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/24:1;O;[M-H]-;CCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;XMFKONULHCWETR-BJQJZDQJNA-N;C42H80NO12P","820.53454","820.5345","456.1993","658.4817","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/24:2;O;[M-H]-;CCCCCCC\C=C\C(O)C(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)NC(=O)CC(O)CCCCCCCCCCCCCC\C=C/C\C=C/CC;YHMFYHYWFSEDBU-VHVJTURGNA-N;C42H78NO12P","818.51889","818.5189","456.1993","656.4661","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/25:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;JOXWGEGNKTYZFB-OWWNRXNENA-N;C43H84NO12P","836.56584","836.5659","456.1993","674.513","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/25:1;O;[M-H]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;VBNUTHWFDGVISO-ZFQZDORGNA-N;C43H82NO12P","834.55019","834.5502","456.1993","672.4974","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/26:0;O;[M-H]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;VNUQUVWCWMKMFI-NHQGMKOONA-N;C44H86NO12P","850.58149","850.5815","456.1993","688.5287","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/26:1;O;[M-H]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;OPWCLIBASIEMJN-OGRXCSKZNA-N;C44H84NO12P","848.56584","848.5659","456.1993","686.513","78.95905","241.0119"
"MSDIAL_PI-Cer 12:1;2O/26:2;O;[M-H]-;CCCCCCCCCCC\C=C/C\C=C/CCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CCCCCCC;GWHCONMBPKVCMF-CBLBVWLHNA-N;C44H82NO12P","846.55019","846.5502","456.1993","684.4974","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/12:0;O;[M-H]-;CCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;USDYUDJDGCCJGR-ISCDPQFYNA-N;C30H56NO12P","652.34674","652.3467","454.1837","490.2939","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/12:1;O;[M-H]-;CCCCCC\C=C/CC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;GTZLCJHIVIRATQ-TVPPWHHANA-N;C30H54NO12P","650.33109","650.3311","454.1837","488.2783","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/13:0;O;[M-H]-;CCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;YOBJMGGOKKVKKT-DRHSYEMWNA-N;C31H58NO12P","666.36239","666.3624","454.1837","504.3096","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/13:1;O;[M-H]-;CCCC\C=C/CCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;MMXZSSXSQJJQNZ-BNAOTKLTNA-N;C31H56NO12P","664.34674","664.3467","454.1837","502.2939","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/14:0;O;[M-H]-;CCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;RAHUJSBNEIQRIH-SDBDMUMINA-N;C32H60NO12P","680.37804","680.3781","454.1837","518.3252","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/14:1;O;[M-H]-;CCCC\C=C/CCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;FPWXZJVXNIADIL-BAYRAGKPNA-N;C32H58NO12P","678.36239","678.3624","454.1837","516.3096","78.95905","241.0119"
"MSDIAL_PI-Cer 12:2;2O/15:0;O;[M-H]-;CCCCCCCCCCCCC(O)CC(=O)NC(COP(O)(=O)OC1C(O)C(O)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCC;TXSPVGLOHGNWSY-GENPUBJUNA-N;C33H62NO12P","694.39369","694.3937","454.1837","532.3409","78.95905","241.0119"
