DLCL-BPMlike,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T3_RCOO-,LPA(R1),LPA(R1)+56,LPA(R1)+136,LPA(R1)+56+18,LPA(R3),LPA(R3)+56,LPA(R3)+136,LPA(R3)+56+18
DLCL-BMPlike(16:2_16:4)-H,863.411718,152.995833,171.006398,251.201654,247.170354,405.204763,461.230977,541.197308,479.241542,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(16:2_17:0)-H,885.489968,152.995833,171.006398,251.201654,269.248604,405.204763,461.230977,541.197308,479.241542,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(16:2_17:1)-H,883.474318,152.995833,171.006398,251.201654,267.232954,405.204763,461.230977,541.197308,479.241542,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(16:2_17:2)-H,881.458668,152.995833,171.006398,251.201654,265.217304,405.204763,461.230977,541.197308,479.241542,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(16:2_18:0)-H,899.505618,152.995833,171.006398,251.201654,283.264254,405.204763,461.230977,541.197308,479.241542,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(16:2_18:1)-H,897.489968,152.995833,171.006398,251.201654,281.248604,405.204763,461.230977,541.197308,479.241542,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(16:2_18:2)-H,895.474318,152.995833,171.006398,251.201654,279.232954,405.204763,461.230977,541.197308,479.241542,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(16:2_18:3)-H,893.458668,152.995833,171.006398,251.201654,277.217304,405.204763,461.230977,541.197308,479.241542,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(16:2_18:4)-H,891.443018,152.995833,171.006398,251.201654,275.201654,405.204763,461.230977,541.197308,479.241542,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(16:2_18:4)-H,889.427368,152.995833,171.006398,251.201654,273.186004,405.204763,461.230977,541.197308,479.241542,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(16:2_19:0)-H,913.521268,152.995833,171.006398,251.201654,297.279904,405.204763,461.230977,541.197308,479.241542,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(16:2_19:1)-H,911.505608,152.995833,171.006398,251.201654,295.264244,405.204763,461.230977,541.197308,479.241542,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(16:2_20:0)-H,927.536918,152.995833,171.006398,251.201654,311.295554,405.204763,461.230977,541.197308,479.241542,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(16:2_20:1)-H,925.521268,152.995833,171.006398,251.201654,309.279904,405.204763,461.230977,541.197308,479.241542,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(16:2_20:2)-H,923.505618,152.995833,171.006398,251.201654,307.264254,405.204763,461.230977,541.197308,479.241542,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(16:2_20:3)-H,921.489968,152.995833,171.006398,251.201654,305.248604,405.204763,461.230977,541.197308,479.241542,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(16:2_20:4)-H,919.474318,152.995833,171.006398,251.201654,303.232954,405.204763,461.230977,541.197308,479.241542,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(16:2_20:5)-H,917.458668,152.995833,171.006398,251.201654,301.217304,405.204763,461.230977,541.197308,479.241542,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(16:2_21:0)-H,941.552568,152.995833,171.006398,251.201654,325.311204,405.204763,461.230977,541.197308,479.241542,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(16:2_22:0)-H,955.568218,152.995833,171.006398,251.201654,339.326854,405.204763,461.230977,541.197308,479.241542,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(16:2_22:1)-H,953.552568,152.995833,171.006398,251.201654,337.311204,405.204763,461.230977,541.197308,479.241542,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(16:2_22:2)-H,951.536918,152.995833,171.006398,251.201654,335.295554,405.204763,461.230977,541.197308,479.241542,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(16:2_22:3)-H,949.521268,152.995833,171.006398,251.201654,333.279904,405.204763,461.230977,541.197308,479.241542,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(16:2_22:4)-H,947.505618,152.995833,171.006398,251.201654,331.264254,405.204763,461.230977,541.197308,479.241542,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(16:2_22:5)-H,945.489968,152.995833,171.006398,251.201654,329.248604,405.204763,461.230977,541.197308,479.241542,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(16:2_22:6)-H,943.474318,152.995833,171.006398,251.201654,327.232954,405.204763,461.230977,541.197308,479.241542,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(16:2_23:0)-H,969.583868,152.995833,171.006398,251.201654,353.342504,405.204763,461.230977,541.197308,479.241542,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(16:2_24:0)-H,983.599518,152.995833,171.006398,251.201654,367.358154,405.204763,461.230977,541.197308,479.241542,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(16:2_24:1)-H,981.583868,152.995833,171.006398,251.201654,365.342504,405.204763,461.230977,541.197308,479.241542,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(16:2_25:0)-H,997.615168,152.995833,171.006398,251.201654,381.373804,405.204763,461.230977,541.197308,479.241542,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(16:2_26:0)-H,1011.630818,152.995833,171.006398,251.201654,395.389454,405.204763,461.230977,541.197308,479.241542,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(16:3_8:0)-H,757.333467,152.995833,171.006398,249.186004,143.107753,403.189113,459.215327,539.181658,477.225892,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(16:3_10:0)-H,785.364768,152.995833,171.006398,249.186004,171.139054,403.189113,459.215327,539.181658,477.225892,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(16:3_12:0)-H,813.396068,152.995833,171.006398,249.186004,199.170354,403.189113,459.215327,539.181658,477.225892,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(16:3_13:0)-H,827.411718,152.995833,171.006398,249.186004,213.186004,403.189113,459.215327,539.181658,477.225892,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(16:3_14:0)-H,841.427368,152.995833,171.006398,249.186004,227.201654,403.189113,459.215327,539.181658,477.225892,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(16:3_14:1)-H,839.411718,152.995833,171.006398,249.186004,225.186004,403.189113,459.215327,539.181658,477.225892,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(16:3_15:0)-H,855.443018,152.995833,171.006398,249.186004,241.217304,403.189113,459.215327,539.181658,477.225892,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(16:3_15:1)-H,853.427368,152.995833,171.006398,249.186004,239.201654,403.189113,459.215327,539.181658,477.225892,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(16:3_16:0)-H,869.458668,152.995833,171.006398,249.186004,255.232954,403.189113,459.215327,539.181658,477.225892,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(16:3_16:1)-H,867.443018,152.995833,171.006398,249.186004,253.217304,403.189113,459.215327,539.181658,477.225892,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(16:3_16:2)-H,865.427368,152.995833,171.006398,249.186004,251.201654,403.189113,459.215327,539.181658,477.225892,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(16:3_16:3)-H,863.411718,152.995833,171.006398,249.186004,249.186004,403.189113,459.215327,539.181658,477.225892,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(16:3_16:4)-H,861.396068,152.995833,171.006398,249.186004,247.170354,403.189113,459.215327,539.181658,477.225892,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(16:3_17:0)-H,883.474318,152.995833,171.006398,249.186004,269.248604,403.189113,459.215327,539.181658,477.225892,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(16:3_17:1)-H,881.458668,152.995833,171.006398,249.186004,267.232954,403.189113,459.215327,539.181658,477.225892,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(16:3_17:2)-H,879.443018,152.995833,171.006398,249.186004,265.217304,403.189113,459.215327,539.181658,477.225892,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(16:3_18:0)-H,897.489968,152.995833,171.006398,249.186004,283.264254,403.189113,459.215327,539.181658,477.225892,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(16:3_18:1)-H,895.474318,152.995833,171.006398,249.186004,281.248604,403.189113,459.215327,539.181658,477.225892,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(16:3_18:2)-H,893.458668,152.995833,171.006398,249.186004,279.232954,403.189113,459.215327,539.181658,477.225892,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(16:3_18:3)-H,891.443018,152.995833,171.006398,249.186004,277.217304,403.189113,459.215327,539.181658,477.225892,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(16:3_18:4)-H,889.427368,152.995833,171.006398,249.186004,275.201654,403.189113,459.215327,539.181658,477.225892,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(16:3_18:4)-H,887.411718,152.995833,171.006398,249.186004,273.186004,403.189113,459.215327,539.181658,477.225892,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(16:3_19:0)-H,911.505618,152.995833,171.006398,249.186004,297.279904,403.189113,459.215327,539.181658,477.225892,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(16:3_19:1)-H,909.489958,152.995833,171.006398,249.186004,295.264244,403.189113,459.215327,539.181658,477.225892,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(16:3_20:0)-H,925.521268,152.995833,171.006398,249.186004,311.295554,403.189113,459.215327,539.181658,477.225892,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(16:3_20:1)-H,923.505618,152.995833,171.006398,249.186004,309.279904,403.189113,459.215327,539.181658,477.225892,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(16:3_20:2)-H,921.489968,152.995833,171.006398,249.186004,307.264254,403.189113,459.215327,539.181658,477.225892,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(16:3_20:3)-H,919.474318,152.995833,171.006398,249.186004,305.248604,403.189113,459.215327,539.181658,477.225892,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(16:3_20:4)-H,917.458668,152.995833,171.006398,249.186004,303.232954,403.189113,459.215327,539.181658,477.225892,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(16:3_20:5)-H,915.443018,152.995833,171.006398,249.186004,301.217304,403.189113,459.215327,539.181658,477.225892,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(16:3_21:0)-H,939.536918,152.995833,171.006398,249.186004,325.311204,403.189113,459.215327,539.181658,477.225892,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(16:3_22:0)-H,953.552568,152.995833,171.006398,249.186004,339.326854,403.189113,459.215327,539.181658,477.225892,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(16:3_22:1)-H,951.536918,152.995833,171.006398,249.186004,337.311204,403.189113,459.215327,539.181658,477.225892,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(16:3_22:2)-H,949.521268,152.995833,171.006398,249.186004,335.295554,403.189113,459.215327,539.181658,477.225892,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(16:3_22:3)-H,947.505618,152.995833,171.006398,249.186004,333.279904,403.189113,459.215327,539.181658,477.225892,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(16:3_22:4)-H,945.489968,152.995833,171.006398,249.186004,331.264254,403.189113,459.215327,539.181658,477.225892,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(16:3_22:5)-H,943.474318,152.995833,171.006398,249.186004,329.248604,403.189113,459.215327,539.181658,477.225892,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(16:3_22:6)-H,941.458668,152.995833,171.006398,249.186004,327.232954,403.189113,459.215327,539.181658,477.225892,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(16:3_23:0)-H,967.568218,152.995833,171.006398,249.186004,353.342504,403.189113,459.215327,539.181658,477.225892,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(16:3_24:0)-H,981.583868,152.995833,171.006398,249.186004,367.358154,403.189113,459.215327,539.181658,477.225892,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(16:3_24:1)-H,979.568218,152.995833,171.006398,249.186004,365.342504,403.189113,459.215327,539.181658,477.225892,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(16:3_25:0)-H,995.599518,152.995833,171.006398,249.186004,381.373804,403.189113,459.215327,539.181658,477.225892,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(16:3_26:0)-H,1009.615168,152.995833,171.006398,249.186004,395.389454,403.189113,459.215327,539.181658,477.225892,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(16:4_8:0)-H,755.317817,152.995833,171.006398,247.170354,143.107753,401.173463,457.199677,537.166008,475.210242,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(16:4_10:0)-H,783.349118,152.995833,171.006398,247.170354,171.139054,401.173463,457.199677,537.166008,475.210242,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(16:4_12:0)-H,811.380418,152.995833,171.006398,247.170354,199.170354,401.173463,457.199677,537.166008,475.210242,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(16:4_13:0)-H,825.396068,152.995833,171.006398,247.170354,213.186004,401.173463,457.199677,537.166008,475.210242,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(16:4_14:0)-H,839.411718,152.995833,171.006398,247.170354,227.201654,401.173463,457.199677,537.166008,475.210242,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(16:4_14:1)-H,837.396068,152.995833,171.006398,247.170354,225.186004,401.173463,457.199677,537.166008,475.210242,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(16:4_15:0)-H,853.427368,152.995833,171.006398,247.170354,241.217304,401.173463,457.199677,537.166008,475.210242,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(16:4_15:1)-H,851.411718,152.995833,171.006398,247.170354,239.201654,401.173463,457.199677,537.166008,475.210242,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(16:4_16:0)-H,867.443018,152.995833,171.006398,247.170354,255.232954,401.173463,457.199677,537.166008,475.210242,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(16:4_16:1)-H,865.427368,152.995833,171.006398,247.170354,253.217304,401.173463,457.199677,537.166008,475.210242,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(16:4_16:2)-H,863.411718,152.995833,171.006398,247.170354,251.201654,401.173463,457.199677,537.166008,475.210242,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(16:4_16:3)-H,861.396068,152.995833,171.006398,247.170354,249.186004,401.173463,457.199677,537.166008,475.210242,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(16:4_16:4)-H,859.380418,152.995833,171.006398,247.170354,247.170354,401.173463,457.199677,537.166008,475.210242,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(16:4_17:0)-H,881.458668,152.995833,171.006398,247.170354,269.248604,401.173463,457.199677,537.166008,475.210242,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(16:4_17:1)-H,879.443018,152.995833,171.006398,247.170354,267.232954,401.173463,457.199677,537.166008,475.210242,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(16:4_17:2)-H,877.427368,152.995833,171.006398,247.170354,265.217304,401.173463,457.199677,537.166008,475.210242,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(16:4_18:0)-H,895.474318,152.995833,171.006398,247.170354,283.264254,401.173463,457.199677,537.166008,475.210242,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(16:4_18:1)-H,893.458668,152.995833,171.006398,247.170354,281.248604,401.173463,457.199677,537.166008,475.210242,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(16:4_18:2)-H,891.443018,152.995833,171.006398,247.170354,279.232954,401.173463,457.199677,537.166008,475.210242,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(16:4_18:3)-H,889.427368,152.995833,171.006398,247.170354,277.217304,401.173463,457.199677,537.166008,475.210242,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(16:4_18:4)-H,887.411718,152.995833,171.006398,247.170354,275.201654,401.173463,457.199677,537.166008,475.210242,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(16:4_18:4)-H,885.396068,152.995833,171.006398,247.170354,273.186004,401.173463,457.199677,537.166008,475.210242,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(16:4_19:0)-H,909.489968,152.995833,171.006398,247.170354,297.279904,401.173463,457.199677,537.166008,475.210242,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(16:4_19:1)-H,907.474308,152.995833,171.006398,247.170354,295.264244,401.173463,457.199677,537.166008,475.210242,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(16:4_20:0)-H,923.505618,152.995833,171.006398,247.170354,311.295554,401.173463,457.199677,537.166008,475.210242,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(16:4_20:1)-H,921.489968,152.995833,171.006398,247.170354,309.279904,401.173463,457.199677,537.166008,475.210242,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(16:4_20:2)-H,919.474318,152.995833,171.006398,247.170354,307.264254,401.173463,457.199677,537.166008,475.210242,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(16:4_20:3)-H,917.458668,152.995833,171.006398,247.170354,305.248604,401.173463,457.199677,537.166008,475.210242,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(16:4_20:4)-H,915.443018,152.995833,171.006398,247.170354,303.232954,401.173463,457.199677,537.166008,475.210242,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(16:4_20:5)-H,913.427368,152.995833,171.006398,247.170354,301.217304,401.173463,457.199677,537.166008,475.210242,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(16:4_21:0)-H,937.521268,152.995833,171.006398,247.170354,325.311204,401.173463,457.199677,537.166008,475.210242,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(16:4_22:0)-H,951.536918,152.995833,171.006398,247.170354,339.326854,401.173463,457.199677,537.166008,475.210242,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(16:4_22:1)-H,949.521268,152.995833,171.006398,247.170354,337.311204,401.173463,457.199677,537.166008,475.210242,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(16:4_22:2)-H,947.505618,152.995833,171.006398,247.170354,335.295554,401.173463,457.199677,537.166008,475.210242,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(16:4_22:3)-H,945.489968,152.995833,171.006398,247.170354,333.279904,401.173463,457.199677,537.166008,475.210242,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(16:4_22:4)-H,943.474318,152.995833,171.006398,247.170354,331.264254,401.173463,457.199677,537.166008,475.210242,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(16:4_22:5)-H,941.458668,152.995833,171.006398,247.170354,329.248604,401.173463,457.199677,537.166008,475.210242,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(16:4_22:6)-H,939.443018,152.995833,171.006398,247.170354,327.232954,401.173463,457.199677,537.166008,475.210242,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(16:4_23:0)-H,965.552568,152.995833,171.006398,247.170354,353.342504,401.173463,457.199677,537.166008,475.210242,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(16:4_24:0)-H,979.568218,152.995833,171.006398,247.170354,367.358154,401.173463,457.199677,537.166008,475.210242,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(16:4_24:1)-H,977.552568,152.995833,171.006398,247.170354,365.342504,401.173463,457.199677,537.166008,475.210242,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(16:4_25:0)-H,993.583868,152.995833,171.006398,247.170354,381.373804,401.173463,457.199677,537.166008,475.210242,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(16:4_26:0)-H,1007.599518,152.995833,171.006398,247.170354,395.389454,401.173463,457.199677,537.166008,475.210242,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(17:0_8:0)-H,777.396067,152.995833,171.006398,269.248604,143.107753,423.251713,479.277927,559.244258,497.288492,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(17:0_10:0)-H,805.427368,152.995833,171.006398,269.248604,171.139054,423.251713,479.277927,559.244258,497.288492,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(17:0_12:0)-H,833.458668,152.995833,171.006398,269.248604,199.170354,423.251713,479.277927,559.244258,497.288492,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(17:0_13:0)-H,847.474318,152.995833,171.006398,269.248604,213.186004,423.251713,479.277927,559.244258,497.288492,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(17:0_14:0)-H,861.489968,152.995833,171.006398,269.248604,227.201654,423.251713,479.277927,559.244258,497.288492,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(17:0_14:1)-H,859.474318,152.995833,171.006398,269.248604,225.186004,423.251713,479.277927,559.244258,497.288492,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(17:0_15:0)-H,875.505618,152.995833,171.006398,269.248604,241.217304,423.251713,479.277927,559.244258,497.288492,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(17:0_15:1)-H,873.489968,152.995833,171.006398,269.248604,239.201654,423.251713,479.277927,559.244258,497.288492,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(17:0_16:0)-H,889.521268,152.995833,171.006398,269.248604,255.232954,423.251713,479.277927,559.244258,497.288492,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(17:0_16:1)-H,887.505618,152.995833,171.006398,269.248604,253.217304,423.251713,479.277927,559.244258,497.288492,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(17:0_16:2)-H,885.489968,152.995833,171.006398,269.248604,251.201654,423.251713,479.277927,559.244258,497.288492,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(17:0_16:3)-H,883.474318,152.995833,171.006398,269.248604,249.186004,423.251713,479.277927,559.244258,497.288492,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(17:0_16:4)-H,881.458668,152.995833,171.006398,269.248604,247.170354,423.251713,479.277927,559.244258,497.288492,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(17:0_17:0)-H,903.536918,152.995833,171.006398,269.248604,269.248604,423.251713,479.277927,559.244258,497.288492,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(17:0_17:1)-H,901.521268,152.995833,171.006398,269.248604,267.232954,423.251713,479.277927,559.244258,497.288492,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(17:0_17:2)-H,899.505618,152.995833,171.006398,269.248604,265.217304,423.251713,479.277927,559.244258,497.288492,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(17:0_18:0)-H,917.552568,152.995833,171.006398,269.248604,283.264254,423.251713,479.277927,559.244258,497.288492,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(17:0_18:1)-H,915.536918,152.995833,171.006398,269.248604,281.248604,423.251713,479.277927,559.244258,497.288492,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(17:0_18:2)-H,913.521268,152.995833,171.006398,269.248604,279.232954,423.251713,479.277927,559.244258,497.288492,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(17:0_18:3)-H,911.505618,152.995833,171.006398,269.248604,277.217304,423.251713,479.277927,559.244258,497.288492,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(17:0_18:4)-H,909.489968,152.995833,171.006398,269.248604,275.201654,423.251713,479.277927,559.244258,497.288492,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(17:0_18:4)-H,907.474318,152.995833,171.006398,269.248604,273.186004,423.251713,479.277927,559.244258,497.288492,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(17:0_19:0)-H,931.568218,152.995833,171.006398,269.248604,297.279904,423.251713,479.277927,559.244258,497.288492,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(17:0_19:1)-H,929.552558,152.995833,171.006398,269.248604,295.264244,423.251713,479.277927,559.244258,497.288492,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(17:0_20:0)-H,945.583868,152.995833,171.006398,269.248604,311.295554,423.251713,479.277927,559.244258,497.288492,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(17:0_20:1)-H,943.568218,152.995833,171.006398,269.248604,309.279904,423.251713,479.277927,559.244258,497.288492,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(17:0_20:2)-H,941.552568,152.995833,171.006398,269.248604,307.264254,423.251713,479.277927,559.244258,497.288492,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(17:0_20:3)-H,939.536918,152.995833,171.006398,269.248604,305.248604,423.251713,479.277927,559.244258,497.288492,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(17:0_20:4)-H,937.521268,152.995833,171.006398,269.248604,303.232954,423.251713,479.277927,559.244258,497.288492,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(17:0_20:5)-H,935.505618,152.995833,171.006398,269.248604,301.217304,423.251713,479.277927,559.244258,497.288492,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(17:0_21:0)-H,959.599518,152.995833,171.006398,269.248604,325.311204,423.251713,479.277927,559.244258,497.288492,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(17:0_22:0)-H,973.615168,152.995833,171.006398,269.248604,339.326854,423.251713,479.277927,559.244258,497.288492,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(17:0_22:1)-H,971.599518,152.995833,171.006398,269.248604,337.311204,423.251713,479.277927,559.244258,497.288492,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(17:0_22:2)-H,969.583868,152.995833,171.006398,269.248604,335.295554,423.251713,479.277927,559.244258,497.288492,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(17:0_22:3)-H,967.568218,152.995833,171.006398,269.248604,333.279904,423.251713,479.277927,559.244258,497.288492,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(17:0_22:4)-H,965.552568,152.995833,171.006398,269.248604,331.264254,423.251713,479.277927,559.244258,497.288492,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(17:0_22:5)-H,963.536918,152.995833,171.006398,269.248604,329.248604,423.251713,479.277927,559.244258,497.288492,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(17:0_22:6)-H,961.521268,152.995833,171.006398,269.248604,327.232954,423.251713,479.277927,559.244258,497.288492,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(17:0_23:0)-H,987.630818,152.995833,171.006398,269.248604,353.342504,423.251713,479.277927,559.244258,497.288492,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(17:0_24:0)-H,1001.646468,152.995833,171.006398,269.248604,367.358154,423.251713,479.277927,559.244258,497.288492,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(17:0_24:1)-H,999.630818,152.995833,171.006398,269.248604,365.342504,423.251713,479.277927,559.244258,497.288492,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(17:0_25:0)-H,1015.662118,152.995833,171.006398,269.248604,381.373804,423.251713,479.277927,559.244258,497.288492,535.376913,591.403127,671.369458,609.413692
