DLCL-BPMlike,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T3_RCOO-,LPA(R1),LPA(R1)+56,LPA(R1)+136,LPA(R1)+56+18,LPA(R3),LPA(R3)+56,LPA(R3)+136,LPA(R3)+56+18
DLCL-BMPlike(22:1_20:5)-H,1003.568218,152.995833,171.006398,337.311204,301.217304,491.314313,547.340527,627.306858,565.351092,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(22:1_21:0)-H,1027.662118,152.995833,171.006398,337.311204,325.311204,491.314313,547.340527,627.306858,565.351092,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(22:1_22:0)-H,1041.677768,152.995833,171.006398,337.311204,339.326854,491.314313,547.340527,627.306858,565.351092,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(22:1_22:1)-H,1039.662118,152.995833,171.006398,337.311204,337.311204,491.314313,547.340527,627.306858,565.351092,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(22:1_22:2)-H,1037.646468,152.995833,171.006398,337.311204,335.295554,491.314313,547.340527,627.306858,565.351092,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(22:1_22:3)-H,1035.630818,152.995833,171.006398,337.311204,333.279904,491.314313,547.340527,627.306858,565.351092,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(22:1_22:4)-H,1033.615168,152.995833,171.006398,337.311204,331.264254,491.314313,547.340527,627.306858,565.351092,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(22:1_22:5)-H,1031.599518,152.995833,171.006398,337.311204,329.248604,491.314313,547.340527,627.306858,565.351092,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(22:1_22:6)-H,1029.583868,152.995833,171.006398,337.311204,327.232954,491.314313,547.340527,627.306858,565.351092,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(22:1_23:0)-H,1055.693418,152.995833,171.006398,337.311204,353.342504,491.314313,547.340527,627.306858,565.351092,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(22:1_24:0)-H,1069.709068,152.995833,171.006398,337.311204,367.358154,491.314313,547.340527,627.306858,565.351092,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(22:1_24:1)-H,1067.693418,152.995833,171.006398,337.311204,365.342504,491.314313,547.340527,627.306858,565.351092,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(22:1_25:0)-H,1083.724718,152.995833,171.006398,337.311204,381.373804,491.314313,547.340527,627.306858,565.351092,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(22:1_26:0)-H,1097.740368,152.995833,171.006398,337.311204,395.389454,491.314313,547.340527,627.306858,565.351092,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(22:2_8:0)-H,843.443017,152.995833,171.006398,335.295554,143.107753,489.298663,545.324877,625.291208,563.335442,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(22:2_10:0)-H,871.474318,152.995833,171.006398,335.295554,171.139054,489.298663,545.324877,625.291208,563.335442,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(22:2_12:0)-H,899.505618,152.995833,171.006398,335.295554,199.170354,489.298663,545.324877,625.291208,563.335442,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(22:2_13:0)-H,913.521268,152.995833,171.006398,335.295554,213.186004,489.298663,545.324877,625.291208,563.335442,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(22:2_14:0)-H,927.536918,152.995833,171.006398,335.295554,227.201654,489.298663,545.324877,625.291208,563.335442,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(22:2_14:1)-H,925.521268,152.995833,171.006398,335.295554,225.186004,489.298663,545.324877,625.291208,563.335442,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(22:2_15:0)-H,941.552568,152.995833,171.006398,335.295554,241.217304,489.298663,545.324877,625.291208,563.335442,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(22:2_15:1)-H,939.536918,152.995833,171.006398,335.295554,239.201654,489.298663,545.324877,625.291208,563.335442,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(22:2_16:0)-H,955.568218,152.995833,171.006398,335.295554,255.232954,489.298663,545.324877,625.291208,563.335442,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(22:2_16:1)-H,953.552568,152.995833,171.006398,335.295554,253.217304,489.298663,545.324877,625.291208,563.335442,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(22:2_16:2)-H,951.536918,152.995833,171.006398,335.295554,251.201654,489.298663,545.324877,625.291208,563.335442,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(22:2_16:3)-H,949.521268,152.995833,171.006398,335.295554,249.186004,489.298663,545.324877,625.291208,563.335442,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(22:2_16:4)-H,947.505618,152.995833,171.006398,335.295554,247.170354,489.298663,545.324877,625.291208,563.335442,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(22:2_17:0)-H,969.583868,152.995833,171.006398,335.295554,269.248604,489.298663,545.324877,625.291208,563.335442,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(22:2_17:1)-H,967.568218,152.995833,171.006398,335.295554,267.232954,489.298663,545.324877,625.291208,563.335442,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(22:2_17:2)-H,965.552568,152.995833,171.006398,335.295554,265.217304,489.298663,545.324877,625.291208,563.335442,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(22:2_18:0)-H,983.599518,152.995833,171.006398,335.295554,283.264254,489.298663,545.324877,625.291208,563.335442,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(22:2_18:1)-H,981.583868,152.995833,171.006398,335.295554,281.248604,489.298663,545.324877,625.291208,563.335442,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(22:2_18:2)-H,979.568218,152.995833,171.006398,335.295554,279.232954,489.298663,545.324877,625.291208,563.335442,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(22:2_18:3)-H,977.552568,152.995833,171.006398,335.295554,277.217304,489.298663,545.324877,625.291208,563.335442,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(22:2_18:4)-H,975.536918,152.995833,171.006398,335.295554,275.201654,489.298663,545.324877,625.291208,563.335442,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(22:2_18:4)-H,973.521268,152.995833,171.006398,335.295554,273.186004,489.298663,545.324877,625.291208,563.335442,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(22:2_19:0)-H,997.615168,152.995833,171.006398,335.295554,297.279904,489.298663,545.324877,625.291208,563.335442,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(22:2_19:1)-H,995.599508,152.995833,171.006398,335.295554,295.264244,489.298663,545.324877,625.291208,563.335442,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(22:2_20:0)-H,1011.630818,152.995833,171.006398,335.295554,311.295554,489.298663,545.324877,625.291208,563.335442,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(22:2_20:1)-H,1009.615168,152.995833,171.006398,335.295554,309.279904,489.298663,545.324877,625.291208,563.335442,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(22:2_20:2)-H,1007.599518,152.995833,171.006398,335.295554,307.264254,489.298663,545.324877,625.291208,563.335442,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(22:2_20:3)-H,1005.583868,152.995833,171.006398,335.295554,305.248604,489.298663,545.324877,625.291208,563.335442,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(22:2_20:4)-H,1003.568218,152.995833,171.006398,335.295554,303.232954,489.298663,545.324877,625.291208,563.335442,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(22:2_20:5)-H,1001.552568,152.995833,171.006398,335.295554,301.217304,489.298663,545.324877,625.291208,563.335442,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(22:2_21:0)-H,1025.646468,152.995833,171.006398,335.295554,325.311204,489.298663,545.324877,625.291208,563.335442,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(22:2_22:0)-H,1039.662118,152.995833,171.006398,335.295554,339.326854,489.298663,545.324877,625.291208,563.335442,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(22:2_22:1)-H,1037.646468,152.995833,171.006398,335.295554,337.311204,489.298663,545.324877,625.291208,563.335442,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(22:2_22:2)-H,1035.630818,152.995833,171.006398,335.295554,335.295554,489.298663,545.324877,625.291208,563.335442,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(22:2_22:3)-H,1033.615168,152.995833,171.006398,335.295554,333.279904,489.298663,545.324877,625.291208,563.335442,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(22:2_22:4)-H,1031.599518,152.995833,171.006398,335.295554,331.264254,489.298663,545.324877,625.291208,563.335442,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(22:2_22:5)-H,1029.583868,152.995833,171.006398,335.295554,329.248604,489.298663,545.324877,625.291208,563.335442,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(22:2_22:6)-H,1027.568218,152.995833,171.006398,335.295554,327.232954,489.298663,545.324877,625.291208,563.335442,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(22:2_23:0)-H,1053.677768,152.995833,171.006398,335.295554,353.342504,489.298663,545.324877,625.291208,563.335442,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(22:2_24:0)-H,1067.693418,152.995833,171.006398,335.295554,367.358154,489.298663,545.324877,625.291208,563.335442,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(22:2_24:1)-H,1065.677768,152.995833,171.006398,335.295554,365.342504,489.298663,545.324877,625.291208,563.335442,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(22:2_25:0)-H,1081.709068,152.995833,171.006398,335.295554,381.373804,489.298663,545.324877,625.291208,563.335442,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(22:2_26:0)-H,1095.724718,152.995833,171.006398,335.295554,395.389454,489.298663,545.324877,625.291208,563.335442,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(22:3_8:0)-H,841.427367,152.995833,171.006398,333.279904,143.107753,487.283013,543.309227,623.275558,561.319792,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(22:3_10:0)-H,869.458668,152.995833,171.006398,333.279904,171.139054,487.283013,543.309227,623.275558,561.319792,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(22:3_12:0)-H,897.489968,152.995833,171.006398,333.279904,199.170354,487.283013,543.309227,623.275558,561.319792,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(22:3_13:0)-H,911.505618,152.995833,171.006398,333.279904,213.186004,487.283013,543.309227,623.275558,561.319792,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(22:3_14:0)-H,925.521268,152.995833,171.006398,333.279904,227.201654,487.283013,543.309227,623.275558,561.319792,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(22:3_14:1)-H,923.505618,152.995833,171.006398,333.279904,225.186004,487.283013,543.309227,623.275558,561.319792,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(22:3_15:0)-H,939.536918,152.995833,171.006398,333.279904,241.217304,487.283013,543.309227,623.275558,561.319792,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(22:3_15:1)-H,937.521268,152.995833,171.006398,333.279904,239.201654,487.283013,543.309227,623.275558,561.319792,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(22:3_16:0)-H,953.552568,152.995833,171.006398,333.279904,255.232954,487.283013,543.309227,623.275558,561.319792,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(22:3_16:1)-H,951.536918,152.995833,171.006398,333.279904,253.217304,487.283013,543.309227,623.275558,561.319792,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(22:3_16:2)-H,949.521268,152.995833,171.006398,333.279904,251.201654,487.283013,543.309227,623.275558,561.319792,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(22:3_16:3)-H,947.505618,152.995833,171.006398,333.279904,249.186004,487.283013,543.309227,623.275558,561.319792,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(22:3_16:4)-H,945.489968,152.995833,171.006398,333.279904,247.170354,487.283013,543.309227,623.275558,561.319792,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(22:3_17:0)-H,967.568218,152.995833,171.006398,333.279904,269.248604,487.283013,543.309227,623.275558,561.319792,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(22:3_17:1)-H,965.552568,152.995833,171.006398,333.279904,267.232954,487.283013,543.309227,623.275558,561.319792,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(22:3_17:2)-H,963.536918,152.995833,171.006398,333.279904,265.217304,487.283013,543.309227,623.275558,561.319792,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(22:3_18:0)-H,981.583868,152.995833,171.006398,333.279904,283.264254,487.283013,543.309227,623.275558,561.319792,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(22:3_18:1)-H,979.568218,152.995833,171.006398,333.279904,281.248604,487.283013,543.309227,623.275558,561.319792,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(22:3_18:2)-H,977.552568,152.995833,171.006398,333.279904,279.232954,487.283013,543.309227,623.275558,561.319792,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(22:3_18:3)-H,975.536918,152.995833,171.006398,333.279904,277.217304,487.283013,543.309227,623.275558,561.319792,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(22:3_18:4)-H,973.521268,152.995833,171.006398,333.279904,275.201654,487.283013,543.309227,623.275558,561.319792,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(22:3_18:4)-H,971.505618,152.995833,171.006398,333.279904,273.186004,487.283013,543.309227,623.275558,561.319792,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(22:3_19:0)-H,995.599518,152.995833,171.006398,333.279904,297.279904,487.283013,543.309227,623.275558,561.319792,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(22:3_19:1)-H,993.583858,152.995833,171.006398,333.279904,295.264244,487.283013,543.309227,623.275558,561.319792,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(22:3_20:0)-H,1009.615168,152.995833,171.006398,333.279904,311.295554,487.283013,543.309227,623.275558,561.319792,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(22:3_20:1)-H,1007.599518,152.995833,171.006398,333.279904,309.279904,487.283013,543.309227,623.275558,561.319792,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(22:3_20:2)-H,1005.583868,152.995833,171.006398,333.279904,307.264254,487.283013,543.309227,623.275558,561.319792,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(22:3_20:3)-H,1003.568218,152.995833,171.006398,333.279904,305.248604,487.283013,543.309227,623.275558,561.319792,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(22:3_20:4)-H,1001.552568,152.995833,171.006398,333.279904,303.232954,487.283013,543.309227,623.275558,561.319792,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(22:3_20:5)-H,999.536918,152.995833,171.006398,333.279904,301.217304,487.283013,543.309227,623.275558,561.319792,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(22:3_21:0)-H,1023.630818,152.995833,171.006398,333.279904,325.311204,487.283013,543.309227,623.275558,561.319792,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(22:3_22:0)-H,1037.646468,152.995833,171.006398,333.279904,339.326854,487.283013,543.309227,623.275558,561.319792,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(22:3_22:1)-H,1035.630818,152.995833,171.006398,333.279904,337.311204,487.283013,543.309227,623.275558,561.319792,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(22:3_22:2)-H,1033.615168,152.995833,171.006398,333.279904,335.295554,487.283013,543.309227,623.275558,561.319792,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(22:3_22:3)-H,1031.599518,152.995833,171.006398,333.279904,333.279904,487.283013,543.309227,623.275558,561.319792,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(22:3_22:4)-H,1029.583868,152.995833,171.006398,333.279904,331.264254,487.283013,543.309227,623.275558,561.319792,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(22:3_22:5)-H,1027.568218,152.995833,171.006398,333.279904,329.248604,487.283013,543.309227,623.275558,561.319792,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(22:3_22:6)-H,1025.552568,152.995833,171.006398,333.279904,327.232954,487.283013,543.309227,623.275558,561.319792,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(22:3_23:0)-H,1051.662118,152.995833,171.006398,333.279904,353.342504,487.283013,543.309227,623.275558,561.319792,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(22:3_24:0)-H,1065.677768,152.995833,171.006398,333.279904,367.358154,487.283013,543.309227,623.275558,561.319792,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(22:3_24:1)-H,1063.662118,152.995833,171.006398,333.279904,365.342504,487.283013,543.309227,623.275558,561.319792,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(22:3_25:0)-H,1079.693418,152.995833,171.006398,333.279904,381.373804,487.283013,543.309227,623.275558,561.319792,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(22:3_26:0)-H,1093.709068,152.995833,171.006398,333.279904,395.389454,487.283013,543.309227,623.275558,561.319792,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(22:4_8:0)-H,839.411717,152.995833,171.006398,331.264254,143.107753,485.267363,541.293577,621.259908,559.304142,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(22:4_10:0)-H,867.443018,152.995833,171.006398,331.264254,171.139054,485.267363,541.293577,621.259908,559.304142,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(22:4_12:0)-H,895.474318,152.995833,171.006398,331.264254,199.170354,485.267363,541.293577,621.259908,559.304142,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(22:4_13:0)-H,909.489968,152.995833,171.006398,331.264254,213.186004,485.267363,541.293577,621.259908,559.304142,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(22:4_14:0)-H,923.505618,152.995833,171.006398,331.264254,227.201654,485.267363,541.293577,621.259908,559.304142,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(22:4_14:1)-H,921.489968,152.995833,171.006398,331.264254,225.186004,485.267363,541.293577,621.259908,559.304142,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(22:4_15:0)-H,937.521268,152.995833,171.006398,331.264254,241.217304,485.267363,541.293577,621.259908,559.304142,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(22:4_15:1)-H,935.505618,152.995833,171.006398,331.264254,239.201654,485.267363,541.293577,621.259908,559.304142,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(22:4_16:0)-H,951.536918,152.995833,171.006398,331.264254,255.232954,485.267363,541.293577,621.259908,559.304142,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(22:4_16:1)-H,949.521268,152.995833,171.006398,331.264254,253.217304,485.267363,541.293577,621.259908,559.304142,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(22:4_16:2)-H,947.505618,152.995833,171.006398,331.264254,251.201654,485.267363,541.293577,621.259908,559.304142,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(22:4_16:3)-H,945.489968,152.995833,171.006398,331.264254,249.186004,485.267363,541.293577,621.259908,559.304142,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(22:4_16:4)-H,943.474318,152.995833,171.006398,331.264254,247.170354,485.267363,541.293577,621.259908,559.304142,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(22:4_17:0)-H,965.552568,152.995833,171.006398,331.264254,269.248604,485.267363,541.293577,621.259908,559.304142,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(22:4_17:1)-H,963.536918,152.995833,171.006398,331.264254,267.232954,485.267363,541.293577,621.259908,559.304142,421.236063,477.262277,557.228608,495.272842
DLCL-BMPlike(22:4_17:2)-H,961.521268,152.995833,171.006398,331.264254,265.217304,485.267363,541.293577,621.259908,559.304142,419.220413,475.246627,555.212958,493.257192
DLCL-BMPlike(22:4_18:0)-H,979.568218,152.995833,171.006398,331.264254,283.264254,485.267363,541.293577,621.259908,559.304142,437.267363,493.293577,573.259908,511.304142
DLCL-BMPlike(22:4_18:1)-H,977.552568,152.995833,171.006398,331.264254,281.248604,485.267363,541.293577,621.259908,559.304142,435.251713,491.277927,571.244258,509.288492
DLCL-BMPlike(22:4_18:2)-H,975.536918,152.995833,171.006398,331.264254,279.232954,485.267363,541.293577,621.259908,559.304142,433.236063,489.262277,569.228608,507.272842
DLCL-BMPlike(22:4_18:3)-H,973.521268,152.995833,171.006398,331.264254,277.217304,485.267363,541.293577,621.259908,559.304142,431.220413,487.246627,567.212958,505.257192
DLCL-BMPlike(22:4_18:4)-H,971.505618,152.995833,171.006398,331.264254,275.201654,485.267363,541.293577,621.259908,559.304142,429.204763,485.230977,565.197308,503.241542
DLCL-BMPlike(22:4_18:4)-H,969.489968,152.995833,171.006398,331.264254,273.186004,485.267363,541.293577,621.259908,559.304142,427.189113,483.215327,563.181658,501.225892
DLCL-BMPlike(22:4_19:0)-H,993.583868,152.995833,171.006398,331.264254,297.279904,485.267363,541.293577,621.259908,559.304142,451.283013,507.309227,587.275558,525.319792
DLCL-BMPlike(22:4_19:1)-H,991.568208,152.995833,171.006398,331.264254,295.264244,485.267363,541.293577,621.259908,559.304142,449.267353,505.293567,585.259898,523.304132
DLCL-BMPlike(22:4_20:0)-H,1007.599518,152.995833,171.006398,331.264254,311.295554,485.267363,541.293577,621.259908,559.304142,465.298663,521.324877,601.291208,539.335442
DLCL-BMPlike(22:4_20:1)-H,1005.583868,152.995833,171.006398,331.264254,309.279904,485.267363,541.293577,621.259908,559.304142,463.283013,519.309227,599.275558,537.319792
DLCL-BMPlike(22:4_20:2)-H,1003.568218,152.995833,171.006398,331.264254,307.264254,485.267363,541.293577,621.259908,559.304142,461.267363,517.293577,597.259908,535.304142
DLCL-BMPlike(22:4_20:3)-H,1001.552568,152.995833,171.006398,331.264254,305.248604,485.267363,541.293577,621.259908,559.304142,459.251713,515.277927,595.244258,533.288492
DLCL-BMPlike(22:4_20:4)-H,999.536918,152.995833,171.006398,331.264254,303.232954,485.267363,541.293577,621.259908,559.304142,457.236063,513.262277,593.228608,531.272842
DLCL-BMPlike(22:4_20:5)-H,997.521268,152.995833,171.006398,331.264254,301.217304,485.267363,541.293577,621.259908,559.304142,455.220413,511.246627,591.212958,529.257192
DLCL-BMPlike(22:4_21:0)-H,1021.615168,152.995833,171.006398,331.264254,325.311204,485.267363,541.293577,621.259908,559.304142,479.314313,535.340527,615.306858,553.351092
DLCL-BMPlike(22:4_22:0)-H,1035.630818,152.995833,171.006398,331.264254,339.326854,485.267363,541.293577,621.259908,559.304142,493.329963,549.356177,629.322508,567.366742
DLCL-BMPlike(22:4_22:1)-H,1033.615168,152.995833,171.006398,331.264254,337.311204,485.267363,541.293577,621.259908,559.304142,491.314313,547.340527,627.306858,565.351092
DLCL-BMPlike(22:4_22:2)-H,1031.599518,152.995833,171.006398,331.264254,335.295554,485.267363,541.293577,621.259908,559.304142,489.298663,545.324877,625.291208,563.335442
DLCL-BMPlike(22:4_22:3)-H,1029.583868,152.995833,171.006398,331.264254,333.279904,485.267363,541.293577,621.259908,559.304142,487.283013,543.309227,623.275558,561.319792
DLCL-BMPlike(22:4_22:4)-H,1027.568218,152.995833,171.006398,331.264254,331.264254,485.267363,541.293577,621.259908,559.304142,485.267363,541.293577,621.259908,559.304142
DLCL-BMPlike(22:4_22:5)-H,1025.552568,152.995833,171.006398,331.264254,329.248604,485.267363,541.293577,621.259908,559.304142,483.251713,539.277927,619.244258,557.288492
DLCL-BMPlike(22:4_22:6)-H,1023.536918,152.995833,171.006398,331.264254,327.232954,485.267363,541.293577,621.259908,559.304142,481.236063,537.262277,617.228608,555.272842
DLCL-BMPlike(22:4_23:0)-H,1049.646468,152.995833,171.006398,331.264254,353.342504,485.267363,541.293577,621.259908,559.304142,507.345613,563.371827,643.338158,581.382392
DLCL-BMPlike(22:4_24:0)-H,1063.662118,152.995833,171.006398,331.264254,367.358154,485.267363,541.293577,621.259908,559.304142,521.361263,577.387477,657.353808,595.398042
DLCL-BMPlike(22:4_24:1)-H,1061.646468,152.995833,171.006398,331.264254,365.342504,485.267363,541.293577,621.259908,559.304142,519.345613,575.371827,655.338158,593.382392
DLCL-BMPlike(22:4_25:0)-H,1077.677768,152.995833,171.006398,331.264254,381.373804,485.267363,541.293577,621.259908,559.304142,535.376913,591.403127,671.369458,609.413692
DLCL-BMPlike(22:4_26:0)-H,1091.693418,152.995833,171.006398,331.264254,395.389454,485.267363,541.293577,621.259908,559.304142,549.392563,605.418777,685.385108,623.429342
DLCL-BMPlike(22:5_8:0)-H,837.396067,152.995833,171.006398,329.248604,143.107753,483.251713,539.277927,619.244258,557.288492,297.110862,353.137076,433.103407,371.147641
DLCL-BMPlike(22:5_10:0)-H,865.427368,152.995833,171.006398,329.248604,171.139054,483.251713,539.277927,619.244258,557.288492,325.142163,381.168377,461.134708,399.178942
DLCL-BMPlike(22:5_12:0)-H,893.458668,152.995833,171.006398,329.248604,199.170354,483.251713,539.277927,619.244258,557.288492,353.173463,409.199677,489.166008,427.210242
DLCL-BMPlike(22:5_13:0)-H,907.474318,152.995833,171.006398,329.248604,213.186004,483.251713,539.277927,619.244258,557.288492,367.189113,423.215327,503.181658,441.225892
DLCL-BMPlike(22:5_14:0)-H,921.489968,152.995833,171.006398,329.248604,227.201654,483.251713,539.277927,619.244258,557.288492,381.204763,437.230977,517.197308,455.241542
DLCL-BMPlike(22:5_14:1)-H,919.474318,152.995833,171.006398,329.248604,225.186004,483.251713,539.277927,619.244258,557.288492,379.189113,435.215327,515.181658,453.225892
DLCL-BMPlike(22:5_15:0)-H,935.505618,152.995833,171.006398,329.248604,241.217304,483.251713,539.277927,619.244258,557.288492,395.220413,451.246627,531.212958,469.257192
DLCL-BMPlike(22:5_15:1)-H,933.489968,152.995833,171.006398,329.248604,239.201654,483.251713,539.277927,619.244258,557.288492,393.204763,449.230977,529.197308,467.241542
DLCL-BMPlike(22:5_16:0)-H,949.521268,152.995833,171.006398,329.248604,255.232954,483.251713,539.277927,619.244258,557.288492,409.236063,465.262277,545.228608,483.272842
DLCL-BMPlike(22:5_16:1)-H,947.505618,152.995833,171.006398,329.248604,253.217304,483.251713,539.277927,619.244258,557.288492,407.220413,463.246627,543.212958,481.257192
DLCL-BMPlike(22:5_16:2)-H,945.489968,152.995833,171.006398,329.248604,251.201654,483.251713,539.277927,619.244258,557.288492,405.204763,461.230977,541.197308,479.241542
DLCL-BMPlike(22:5_16:3)-H,943.474318,152.995833,171.006398,329.248604,249.186004,483.251713,539.277927,619.244258,557.288492,403.189113,459.215327,539.181658,477.225892
DLCL-BMPlike(22:5_16:4)-H,941.458668,152.995833,171.006398,329.248604,247.170354,483.251713,539.277927,619.244258,557.288492,401.173463,457.199677,537.166008,475.210242
DLCL-BMPlike(22:5_17:0)-H,963.536918,152.995833,171.006398,329.248604,269.248604,483.251713,539.277927,619.244258,557.288492,423.251713,479.277927,559.244258,497.288492
DLCL-BMPlike(22:5_17:1)-H,961.521268,152.995833,171.006398,329.248604,267.232954,483.251713,539.277927,619.244258,557.288492,421.236063,477.262277,557.228608,495.272842
