"MSDIAL_EtherLPG","[M-H]-","1","2","3","4","5"
"MSDIAL_LPG O-8:0;[M-H]-;CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;QXAKOFAYBYGFLP-UHFFFAOYNA-N;C14H31O8P","357.16838","152.9958","357.1684","78.95906","171.0064","129.1285"
"MSDIAL_LPG O-9:0;[M-H]-;CCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;HSGVSKPUNCKRTA-UHFFFAOYNA-N;C15H33O8P","371.18403","152.9958","371.184","78.95906","171.0064","143.1441"
"MSDIAL_LPG O-10:0;[M-H]-;CCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;QJTIRWXHZIOMDY-UHFFFAOYNA-N;C16H35O8P","385.19968","152.9958","385.1997","78.95906","171.0064","157.1598"
"MSDIAL_LPG O-11:0;[M-H]-;CCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;LZMRWVFONMNZTJ-UHFFFAOYNA-N;C17H37O8P","399.21533","152.9958","399.2153","78.95906","171.0064","171.1754"
"MSDIAL_LPG O-12:0;[M-H]-;CCCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;ITJYUJNQNVNGTF-UHFFFAOYNA-N;C18H39O8P","413.23098","152.9958","413.231","78.95906","171.0064","185.1911"
"MSDIAL_LPG O-13:0;[M-H]-;CCCCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;YFLOKBQPHJFHOC-UHFFFAOYNA-N;C19H41O8P","427.24663","152.9958","427.2466","78.95906","171.0064","199.2067"
"MSDIAL_LPG O-13:1;[M-H]-;CCC\C=C/CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;GMWPBJBTSQNYCG-PLNGDYQANA-N;C19H39O8P","425.23098","152.9958","425.231","78.95906","171.0064","197.1911"
"MSDIAL_LPG O-14:0;[M-H]-;CCCCCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;NGISUZKXUODQPM-UHFFFAOYNA-N;C20H43O8P","441.26228","152.9958","441.2623","78.95906","171.0064","213.2224"
"MSDIAL_LPG O-14:1;[M-H]-;CCCC\C=C/CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;MFZXFFUPRQXCSL-WAYWQWQTNA-N;C20H41O8P","439.24663","152.9958","439.2466","78.95906","171.0064","211.2067"
"MSDIAL_LPG O-15:0;[M-H]-;CCCCCCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;LGRMNMKRPIMXRT-UHFFFAOYNA-N;C21H45O8P","455.27793","152.9958","455.2779","78.95906","171.0064","227.238"
"MSDIAL_LPG O-15:1;[M-H]-;CCCCC\C=C/CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;IVIUUJQXQCRGPL-SREVYHEPNA-N;C21H43O8P","453.26228","152.9958","453.2623","78.95906","171.0064","225.2224"
"MSDIAL_LPG O-16:0;[M-H]-;CCCCCCCCCCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;NSJPSUNAUBAKMH-UHFFFAOYNA-N;C22H47O8P","469.29358","152.9958","469.2936","78.95906","171.0064","241.2537"
"MSDIAL_LPG O-16:1;[M-H]-;CCCCCC\C=C/CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;LIPKMZFHPLPLBH-FPLPWBNLNA-N;C22H45O8P","467.27793","152.9958","467.2779","78.95906","171.0064","239.238"
"MSDIAL_LPG O-16:2;[M-H]-;CCC\C=C/C\C=C/CCCCCCCCOCC(O)COP(O)(=O)OCC(O)CO;KWCRFZFBZRKDQA-UTOQUPLUNA-N;C22H43O8P","465.26228","152.9958","465.2623","78.95906","171.0064","237.2224"
