"MSDIAL_Ac3PIM2","[M-H]-","1","2","3","4","5","6","7","8","9","10","11","12","13"
"MSDIAL_Ac3PIM2 14:0_14:0_14:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCC(=O)O%12;SIWJAMZEPURGGD-UHFFFAOYSA-N;C63H117O24P","1287.75942","1125.707","775.3156","1077.561","1059.551","831.3418","1287.759","227.201","1","1","1","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_15:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCC(=O)O%12;XGBDCCKGBJSBGR-UHFFFAOYSA-N;C64H119O24P","1301.77507","227.201","1059.551","1139.722","241.2166","789.3312","845.3575","1091.577","1301.775","1073.566","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_16:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCCC(=O)O%12;PZMDUWIRRGKQIU-UHFFFAOYSA-N;C65H121O24P","1315.79072","227.201","1059.551","1153.738","255.2323","803.3469","859.3731","1105.593","1315.791","1087.582","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_17:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCCCC(=O)O%12;YLJKATFIAYLUTJ-UHFFFAOYSA-N;C66H123O24P","1329.80637","227.201","1059.551","1167.754","269.2479","817.3625","873.3888","1119.608","1329.806","1101.598","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_18:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCCCCC(=O)O%12;NHKJLUIPKGBCTL-UHFFFAOYSA-N;C67H125O24P","1343.82202","227.201","1059.551","1181.769","283.2635","831.3782","887.4044","1133.624","1343.822","1115.613","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_19:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCCCCCC(=O)O%12;NDQROLSQTLBMBR-UHFFFAOYSA-N;C68H127O24P","1357.83767","227.201","1059.551","1195.785","297.2792","845.3939","901.42","1147.639","1357.838","1129.629","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_20:0;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCCCCCCCCCCCCC(=O)O%12;BYLVGCNLSTXNJY-UHFFFAOYSA-N;C69H129O24P","1371.85332","227.201","1059.551","1209.801","311.2948","859.4095","915.4357","1161.655","1371.853","1143.645","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_16:1;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCC\C=C/CCCCCC(=O)O%12;WXQJRIIMBNZWKZ-RWEWTDSWSA-N;C65H119O24P","1313.77507","227.201","1059.551","1151.722","253.2166","801.3312","857.3575","1103.577","1313.775","1085.566","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_17:1;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCCCCC\C=C/CCCCCC(=O)O%12;ICMJXKTXARTAFL-PNHLSOANSA-N;C66H121O24P","1327.79072","227.201","1059.551","1165.738","267.2323","815.3469","871.3731","1117.593","1327.791","1099.582","1077.561","1","1","1"
"MSDIAL_Ac3PIM2 14:0_14:0_18:1;[M-H]-;OCC1OC(OC2C(O)C(O)C(O)C(OC3OC(C%12)C(O)C(O)C3O)C2OP(O)(=O)OCC%10C%11)C(O)C(O)C1O.CCCCCCCCCCCCCC(=O)O%10.CCCCCCCCCCCCCC(=O)O%11.CCCCCC\C=C/CCCCCCCCCC(=O)O%12;RWBKAYQJVQFOMQ-QOCHGBHMSA-N;C67H123O24P","1341.80637","227.201","1059.551","1179.754","281.2479","829.3625","885.3888","1131.608","1341.806","1113.598","1077.561","1","1","1"
