"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Average m/z","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","13.6292787878788","13.9292787878788","450"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","14.1708757575758","14.4708757575758","503"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","4.81551363636364","5.11551363636364","526"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","1.75567727272727","2.05567727272727","546"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","9.9882272727273","10.2882272727273","576"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","9.06659848484848","9.36659848484848","649"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","9.64110151515152","9.94110151515152","715"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","8.60265303030303","8.90265303030303","1072"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","4.24555606060606","4.54555606060606","1098"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","1.41722878787879","1.71722878787879","1250"
"","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4",0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","MSDIAL_Cer 24:3;2O/34:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCCCCC;CHRMYIGISCZUPD-YWQOUWNTNA-N;C58H109NO4","928.83387","420.3483","882.8284","317.2850","343.3006","390.3378","864.8178","928.8339","4.48123636363636","4.78123636363636","1334"
