"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Average m/z","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Cer_BS","[M+HCOO]-","1","2","3","4","5","6","7","RT_min","RT_max","Comment"
"","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4","928.83387","338.2701","882.8284","235.2067","261.2224","308.2595","864.8178","928.8339","13.1360257575758","13.4360257575758","3415"
"","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4","928.83387","338.2701","882.8284","235.2067","261.2224","308.2595","864.8178","928.8339","1.84162121212121","2.14162121212121","3423"
"","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4","928.83387","338.2701","882.8284","235.2067","261.2224","308.2595","864.8178","928.8339","1.17546833333333","1.47546833333333","3619"
"","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4","928.83387","338.2701","882.8284","235.2067","261.2224","308.2595","864.8178","928.8339","5.02597727272727","5.32597727272727","3818"
"","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4",0,0,0,0,0,0,0,0,"12.5570984848485","12.8570984848485","4235","","MSDIAL_Cer 18:2;2O/40:2;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;WQKUWEKKPIOYMU-XSPMNYTANA-N;C58H109NO4","928.83387","338.2701","882.8284","235.2067","261.2224","308.2595","864.8178","928.8339","12.5570984848485","12.8570984848485","4235"
"","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4",0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4",0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4",0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4",0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4",0,0,0,0,0,0,0,0,"15.1107681818182","15.4107681818182","1559","","MSDIAL_Cer 18:2;2O/42:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CCCCCCCCC;MJUHLMFEOOUJQD-XUAOBVNFNA-N;C60H117NO4","960.89648","338.2701","914.8910","235.2067","261.2224","308.2595","896.8804","960.8965","15.1107681818182","15.4107681818182","1559"
"","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4",0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4",0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4",0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4",0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4",0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","MSDIAL_Cer 18:3;2O/25:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;ZXZDVHZKOJNEAH-HWGMDQJZNA-N;C43H81NO4","720.61477","336.2544","674.6093","233.1911","259.2067","306.2439","656.5987","720.6147","10.9162772727273","11.2162772727273","972"
"","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4",0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4",0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4",0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4",0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4",0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","MSDIAL_Cer 18:3;2O/25:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;CHMLBGJIGHSHHH-MBAYXWANNA-N;C43H79NO4","718.59912","336.2544","672.5936","233.1911","259.2067","306.2439","654.5831","718.5991","10.0734984848485","10.3734984848485","908"
"","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4",0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4",0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4",0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4",0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4",0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","MSDIAL_Cer 18:3;2O/26:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BTCKZGQMJVTVFO-UREKNVJFNA-N;C44H83NO4","734.63042","336.2544","688.6249","233.1911","259.2067","306.2439","670.6144","734.6304","11.3263590909091","11.6263590909091","1402"
"","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4",0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4",0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4",0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4",0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4",0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","MSDIAL_Cer 18:3;2O/26:1;(3OH);[M+HCOO]-;CCCCCCCCCCCCCC\C=C/CCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;BPYXCDCMMYPHOR-VGPSNCFSNA-N;C44H81NO4","732.61477","336.2544","686.6093","233.1911","259.2067","306.2439","668.5987","732.6147","10.5313909090909","10.8313909090909","1290"
"","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4",0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4",0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4",0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4",0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4",0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","MSDIAL_Cer 18:3;2O/27:0;(3OH);[M+HCOO]-;CCCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)NC(CO)C(O)\C=C\CC\C=C\CC\C=C\CCCCC;MHAVKNONJLNHTF-VTFKJIAYNA-N;C45H85NO4","748.64607","336.2544","702.6406","233.1911","259.2067","306.2439","684.6300","748.6461","11.7283893939394","12.0283893939394","790"
