"MSDIAL_HBMP","[M-H]-","1","2","3","4","5","6"
"MSDIAL_HBMP 12:0_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC;DFDQJUOCWLXWKR-UHFFFAOYNA-N;C42H81O11P","791.54437","791.5444","199.1704","335.1635","591.3668","1","1"
"MSDIAL_HBMP 12:0_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC;BELRMZRMRAPDAG-UHFFFAOYNA-N;C44H85O11P","819.57567","819.5757","199.1704","335.1635","619.398","227.2017","1"
"MSDIAL_HBMP 12:0_12:0_14:1;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCC;ZPFDOGVGJIIXIO-SSZFMOIBNA-N;C44H83O11P","817.56002","817.56","199.1704","335.1635","617.3824","225.186","1"
"MSDIAL_HBMP 12:0_12:0_16:0;[M-H]-;CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC;PKTVEVYTQPRZGF-UHFFFAOYNA-N;C46H89O11P","847.60697","847.607","199.1704","335.1635","647.4293","255.233","1"
"MSDIAL_HBMP 12:0_12:0_16:1;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC;NJSDLVZZQAOTPN-VXPUYCOJNA-N;C46H87O11P","845.59132","845.5913","199.1704","335.1635","645.4137","253.2173","1"
"MSDIAL_HBMP 12:0_12:0_16:2;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCC)OC(=O)CCCCCCCCCCC;XJSYRRGMDQFURS-YXBOBCBONA-N;C46H85O11P","843.57567","843.5757","199.1704","335.1635","643.398","251.2017","1"
"MSDIAL_HBMP 12:0_12:0_16:3;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;OFUBDWANXXSCLD-XMRVQXCHNA-N;C46H83O11P","841.56002","841.56","199.1704","335.1635","641.3824","249.186","1"
"MSDIAL_HBMP 12:0_12:0_16:4;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;UFDZJBQXUJLPHM-ONHUNPQONA-N;C46H81O11P","839.54437","839.5444","199.1704","335.1635","639.3668","247.1704","1"
"MSDIAL_HBMP 12:0_12:0_18:0;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC;HMOZTKGLSKFNNY-UHFFFAOYNA-N;C48H93O11P","875.63827","875.6382","199.1704","335.1635","675.4606","283.2643","1"
"MSDIAL_HBMP 12:0_12:0_18:1;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC;BVYXGFRCBSZOML-DQRAZIAONA-N;C48H91O11P","873.62262","873.6226","199.1704","335.1635","673.445","281.2486","1"
"MSDIAL_HBMP 12:0_12:0_18:2;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCC;DJVROOAUJLLPHX-BLWADTQWNA-N;C48H89O11P","871.60697","871.607","199.1704","335.1635","671.4293","279.233","1"
"MSDIAL_HBMP 12:0_12:0_18:3;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;WXOWDLDHLQHIHW-XMRVQXCHNA-N;C48H87O11P","869.59132","869.5913","199.1704","335.1635","669.4137","277.2173","1"
"MSDIAL_HBMP 12:0_12:0_18:4;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;AIBRRZGTCWVIHD-AJXRXSPHNA-N;C48H85O11P","867.57567","867.5757","199.1704","335.1635","667.398","275.2017","1"
"MSDIAL_HBMP 12:0_12:0_18:5;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;KMJXWEFPBKQFSP-BHMSZCFKNA-N;C48H83O11P","865.56002","865.56","199.1704","335.1635","665.3824","273.186","1"
"MSDIAL_HBMP 12:0_12:0_20:0;[M-H]-;CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)OC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC;LQQHCZQDOKKECG-UHFFFAOYNA-N;C50H97O11P","903.66957","903.6696","199.1704","335.1635","703.4919","311.2956","1"
"MSDIAL_HBMP 12:0_12:0_20:1;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC;BJGQIMNKSMRCLI-DQRAZIAONA-N;C50H95O11P","901.65392","901.6539","199.1704","335.1635","701.4763","309.2799","1"
"MSDIAL_HBMP 12:0_12:0_20:2;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCC;FQLSKCYYHVNQLN-BLWADTQWNA-N;C50H93O11P","899.63827","899.6382","199.1704","335.1635","699.4606","307.2643","1"
"MSDIAL_HBMP 12:0_12:0_20:3;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;YZGXAVCDZPMMAS-XMRVQXCHNA-N;C50H91O11P","897.62262","897.6226","199.1704","335.1635","697.445","305.2486","1"
"MSDIAL_HBMP 12:0_12:0_20:4;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;YCHAFTNTLMQQLI-LUJHFHPPNA-N;C50H89O11P","895.60697","895.607","199.1704","335.1635","695.4293","303.233","1"
"MSDIAL_HBMP 12:0_12:0_20:5;[M-H]-;CCCCCCCCCCCC(=O)OC(CO)COP(O)(=O)OCC(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCC;DXQUFMYCSQSPEC-KZKAZYOPNA-N;C50H87O11P","893.59132","893.5913","199.1704","335.1635","693.4137","301.2173","1"
