"MSDIAL_CerP","[M+H]+","1","2","3","4","5","6"
"MSDIAL_CerP 16:1;2O/14:0;[M+H]+;CCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;PLKFTYPFVWYCKS-VARSQMIESA-N;C30H60NO6P","562.42365","562.4236","236.2377","544.4131","446.4362","464.4467","482.4573"
"MSDIAL_CerP 16:1;2O/16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;KRDHERIWLMYANQ-JHRQRACZSA-N;C32H64NO6P","590.45496","590.455","236.2377","572.4444","474.4675","492.4781","510.4886"
"MSDIAL_CerP 16:1;2O/18:0;[M+H]+;CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;OKGBPYFWOHRRNU-TURZORIXSA-N;C34H68NO6P","618.48627","618.4863","236.2377","600.4757","502.4988","520.5094","538.52"
"MSDIAL_CerP 16:1;2O/18:1;[M+H]+;CCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(O)(O)=O)NC(=O)CCCCCCC\C=C/CCCCCCCC;LLVBXGFGISMVQA-DANNDUMSSA-N;C34H66NO6P","616.47059","616.4706","236.2377","598.46","500.4831","518.4937","536.5043"
"MSDIAL_CerP 16:1;2O/20:0;[M+H]+;CCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;WLFGATBGOMGZHQ-NXCSZAMKSA-N;C36H72NO6P","646.51752","646.5175","236.2377","628.507","530.5301","548.5406","566.5512"
"MSDIAL_CerP 16:1;2O/22:0;[M+H]+;CCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;WQCRUJRJUUURCL-NUKVNZTCSA-N;C38H76NO6P","674.54884","674.5488","236.2377","656.5383","558.5614","576.572","594.5825"
"MSDIAL_CerP 16:1;2O/24:0;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;PAITYUSYBYTRLI-GLQCRSEXSA-N;C40H80NO6P","702.58015","702.5801","236.2377","684.5696","586.5927","604.6033","622.6138"
"MSDIAL_CerP 16:1;2O/24:1;[M+H]+;CCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(O)(O)=O)NC(=O)CCCCCCCCCCCCC\C=C/CCCCCCCC;MVKKFKIRQBCESY-DJGUYKIZSA-N;C40H78NO6P","700.56452","700.5645","236.2377","682.554","584.5771","602.5876","620.5982"
"MSDIAL_CerP 16:1;2O/24:4;[M+H]+;CCCCCCCCCCC\C=C\[C@@H](O)[C@H](COP(O)(O)=O)NC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCCC;FJVPFJUNWAGANB-CXNKHHQDSA-N;C40H72NO6P","694.51752","694.5175","236.2377","676.507","578.5301","596.5406","614.5512"
"MSDIAL_CerP 16:1;2O/26:0;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(O)(O)=O)[C@H](O)\C=C\CCCCCCCCCCC;YCIOTFURGXHPDA-AUTSUKAISA-N;C42H84NO6P","730.61146","730.6115","236.2377","712.6009","614.624","632.6346","650.6451"
