"MSDIAL_AHexCAS","[M+CH3COO]-","1","2"
"MSDIAL_ST 28:1;O;Hex;FA 8:0;[M+CH3COO]-;CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;RJDZNLHHRVGSMN-UHFFFAOYNA-N;C42H72O7","747.54166","747.5417","143.1078"
"MSDIAL_ST 28:1;O;Hex;FA 9:0;[M+CH3COO]-;CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;HLYQMWQMNDAYOS-UHFFFAOYNA-N;C43H74O7","761.55731","761.5573","157.1234"
"MSDIAL_ST 28:1;O;Hex;FA 10:0;[M+CH3COO]-;CCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;JDSCHBYBNHFVHR-UHFFFAOYNA-N;C44H76O7","775.57296","775.5729","171.1391"
"MSDIAL_ST 28:1;O;Hex;FA 11:0;[M+CH3COO]-;CCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;WDWLOCOPVBLQPK-UHFFFAOYNA-N;C45H78O7","789.58861","789.5886","185.1547"
"MSDIAL_ST 28:1;O;Hex;FA 12:0;[M+CH3COO]-;CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;VMPAIJKJDVBJEN-UHFFFAOYNA-N;C46H80O7","803.60426","803.6042","199.1703"
"MSDIAL_ST 28:1;O;Hex;FA 13:0;[M+CH3COO]-;CCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;UNNIXESFBHIPKV-UHFFFAOYNA-N;C47H82O7","817.61991","817.6199","213.186"
"MSDIAL_ST 28:1;O;Hex;FA 13:1;[M+CH3COO]-;CCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;HQOADUXCRAPOFG-KHPPLWFENA-N;C47H80O7","815.60426","815.6042","211.1703"
"MSDIAL_ST 28:1;O;Hex;FA 14:0;[M+CH3COO]-;CCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;OIPSQHHPJNXDDF-UHFFFAOYNA-N;C48H84O7","831.63556","831.6356","227.2016"
"MSDIAL_ST 28:1;O;Hex;FA 14:1;[M+CH3COO]-;CCCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;NVHFHBJOCJNYMQ-QXMHVHEDNA-N;C48H82O7","829.61991","829.6199","225.186"
"MSDIAL_ST 28:1;O;Hex;FA 15:0;[M+CH3COO]-;CCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;CZESAJFGKHPUHJ-UHFFFAOYNA-N;C49H86O7","845.65121","845.6512","241.2173"
"MSDIAL_ST 28:1;O;Hex;FA 15:1;[M+CH3COO]-;CCCCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;NFSXIBWLICNDOJ-SEYXRHQNNA-N;C49H84O7","843.63556","843.6356","239.2016"
"MSDIAL_ST 28:1;O;Hex;FA 16:0;[M+CH3COO]-;CCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;DAPLORBFRRJHHY-UHFFFAOYNA-N;C50H88O7","859.66686","859.6669","255.233"
"MSDIAL_ST 28:1;O;Hex;FA 16:1;[M+CH3COO]-;CCCCCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;PNSXOPRYGMGHLO-YPKPFQOONA-N;C50H86O7","857.65121","857.6512","253.2173"
"MSDIAL_ST 28:1;O;Hex;FA 16:2;[M+CH3COO]-;CCC\C=C/C\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;VKJYFCVOTCLUFI-XVTLYKPTNA-N;C50H84O7","855.63556","855.6356","251.2016"
"MSDIAL_ST 28:1;O;Hex;FA 16:3;[M+CH3COO]-;CC\C=C/C\C=C/C\C=C/CCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;LJWBMSGFTLIWON-YOILPLPUNA-N;C50H82O7","853.61991","853.6199","249.186"
"MSDIAL_ST 28:1;O;Hex;FA 16:4;[M+CH3COO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;WSDKKWXIJNOGBR-SNPVRQPZNA-N;C50H80O7","851.60426","851.6042","247.1703"
"MSDIAL_ST 28:1;O;Hex;FA 17:0;[M+CH3COO]-;CCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;XESKBMXUTHZHAG-UHFFFAOYNA-N;C51H90O7","873.68251","873.6825","269.2486"
"MSDIAL_ST 28:1;O;Hex;FA 17:1;[M+CH3COO]-;CCCCCCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;SHTCPFMUSBPBEK-PFONDFGANA-N;C51H88O7","871.66686","871.6669","267.2329"
"MSDIAL_ST 28:1;O;Hex;FA 17:2;[M+CH3COO]-;CCCC\C=C/C\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FBKRIOPOEKUVDD-HDXUUTQWNA-N;C51H86O7","869.65121","869.6512","265.2173"
"MSDIAL_ST 28:1;O;Hex;FA 18:0;[M+CH3COO]-;CCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;WWNJROHENDXUQT-UHFFFAOYNA-N;C52H92O7","887.69816","887.6982","283.2643"
"MSDIAL_ST 28:1;O;Hex;FA 18:1;[M+CH3COO]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;SZVZHAIFWPRDNE-NXVVXOECNA-N;C52H90O7","885.68251","885.6825","281.2486"
"MSDIAL_ST 28:1;O;Hex;FA 18:2;[M+CH3COO]-;CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;GQUUYRBGRSKWNI-QGLGPCELNA-N;C52H88O7","883.66686","883.6669","279.2329"
"MSDIAL_ST 28:1;O;Hex;FA 18:3;[M+CH3COO]-;CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;XQIWGLUAOQSUGC-YOILPLPUNA-N;C52H86O7","881.65121","881.6512","277.2173"
"MSDIAL_ST 28:1;O;Hex;FA 18:4;[M+CH3COO]-;CC\C=C/C\C=C/C\C=C/C\C=C/CCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;FWYJHGRZJJYFJH-SNPVRQPZNA-N;C52H84O7","879.63556","879.6356","275.2017"
"MSDIAL_ST 28:1;O;Hex;FA 18:5;[M+CH3COO]-;CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;YJLONIJBESRCMV-QXPCSDSJNA-N;C52H82O7","877.61991","877.6199","273.186"
"MSDIAL_ST 28:1;O;Hex;FA 19:0;[M+CH3COO]-;CCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(C)C(C)C)C(O)C(O)C1O;TYXIHPHOSFVQEJ-UHFFFAOYNA-N;C53H94O7","901.71381","901.7138","297.2799"
