OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(18:2_22:5_18:2(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,663.4983764,613.4826764,649.5190764
OxTG(18:2_22:5_18:3(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,661.4827764,611.4670764,649.5190764
OxTG(18:2_22:5_18:4(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,659.4670764,609.4513764,649.5190764
OxTG(18:2_22:5_20:1(Ke_or_Epoxy))+NH4,990.8121504,955.7750304,693.5453764,643.5296764,649.5190764
OxTG(18:2_22:5_20:2(Ke_or_Epoxy))+NH4,988.7964504,953.7593304,691.5296764,641.5139764,649.5190764
OxTG(18:2_22:5_20:3(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,689.5140764,639.4983764,649.5190764
OxTG(18:2_22:5_20:5(Ke_or_Epoxy))+NH4,982.7495504,947.7124304,685.4827764,635.4670764,649.5190764
OxTG(18:2_22:5_22:1(Ke_or_Epoxy))+NH4,1018.84345,983.8063304,721.5766764,671.5609764,649.5190764
OxTG(18:2_22:5_22:2(Ke_or_Epoxy))+NH4,1016.82775,981.7906304,719.5609764,669.5452764,649.5190764
OxTG(18:2_22:5_22:3(Ke_or_Epoxy))+NH4,1014.81215,979.7750304,717.5453764,667.5296764,649.5190764
OxTG(18:2_22:5_22:4(Ke_or_Epoxy))+NH4,1012.79645,977.7593304,715.5296764,665.5139764,649.5190764
OxTG(18:2_22:5_22:5(Ke_or_Epoxy))+NH4,1010.78085,975.7437304,713.5140764,663.4983764,649.5190764
OxTG(18:2_22:5_22:6(Ke_or_Epoxy))+NH4,1008.76515,973.7280304,711.4983764,661.4826764,649.5190764
OxTG(18:2_22:5_24:1(Ke_or_Epoxy))+NH4,1046.87475,1011.83763,749.6079764,699.5922764,649.5190764
OxTG(18:2_22:6_14:1(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,607.4357764,559.4357764,647.5033764
OxTG(18:2_22:6_15:1(Ke_or_Epoxy))+NH4,918.7181504,883.6810304,621.4513764,573.4513764,647.5033764
OxTG(18:2_22:6_16:1(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,635.4670764,587.4670764,647.5033764
OxTG(18:2_22:6_17:1(Ke_or_Epoxy))+NH4,946.7494504,911.7123304,649.4826764,601.4826764,647.5033764
OxTG(18:2_22:6_17:2(Ke_or_Epoxy))+NH4,944.7338504,909.6967304,647.4670764,599.4670764,647.5033764
OxTG(18:2_22:6_18:1(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,663.4983764,615.4983764,647.5033764
OxTG(18:2_22:6_18:2(Ke_or_Epoxy))+NH4,958.7494504,923.7123304,661.4826764,613.4826764,647.5033764
OxTG(18:2_22:6_18:3(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,659.4670764,611.4670764,647.5033764
OxTG(18:2_22:6_18:4(Ke_or_Epoxy))+NH4,954.7181504,919.6810304,657.4513764,609.4513764,647.5033764
OxTG(18:2_22:6_20:1(Ke_or_Epoxy))+NH4,988.7964504,953.7593304,691.5296764,643.5296764,647.5033764
OxTG(18:2_22:6_20:2(Ke_or_Epoxy))+NH4,986.7807504,951.7436304,689.5139764,641.5139764,647.5033764
OxTG(18:2_22:6_20:3(Ke_or_Epoxy))+NH4,984.7651504,949.7280304,687.4983764,639.4983764,647.5033764
OxTG(18:2_22:6_20:5(Ke_or_Epoxy))+NH4,980.7338504,945.6967304,683.4670764,635.4670764,647.5033764
OxTG(18:2_22:6_22:1(Ke_or_Epoxy))+NH4,1016.82775,981.7906304,719.5609764,671.5609764,647.5033764
OxTG(18:2_22:6_22:2(Ke_or_Epoxy))+NH4,1014.81205,979.7749304,717.5452764,669.5452764,647.5033764
OxTG(18:2_22:6_22:3(Ke_or_Epoxy))+NH4,1012.79645,977.7593304,715.5296764,667.5296764,647.5033764
OxTG(18:2_22:6_22:4(Ke_or_Epoxy))+NH4,1010.78075,975.7436304,713.5139764,665.5139764,647.5033764
OxTG(18:2_22:6_22:5(Ke_or_Epoxy))+NH4,1008.76515,973.7280304,711.4983764,663.4983764,647.5033764
OxTG(18:2_22:6_22:6(Ke_or_Epoxy))+NH4,1006.74945,971.7123304,709.4826764,661.4826764,647.5033764
OxTG(18:2_22:6_24:1(Ke_or_Epoxy))+NH4,1044.85905,1009.82193,747.5922764,699.5922764,647.5033764
OxTG(18:3_18:3_14:1(Ke_or_Epoxy))+NH4,852.6713504,817.6342304,557.4201764,557.4201764,595.4721764
OxTG(18:3_18:3_15:1(Ke_or_Epoxy))+NH4,866.6869504,831.6498304,571.4357764,571.4357764,595.4721764
OxTG(18:3_18:3_16:1(Ke_or_Epoxy))+NH4,880.7026504,845.6655304,585.4514764,585.4514764,595.4721764
OxTG(18:3_18:3_17:1(Ke_or_Epoxy))+NH4,894.7182504,859.6811304,599.4670764,599.4670764,595.4721764
OxTG(18:3_18:3_17:2(Ke_or_Epoxy))+NH4,892.7026504,857.6655304,597.4514764,597.4514764,595.4721764
OxTG(18:3_18:3_18:1(Ke_or_Epoxy))+NH4,908.7339504,873.6968304,613.4827764,613.4827764,595.4721764
OxTG(18:3_18:3_18:2(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,611.4670764,611.4670764,595.4721764
OxTG(18:3_18:3_18:3(Ke_or_Epoxy))+NH4,904.7026504,869.6655304,609.4514764,609.4514764,595.4721764
OxTG(18:3_18:3_18:4(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,607.4357764,607.4357764,595.4721764
OxTG(18:3_18:3_20:1(Ke_or_Epoxy))+NH4,936.7652504,901.7281304,641.5140764,641.5140764,595.4721764
OxTG(18:3_18:3_20:2(Ke_or_Epoxy))+NH4,934.7495504,899.7124304,639.4983764,639.4983764,595.4721764
OxTG(18:3_18:3_20:3(Ke_or_Epoxy))+NH4,932.7339504,897.6968304,637.4827764,637.4827764,595.4721764
OxTG(18:3_18:3_20:5(Ke_or_Epoxy))+NH4,928.7026504,893.6655304,633.4514764,633.4514764,595.4721764
OxTG(18:3_18:3_22:1(Ke_or_Epoxy))+NH4,964.7965504,929.7594304,669.5453764,669.5453764,595.4721764
OxTG(18:3_18:3_22:2(Ke_or_Epoxy))+NH4,962.7808504,927.7437304,667.5296764,667.5296764,595.4721764
OxTG(18:3_18:3_22:3(Ke_or_Epoxy))+NH4,960.7652504,925.7281304,665.5140764,665.5140764,595.4721764
OxTG(18:3_18:3_22:4(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,663.4983764,595.4721764
OxTG(18:3_18:3_22:5(Ke_or_Epoxy))+NH4,956.7339504,921.6968304,661.4827764,661.4827764,595.4721764
OxTG(18:3_18:3_22:6(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,659.4670764,659.4670764,595.4721764
OxTG(18:3_18:3_24:1(Ke_or_Epoxy))+NH4,992.8278504,957.7907304,697.5766764,697.5766764,595.4721764
OxTG(18:3_18:4_14:1(Ke_or_Epoxy))+NH4,850.6556504,815.6185304,555.4044764,557.4201764,593.4564764
OxTG(18:3_18:4_15:1(Ke_or_Epoxy))+NH4,864.6712504,829.6341304,569.4200764,571.4357764,593.4564764
OxTG(18:3_18:4_16:1(Ke_or_Epoxy))+NH4,878.6869504,843.6498304,583.4357764,585.4514764,593.4564764
OxTG(18:3_18:4_17:1(Ke_or_Epoxy))+NH4,892.7025504,857.6654304,597.4513764,599.4670764,593.4564764
OxTG(18:3_18:4_17:2(Ke_or_Epoxy))+NH4,890.6869504,855.6498304,595.4357764,597.4514764,593.4564764
OxTG(18:3_18:4_18:1(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,611.4670764,613.4827764,593.4564764
OxTG(18:3_18:4_18:2(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,609.4513764,611.4670764,593.4564764
OxTG(18:3_18:4_18:3(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,607.4357764,609.4514764,593.4564764
OxTG(18:3_18:4_18:4(Ke_or_Epoxy))+NH4,900.6712504,865.6341304,605.4200764,607.4357764,593.4564764
OxTG(18:3_18:4_20:1(Ke_or_Epoxy))+NH4,934.7495504,899.7124304,639.4983764,641.5140764,593.4564764
OxTG(18:3_18:4_20:2(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,637.4826764,639.4983764,593.4564764
OxTG(18:3_18:4_20:3(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,635.4670764,637.4827764,593.4564764
OxTG(18:3_18:4_20:5(Ke_or_Epoxy))+NH4,926.6869504,891.6498304,631.4357764,633.4514764,593.4564764
OxTG(18:3_18:4_22:1(Ke_or_Epoxy))+NH4,962.7808504,927.7437304,667.5296764,669.5453764,593.4564764
OxTG(18:3_18:4_22:2(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,665.5139764,667.5296764,593.4564764
OxTG(18:3_18:4_22:3(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,665.5140764,593.4564764
OxTG(18:3_18:4_22:4(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,661.4826764,663.4983764,593.4564764
OxTG(18:3_18:4_22:5(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,659.4670764,661.4827764,593.4564764
OxTG(18:3_18:4_22:6(Ke_or_Epoxy))+NH4,952.7025504,917.6654304,657.4513764,659.4670764,593.4564764
OxTG(18:3_18:4_24:1(Ke_or_Epoxy))+NH4,990.8121504,955.7750304,695.5609764,697.5766764,593.4564764
OxTG(18:3_20:4_14:1(Ke_or_Epoxy))+NH4,878.6869504,843.6498304,583.4357764,557.4201764,621.4877764
OxTG(18:3_20:4_15:1(Ke_or_Epoxy))+NH4,892.7025504,857.6654304,597.4513764,571.4357764,621.4877764
OxTG(18:3_20:4_16:1(Ke_or_Epoxy))+NH4,906.7182504,871.6811304,611.4670764,585.4514764,621.4877764
OxTG(18:3_20:4_17:1(Ke_or_Epoxy))+NH4,920.7338504,885.6967304,625.4826764,599.4670764,621.4877764
OxTG(18:3_20:4_17:2(Ke_or_Epoxy))+NH4,918.7182504,883.6811304,623.4670764,597.4514764,621.4877764
OxTG(18:3_20:4_18:1(Ke_or_Epoxy))+NH4,934.7495504,899.7124304,639.4983764,613.4827764,621.4877764
OxTG(18:3_20:4_18:2(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,637.4826764,611.4670764,621.4877764
OxTG(18:3_20:4_18:3(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,635.4670764,609.4514764,621.4877764
OxTG(18:3_20:4_18:4(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,633.4513764,607.4357764,621.4877764
OxTG(18:3_20:4_20:1(Ke_or_Epoxy))+NH4,962.7808504,927.7437304,667.5296764,641.5140764,621.4877764
OxTG(18:3_20:4_20:2(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,665.5139764,639.4983764,621.4877764
OxTG(18:3_20:4_20:3(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,637.4827764,621.4877764
OxTG(18:3_20:4_20:5(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,659.4670764,633.4514764,621.4877764
OxTG(18:3_20:4_22:1(Ke_or_Epoxy))+NH4,990.8121504,955.7750304,695.5609764,669.5453764,621.4877764
OxTG(18:3_20:4_22:2(Ke_or_Epoxy))+NH4,988.7964504,953.7593304,693.5452764,667.5296764,621.4877764
OxTG(18:3_20:4_22:3(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,691.5296764,665.5140764,621.4877764
OxTG(18:3_20:4_22:4(Ke_or_Epoxy))+NH4,984.7651504,949.7280304,689.5139764,663.4983764,621.4877764
OxTG(18:3_20:4_22:5(Ke_or_Epoxy))+NH4,982.7495504,947.7124304,687.4983764,661.4827764,621.4877764
OxTG(18:3_20:4_22:6(Ke_or_Epoxy))+NH4,980.7338504,945.6967304,685.4826764,659.4670764,621.4877764
OxTG(18:3_20:4_24:1(Ke_or_Epoxy))+NH4,1018.84345,983.8063304,723.5922764,697.5766764,621.4877764
OxTG(18:3_20:5_14:1(Ke_or_Epoxy))+NH4,876.6713504,841.6342304,581.4201764,557.4201764,619.4721764
OxTG(18:3_20:5_15:1(Ke_or_Epoxy))+NH4,890.6869504,855.6498304,595.4357764,571.4357764,619.4721764
OxTG(18:3_20:5_16:1(Ke_or_Epoxy))+NH4,904.7026504,869.6655304,609.4514764,585.4514764,619.4721764
OxTG(18:3_20:5_17:1(Ke_or_Epoxy))+NH4,918.7182504,883.6811304,623.4670764,599.4670764,619.4721764
OxTG(18:3_20:5_17:2(Ke_or_Epoxy))+NH4,916.7026504,881.6655304,621.4514764,597.4514764,619.4721764
OxTG(18:3_20:5_18:1(Ke_or_Epoxy))+NH4,932.7339504,897.6968304,637.4827764,613.4827764,619.4721764
OxTG(18:3_20:5_18:2(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,635.4670764,611.4670764,619.4721764
OxTG(18:3_20:5_18:3(Ke_or_Epoxy))+NH4,928.7026504,893.6655304,633.4514764,609.4514764,619.4721764
OxTG(18:3_20:5_18:4(Ke_or_Epoxy))+NH4,926.6869504,891.6498304,631.4357764,607.4357764,619.4721764
OxTG(18:3_20:5_20:1(Ke_or_Epoxy))+NH4,960.7652504,925.7281304,665.5140764,641.5140764,619.4721764
OxTG(18:3_20:5_20:2(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,639.4983764,619.4721764
OxTG(18:3_20:5_20:3(Ke_or_Epoxy))+NH4,956.7339504,921.6968304,661.4827764,637.4827764,619.4721764
OxTG(18:3_20:5_20:5(Ke_or_Epoxy))+NH4,952.7026504,917.6655304,657.4514764,633.4514764,619.4721764
OxTG(18:3_20:5_22:1(Ke_or_Epoxy))+NH4,988.7965504,953.7594304,693.5453764,669.5453764,619.4721764
OxTG(18:3_20:5_22:2(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,691.5296764,667.5296764,619.4721764
OxTG(18:3_20:5_22:3(Ke_or_Epoxy))+NH4,984.7652504,949.7281304,689.5140764,665.5140764,619.4721764
OxTG(18:3_20:5_22:4(Ke_or_Epoxy))+NH4,982.7495504,947.7124304,687.4983764,663.4983764,619.4721764
OxTG(18:3_20:5_22:5(Ke_or_Epoxy))+NH4,980.7339504,945.6968304,685.4827764,661.4827764,619.4721764
OxTG(18:3_20:5_22:6(Ke_or_Epoxy))+NH4,978.7182504,943.6811304,683.4670764,659.4670764,619.4721764
OxTG(18:3_20:5_24:1(Ke_or_Epoxy))+NH4,1016.82785,981.7907304,721.5766764,697.5766764,619.4721764
OxTG(18:3_22:5_14:1(Ke_or_Epoxy))+NH4,904.7026504,869.6655304,609.4514764,557.4201764,647.5034764
OxTG(18:3_22:5_15:1(Ke_or_Epoxy))+NH4,918.7182504,883.6811304,623.4670764,571.4357764,647.5034764
OxTG(18:3_22:5_16:1(Ke_or_Epoxy))+NH4,932.7339504,897.6968304,637.4827764,585.4514764,647.5034764
OxTG(18:3_22:5_17:1(Ke_or_Epoxy))+NH4,946.7495504,911.7124304,651.4983764,599.4670764,647.5034764
OxTG(18:3_22:5_17:2(Ke_or_Epoxy))+NH4,944.7339504,909.6968304,649.4827764,597.4514764,647.5034764
OxTG(18:3_22:5_18:1(Ke_or_Epoxy))+NH4,960.7652504,925.7281304,665.5140764,613.4827764,647.5034764
OxTG(18:3_22:5_18:2(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,611.4670764,647.5034764
OxTG(18:3_22:5_18:3(Ke_or_Epoxy))+NH4,956.7339504,921.6968304,661.4827764,609.4514764,647.5034764
OxTG(18:3_22:5_18:4(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,659.4670764,607.4357764,647.5034764
OxTG(18:3_22:5_20:1(Ke_or_Epoxy))+NH4,988.7965504,953.7594304,693.5453764,641.5140764,647.5034764
OxTG(18:3_22:5_20:2(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,691.5296764,639.4983764,647.5034764
OxTG(18:3_22:5_20:3(Ke_or_Epoxy))+NH4,984.7652504,949.7281304,689.5140764,637.4827764,647.5034764
OxTG(18:3_22:5_20:5(Ke_or_Epoxy))+NH4,980.7339504,945.6968304,685.4827764,633.4514764,647.5034764
OxTG(18:3_22:5_22:1(Ke_or_Epoxy))+NH4,1016.82785,981.7907304,721.5766764,669.5453764,647.5034764
OxTG(18:3_22:5_22:2(Ke_or_Epoxy))+NH4,1014.81215,979.7750304,719.5609764,667.5296764,647.5034764
OxTG(18:3_22:5_22:3(Ke_or_Epoxy))+NH4,1012.79655,977.7594304,717.5453764,665.5140764,647.5034764
OxTG(18:3_22:5_22:4(Ke_or_Epoxy))+NH4,1010.78085,975.7437304,715.5296764,663.4983764,647.5034764
OxTG(18:3_22:5_22:5(Ke_or_Epoxy))+NH4,1008.76525,973.7281304,713.5140764,661.4827764,647.5034764
OxTG(18:3_22:5_22:6(Ke_or_Epoxy))+NH4,1006.74955,971.7124304,711.4983764,659.4670764,647.5034764
OxTG(18:3_22:5_24:1(Ke_or_Epoxy))+NH4,1044.85915,1009.82203,749.6079764,697.5766764,647.5034764
OxTG(18:3_22:6_14:1(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,607.4357764,557.4201764,645.4877764
OxTG(18:3_22:6_15:1(Ke_or_Epoxy))+NH4,916.7025504,881.6654304,621.4513764,571.4357764,645.4877764
OxTG(18:3_22:6_16:1(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,635.4670764,585.4514764,645.4877764
OxTG(18:3_22:6_17:1(Ke_or_Epoxy))+NH4,944.7338504,909.6967304,649.4826764,599.4670764,645.4877764
OxTG(18:3_22:6_17:2(Ke_or_Epoxy))+NH4,942.7182504,907.6811304,647.4670764,597.4514764,645.4877764
OxTG(18:3_22:6_18:1(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,663.4983764,613.4827764,645.4877764
OxTG(18:3_22:6_18:2(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,661.4826764,611.4670764,645.4877764
OxTG(18:3_22:6_18:3(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,659.4670764,609.4514764,645.4877764
OxTG(18:3_22:6_18:4(Ke_or_Epoxy))+NH4,952.7025504,917.6654304,657.4513764,607.4357764,645.4877764
OxTG(18:3_22:6_20:1(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,691.5296764,641.5140764,645.4877764
OxTG(18:3_22:6_20:2(Ke_or_Epoxy))+NH4,984.7651504,949.7280304,689.5139764,639.4983764,645.4877764
OxTG(18:3_22:6_20:3(Ke_or_Epoxy))+NH4,982.7495504,947.7124304,687.4983764,637.4827764,645.4877764
OxTG(18:3_22:6_20:5(Ke_or_Epoxy))+NH4,978.7182504,943.6811304,683.4670764,633.4514764,645.4877764
OxTG(18:3_22:6_22:1(Ke_or_Epoxy))+NH4,1014.81215,979.7750304,719.5609764,669.5453764,645.4877764
OxTG(18:3_22:6_22:2(Ke_or_Epoxy))+NH4,1012.79645,977.7593304,717.5452764,667.5296764,645.4877764
OxTG(18:3_22:6_22:3(Ke_or_Epoxy))+NH4,1010.78085,975.7437304,715.5296764,665.5140764,645.4877764
OxTG(18:3_22:6_22:4(Ke_or_Epoxy))+NH4,1008.76515,973.7280304,713.5139764,663.4983764,645.4877764
OxTG(18:3_22:6_22:5(Ke_or_Epoxy))+NH4,1006.74955,971.7124304,711.4983764,661.4827764,645.4877764
OxTG(18:3_22:6_22:6(Ke_or_Epoxy))+NH4,1004.73385,969.6967304,709.4826764,659.4670764,645.4877764
OxTG(18:3_22:6_24:1(Ke_or_Epoxy))+NH4,1042.84345,1007.80633,747.5922764,697.5766764,645.4877764
OxTG(18:4_18:4_14:1(Ke_or_Epoxy))+NH4,848.6399504,813.6028304,555.4044764,555.4044764,591.4407764
OxTG(18:4_18:4_15:1(Ke_or_Epoxy))+NH4,862.6555504,827.6184304,569.4200764,569.4200764,591.4407764
OxTG(18:4_18:4_16:1(Ke_or_Epoxy))+NH4,876.6712504,841.6341304,583.4357764,583.4357764,591.4407764
OxTG(18:4_18:4_17:1(Ke_or_Epoxy))+NH4,890.6868504,855.6497304,597.4513764,597.4513764,591.4407764
OxTG(18:4_18:4_17:2(Ke_or_Epoxy))+NH4,888.6712504,853.6341304,595.4357764,595.4357764,591.4407764
OxTG(18:4_18:4_18:1(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,611.4670764,611.4670764,591.4407764
OxTG(18:4_18:4_18:2(Ke_or_Epoxy))+NH4,902.6868504,867.6497304,609.4513764,609.4513764,591.4407764
OxTG(18:4_18:4_18:3(Ke_or_Epoxy))+NH4,900.6712504,865.6341304,607.4357764,607.4357764,591.4407764
OxTG(18:4_18:4_18:4(Ke_or_Epoxy))+NH4,898.6555504,863.6184304,605.4200764,605.4200764,591.4407764
OxTG(18:4_18:4_20:1(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,639.4983764,639.4983764,591.4407764
OxTG(18:4_18:4_20:2(Ke_or_Epoxy))+NH4,930.7181504,895.6810304,637.4826764,637.4826764,591.4407764
OxTG(18:4_18:4_20:3(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,635.4670764,635.4670764,591.4407764
OxTG(18:4_18:4_20:5(Ke_or_Epoxy))+NH4,924.6712504,889.6341304,631.4357764,631.4357764,591.4407764
OxTG(18:4_18:4_22:1(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,667.5296764,667.5296764,591.4407764
OxTG(18:4_18:4_22:2(Ke_or_Epoxy))+NH4,958.7494504,923.7123304,665.5139764,665.5139764,591.4407764
OxTG(18:4_18:4_22:3(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,663.4983764,663.4983764,591.4407764
OxTG(18:4_18:4_22:4(Ke_or_Epoxy))+NH4,954.7181504,919.6810304,661.4826764,661.4826764,591.4407764
OxTG(18:4_18:4_22:5(Ke_or_Epoxy))+NH4,952.7025504,917.6654304,659.4670764,659.4670764,591.4407764
OxTG(18:4_18:4_22:6(Ke_or_Epoxy))+NH4,950.6868504,915.6497304,657.4513764,657.4513764,591.4407764
OxTG(18:4_18:4_24:1(Ke_or_Epoxy))+NH4,988.7964504,953.7593304,695.5609764,695.5609764,591.4407764
OxTG(18:4_20:4_14:1(Ke_or_Epoxy))+NH4,876.6712504,841.6341304,583.4357764,555.4044764,619.4720764
OxTG(18:4_20:4_15:1(Ke_or_Epoxy))+NH4,890.6868504,855.6497304,597.4513764,569.4200764,619.4720764
OxTG(18:4_20:4_16:1(Ke_or_Epoxy))+NH4,904.7025504,869.6654304,611.4670764,583.4357764,619.4720764
OxTG(18:4_20:4_17:1(Ke_or_Epoxy))+NH4,918.7181504,883.6810304,625.4826764,597.4513764,619.4720764
OxTG(18:4_20:4_17:2(Ke_or_Epoxy))+NH4,916.7025504,881.6654304,623.4670764,595.4357764,619.4720764
OxTG(18:4_20:4_18:1(Ke_or_Epoxy))+NH4,932.7338504,897.6967304,639.4983764,611.4670764,619.4720764
OxTG(18:4_20:4_18:2(Ke_or_Epoxy))+NH4,930.7181504,895.6810304,637.4826764,609.4513764,619.4720764
OxTG(18:4_20:4_18:3(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,635.4670764,607.4357764,619.4720764
OxTG(18:4_20:4_18:4(Ke_or_Epoxy))+NH4,926.6868504,891.6497304,633.4513764,605.4200764,619.4720764
OxTG(18:4_20:4_20:1(Ke_or_Epoxy))+NH4,960.7651504,925.7280304,667.5296764,639.4983764,619.4720764
OxTG(18:4_20:4_20:2(Ke_or_Epoxy))+NH4,958.7494504,923.7123304,665.5139764,637.4826764,619.4720764
OxTG(18:4_20:4_20:3(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,663.4983764,635.4670764,619.4720764
OxTG(18:4_20:4_20:5(Ke_or_Epoxy))+NH4,952.7025504,917.6654304,659.4670764,631.4357764,619.4720764
OxTG(18:4_20:4_22:1(Ke_or_Epoxy))+NH4,988.7964504,953.7593304,695.5609764,667.5296764,619.4720764
OxTG(18:4_20:4_22:2(Ke_or_Epoxy))+NH4,986.7807504,951.7436304,693.5452764,665.5139764,619.4720764
OxTG(18:4_20:4_22:3(Ke_or_Epoxy))+NH4,984.7651504,949.7280304,691.5296764,663.4983764,619.4720764
OxTG(18:4_20:4_22:4(Ke_or_Epoxy))+NH4,982.7494504,947.7123304,689.5139764,661.4826764,619.4720764
OxTG(18:4_20:4_22:5(Ke_or_Epoxy))+NH4,980.7338504,945.6967304,687.4983764,659.4670764,619.4720764
OxTG(18:4_20:4_22:6(Ke_or_Epoxy))+NH4,978.7181504,943.6810304,685.4826764,657.4513764,619.4720764
OxTG(18:4_20:4_24:1(Ke_or_Epoxy))+NH4,1016.82775,981.7906304,723.5922764,695.5609764,619.4720764
OxTG(18:4_20:5_14:1(Ke_or_Epoxy))+NH4,874.6556504,839.6185304,581.4201764,555.4044764,617.4564764
OxTG(18:4_20:5_15:1(Ke_or_Epoxy))+NH4,888.6712504,853.6341304,595.4357764,569.4200764,617.4564764
OxTG(18:4_20:5_16:1(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,609.4514764,583.4357764,617.4564764
OxTG(18:4_20:5_17:1(Ke_or_Epoxy))+NH4,916.7025504,881.6654304,623.4670764,597.4513764,617.4564764
OxTG(18:4_20:5_17:2(Ke_or_Epoxy))+NH4,914.6869504,879.6498304,621.4514764,595.4357764,617.4564764
OxTG(18:4_20:5_18:1(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,637.4827764,611.4670764,617.4564764
OxTG(18:4_20:5_18:2(Ke_or_Epoxy))+NH4,928.7025504,893.6654304,635.4670764,609.4513764,617.4564764
OxTG(18:4_20:5_18:3(Ke_or_Epoxy))+NH4,926.6869504,891.6498304,633.4514764,607.4357764,617.4564764
OxTG(18:4_20:5_18:4(Ke_or_Epoxy))+NH4,924.6712504,889.6341304,631.4357764,605.4200764,617.4564764
OxTG(18:4_20:5_20:1(Ke_or_Epoxy))+NH4,958.7495504,923.7124304,665.5140764,639.4983764,617.4564764
OxTG(18:4_20:5_20:2(Ke_or_Epoxy))+NH4,956.7338504,921.6967304,663.4983764,637.4826764,617.4564764
OxTG(18:4_20:5_20:3(Ke_or_Epoxy))+NH4,954.7182504,919.6811304,661.4827764,635.4670764,617.4564764
OxTG(18:4_20:5_20:5(Ke_or_Epoxy))+NH4,950.6869504,915.6498304,657.4514764,631.4357764,617.4564764
OxTG(18:4_20:5_22:1(Ke_or_Epoxy))+NH4,986.7808504,951.7437304,693.5453764,667.5296764,617.4564764
OxTG(18:4_20:5_22:2(Ke_or_Epoxy))+NH4,984.7651504,949.7280304,691.5296764,665.5139764,617.4564764
OxTG(18:4_20:5_22:3(Ke_or_Epoxy))+NH4,982.7495504,947.7124304,689.5140764,663.4983764,617.4564764
OxTG(18:4_20:5_22:4(Ke_or_Epoxy))+NH4,980.7338504,945.6967304,687.4983764,661.4826764,617.4564764
OxTG(18:4_20:5_22:5(Ke_or_Epoxy))+NH4,978.7182504,943.6811304,685.4827764,659.4670764,617.4564764
OxTG(18:4_20:5_22:6(Ke_or_Epoxy))+NH4,976.7025504,941.6654304,683.4670764,657.4513764,617.4564764
OxTG(18:4_20:5_24:1(Ke_or_Epoxy))+NH4,1014.81215,979.7750304,721.5766764,695.5609764,617.4564764
OxTG(18:4_22:5_14:1(Ke_or_Epoxy))+NH4,902.6869504,867.6498304,609.4514764,555.4044764,645.4877764
OxTG(18:4_22:5_15:1(Ke_or_Epoxy))+NH4,916.7025504,881.6654304,623.4670764,569.4200764,645.4877764
OxTG(18:4_22:5_16:1(Ke_or_Epoxy))+NH4,930.7182504,895.6811304,637.4827764,583.4357764,645.4877764
