DLCL-PGlike,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R1+R2)+56+18
DLCL-PGlike(18:4_17:0)-H,909.489968,152.995833,171.006398,275.201654,269.248604,681.450079,405.241149,411.194199,423.251714,429.204764,737.476293,817.442624,755.486858
DLCL-PGlike(18:4_17:1)-H,907.474318,152.995833,171.006398,275.201654,267.232954,679.434429,403.225499,411.194199,421.236064,429.204764,735.460643,815.426974,753.471208
DLCL-PGlike(18:4_17:2)-H,905.458668,152.995833,171.006398,275.201654,265.217304,677.418779,401.209849,411.194199,419.220414,429.204764,733.444993,813.411324,751.455558
DLCL-PGlike(18:4_18:0)-H,923.505618,152.995833,171.006398,275.201654,283.264254,695.465729,419.256799,411.194199,437.267364,429.204764,751.491943,831.458274,769.502508
DLCL-PGlike(18:4_18:1)-H,921.489968,152.995833,171.006398,275.201654,281.248604,693.450079,417.241149,411.194199,435.251714,429.204764,749.476293,829.442624,767.486858
DLCL-PGlike(18:4_18:2)-H,919.474318,152.995833,171.006398,275.201654,279.232954,691.434429,415.225499,411.194199,433.236064,429.204764,747.460643,827.426974,765.471208
DLCL-PGlike(18:4_18:3)-H,917.458668,152.995833,171.006398,275.201654,277.217304,689.418779,413.209849,411.194199,431.220414,429.204764,745.444993,825.411324,763.455558
DLCL-PGlike(18:4_18:4)-H,915.443018,152.995833,171.006398,275.201654,275.201654,687.403129,411.194199,411.194199,429.204764,429.204764,743.429343,823.395674,761.439908
DLCL-PGlike(18:4_18:4)-H,913.427368,152.995833,171.006398,275.201654,273.186004,685.387479,409.178549,411.194199,427.189114,429.204764,741.413693,821.380024,759.424258
DLCL-PGlike(18:4_19:0)-H,937.521268,152.995833,171.006398,275.201654,297.279904,709.481379,433.272449,411.194199,451.283014,429.204764,765.507593,845.473924,783.518158
DLCL-PGlike(18:4_19:1)-H,935.505608,152.995833,171.006398,275.201654,295.264244,707.465719,431.256789,411.194199,449.267354,429.204764,763.491933,843.458264,781.502498
DLCL-PGlike(18:4_20:0)-H,951.536918,152.995833,171.006398,275.201654,311.295554,723.497029,447.288099,411.194199,465.298664,429.204764,779.523243,859.489574,797.533808
DLCL-PGlike(18:4_20:1)-H,949.521268,152.995833,171.006398,275.201654,309.279904,721.481379,445.272449,411.194199,463.283014,429.204764,777.507593,857.473924,795.518158
DLCL-PGlike(18:4_20:2)-H,947.505618,152.995833,171.006398,275.201654,307.264254,719.465729,443.256799,411.194199,461.267364,429.204764,775.491943,855.458274,793.502508
DLCL-PGlike(18:4_20:3)-H,945.489968,152.995833,171.006398,275.201654,305.248604,717.450079,441.241149,411.194199,459.251714,429.204764,773.476293,853.442624,791.486858
DLCL-PGlike(18:4_20:4)-H,943.474318,152.995833,171.006398,275.201654,303.232954,715.434429,439.225499,411.194199,457.236064,429.204764,771.460643,851.426974,789.471208
DLCL-PGlike(18:4_20:5)-H,941.458668,152.995833,171.006398,275.201654,301.217304,713.418779,437.209849,411.194199,455.220414,429.204764,769.444993,849.411324,787.455558
DLCL-PGlike(18:4_21:0)-H,965.552568,152.995833,171.006398,275.201654,325.311204,737.512679,461.303749,411.194199,479.314314,429.204764,793.538893,873.505224,811.549458
DLCL-PGlike(18:4_22:0)-H,979.568218,152.995833,171.006398,275.201654,339.326854,751.528329,475.319399,411.194199,493.329964,429.204764,807.554543,887.520874,825.565108
DLCL-PGlike(18:4_22:1)-H,977.552568,152.995833,171.006398,275.201654,337.311204,749.512679,473.303749,411.194199,491.314314,429.204764,805.538893,885.505224,823.549458
DLCL-PGlike(18:4_22:2)-H,975.536918,152.995833,171.006398,275.201654,335.295554,747.497029,471.288099,411.194199,489.298664,429.204764,803.523243,883.489574,821.533808
DLCL-PGlike(18:4_22:3)-H,973.521268,152.995833,171.006398,275.201654,333.279904,745.481379,469.272449,411.194199,487.283014,429.204764,801.507593,881.473924,819.518158
DLCL-PGlike(18:4_22:4)-H,971.505618,152.995833,171.006398,275.201654,331.264254,743.465729,467.256799,411.194199,485.267364,429.204764,799.491943,879.458274,817.502508
DLCL-PGlike(18:4_22:5)-H,969.489968,152.995833,171.006398,275.201654,329.248604,741.450079,465.241149,411.194199,483.251714,429.204764,797.476293,877.442624,815.486858
DLCL-PGlike(18:4_22:6)-H,967.474318,152.995833,171.006398,275.201654,327.232954,739.434429,463.225499,411.194199,481.236064,429.204764,795.460643,875.426974,813.471208
DLCL-PGlike(18:4_23:0)-H,993.583868,152.995833,171.006398,275.201654,353.342504,765.543979,489.335049,411.194199,507.345614,429.204764,821.570193,901.536524,839.580758
DLCL-PGlike(18:4_24:0)-H,1007.599518,152.995833,171.006398,275.201654,367.358154,779.559629,503.350699,411.194199,521.361264,429.204764,835.585843,915.552174,853.596408
DLCL-PGlike(18:4_24:1)-H,1005.583868,152.995833,171.006398,275.201654,365.342504,777.543979,501.335049,411.194199,519.345614,429.204764,833.570193,913.536524,851.580758
DLCL-PGlike(18:4_25:0)-H,1021.615168,152.995833,171.006398,275.201654,381.373804,793.575279,517.366349,411.194199,535.376914,429.204764,849.601493,929.567824,867.612058
DLCL-PGlike(18:4_26:0)-H,1035.630818,152.995833,171.006398,275.201654,395.389454,807.590929,531.381999,411.194199,549.392564,429.204764,863.617143,943.583474,881.627708
DLCL-PGlike(18:4_8:0)-H,781.333467,152.995833,171.006398,273.186004,143.107753,553.293578,279.100298,409.178549,297.110863,427.189114,609.319792,689.286123,627.330357
DLCL-PGlike(18:4_10:0)-H,809.364768,152.995833,171.006398,273.186004,171.139054,581.324879,307.131599,409.178549,325.142164,427.189114,637.351093,717.317424,655.361658
DLCL-PGlike(18:4_12:0)-H,837.396068,152.995833,171.006398,273.186004,199.170354,609.356179,335.162899,409.178549,353.173464,427.189114,665.382393,745.348724,683.392958
DLCL-PGlike(18:4_13:0)-H,851.411718,152.995833,171.006398,273.186004,213.186004,623.371829,349.178549,409.178549,367.189114,427.189114,679.398043,759.364374,697.408608
DLCL-PGlike(18:4_14:0)-H,865.427368,152.995833,171.006398,273.186004,227.201654,637.387479,363.194199,409.178549,381.204764,427.189114,693.413693,773.380024,711.424258
DLCL-PGlike(18:4_14:1)-H,863.411718,152.995833,171.006398,273.186004,225.186004,635.371829,361.178549,409.178549,379.189114,427.189114,691.398043,771.364374,709.408608
DLCL-PGlike(18:4_15:0)-H,879.443018,152.995833,171.006398,273.186004,241.217304,651.403129,377.209849,409.178549,395.220414,427.189114,707.429343,787.395674,725.439908
DLCL-PGlike(18:4_15:1)-H,877.427368,152.995833,171.006398,273.186004,239.201654,649.387479,375.194199,409.178549,393.204764,427.189114,705.413693,785.380024,723.424258
DLCL-PGlike(18:4_16:0)-H,893.458668,152.995833,171.006398,273.186004,255.232954,665.418779,391.225499,409.178549,409.236064,427.189114,721.444993,801.411324,739.455558
DLCL-PGlike(18:4_16:1)-H,891.443018,152.995833,171.006398,273.186004,253.217304,663.403129,389.209849,409.178549,407.220414,427.189114,719.429343,799.395674,737.439908
DLCL-PGlike(18:4_16:2)-H,889.427368,152.995833,171.006398,273.186004,251.201654,661.387479,387.194199,409.178549,405.204764,427.189114,717.413693,797.380024,735.424258
DLCL-PGlike(18:4_16:3)-H,887.411718,152.995833,171.006398,273.186004,249.186004,659.371829,385.178549,409.178549,403.189114,427.189114,715.398043,795.364374,733.408608
DLCL-PGlike(18:4_16:4)-H,885.396068,152.995833,171.006398,273.186004,247.170354,657.356179,383.162899,409.178549,401.173464,427.189114,713.382393,793.348724,731.392958
DLCL-PGlike(18:4_17:0)-H,907.474318,152.995833,171.006398,273.186004,269.248604,679.434429,405.241149,409.178549,423.251714,427.189114,735.460643,815.426974,753.471208
DLCL-PGlike(18:4_17:1)-H,905.458668,152.995833,171.006398,273.186004,267.232954,677.418779,403.225499,409.178549,421.236064,427.189114,733.444993,813.411324,751.455558
DLCL-PGlike(18:4_17:2)-H,903.443018,152.995833,171.006398,273.186004,265.217304,675.403129,401.209849,409.178549,419.220414,427.189114,731.429343,811.395674,749.439908
DLCL-PGlike(18:4_18:0)-H,921.489968,152.995833,171.006398,273.186004,283.264254,693.450079,419.256799,409.178549,437.267364,427.189114,749.476293,829.442624,767.486858
DLCL-PGlike(18:4_18:1)-H,919.474318,152.995833,171.006398,273.186004,281.248604,691.434429,417.241149,409.178549,435.251714,427.189114,747.460643,827.426974,765.471208
DLCL-PGlike(18:4_18:2)-H,917.458668,152.995833,171.006398,273.186004,279.232954,689.418779,415.225499,409.178549,433.236064,427.189114,745.444993,825.411324,763.455558
DLCL-PGlike(18:4_18:3)-H,915.443018,152.995833,171.006398,273.186004,277.217304,687.403129,413.209849,409.178549,431.220414,427.189114,743.429343,823.395674,761.439908
DLCL-PGlike(18:4_18:4)-H,913.427368,152.995833,171.006398,273.186004,275.201654,685.387479,411.194199,409.178549,429.204764,427.189114,741.413693,821.380024,759.424258
DLCL-PGlike(18:4_18:4)-H,911.411718,152.995833,171.006398,273.186004,273.186004,683.371829,409.178549,409.178549,427.189114,427.189114,739.398043,819.364374,757.408608
DLCL-PGlike(18:4_19:0)-H,935.505618,152.995833,171.006398,273.186004,297.279904,707.465729,433.272449,409.178549,451.283014,427.189114,763.491943,843.458274,781.502508
DLCL-PGlike(18:4_19:1)-H,933.489958,152.995833,171.006398,273.186004,295.264244,705.450069,431.256789,409.178549,449.267354,427.189114,761.476283,841.442614,779.486848
DLCL-PGlike(18:4_20:0)-H,949.521268,152.995833,171.006398,273.186004,311.295554,721.481379,447.288099,409.178549,465.298664,427.189114,777.507593,857.473924,795.518158
DLCL-PGlike(18:4_20:1)-H,947.505618,152.995833,171.006398,273.186004,309.279904,719.465729,445.272449,409.178549,463.283014,427.189114,775.491943,855.458274,793.502508
DLCL-PGlike(18:4_20:2)-H,945.489968,152.995833,171.006398,273.186004,307.264254,717.450079,443.256799,409.178549,461.267364,427.189114,773.476293,853.442624,791.486858
DLCL-PGlike(18:4_20:3)-H,943.474318,152.995833,171.006398,273.186004,305.248604,715.434429,441.241149,409.178549,459.251714,427.189114,771.460643,851.426974,789.471208
DLCL-PGlike(18:4_20:4)-H,941.458668,152.995833,171.006398,273.186004,303.232954,713.418779,439.225499,409.178549,457.236064,427.189114,769.444993,849.411324,787.455558
DLCL-PGlike(18:4_20:5)-H,939.443018,152.995833,171.006398,273.186004,301.217304,711.403129,437.209849,409.178549,455.220414,427.189114,767.429343,847.395674,785.439908
DLCL-PGlike(18:4_21:0)-H,963.536918,152.995833,171.006398,273.186004,325.311204,735.497029,461.303749,409.178549,479.314314,427.189114,791.523243,871.489574,809.533808
DLCL-PGlike(18:4_22:0)-H,977.552568,152.995833,171.006398,273.186004,339.326854,749.512679,475.319399,409.178549,493.329964,427.189114,805.538893,885.505224,823.549458
DLCL-PGlike(18:4_22:1)-H,975.536918,152.995833,171.006398,273.186004,337.311204,747.497029,473.303749,409.178549,491.314314,427.189114,803.523243,883.489574,821.533808
DLCL-PGlike(18:4_22:2)-H,973.521268,152.995833,171.006398,273.186004,335.295554,745.481379,471.288099,409.178549,489.298664,427.189114,801.507593,881.473924,819.518158
DLCL-PGlike(18:4_22:3)-H,971.505618,152.995833,171.006398,273.186004,333.279904,743.465729,469.272449,409.178549,487.283014,427.189114,799.491943,879.458274,817.502508
DLCL-PGlike(18:4_22:4)-H,969.489968,152.995833,171.006398,273.186004,331.264254,741.450079,467.256799,409.178549,485.267364,427.189114,797.476293,877.442624,815.486858
DLCL-PGlike(18:4_22:5)-H,967.474318,152.995833,171.006398,273.186004,329.248604,739.434429,465.241149,409.178549,483.251714,427.189114,795.460643,875.426974,813.471208
DLCL-PGlike(18:4_22:6)-H,965.458668,152.995833,171.006398,273.186004,327.232954,737.418779,463.225499,409.178549,481.236064,427.189114,793.444993,873.411324,811.455558
DLCL-PGlike(18:4_23:0)-H,991.568218,152.995833,171.006398,273.186004,353.342504,763.528329,489.335049,409.178549,507.345614,427.189114,819.554543,899.520874,837.565108
DLCL-PGlike(18:4_24:0)-H,1005.583868,152.995833,171.006398,273.186004,367.358154,777.543979,503.350699,409.178549,521.361264,427.189114,833.570193,913.536524,851.580758
DLCL-PGlike(18:4_24:1)-H,1003.568218,152.995833,171.006398,273.186004,365.342504,775.528329,501.335049,409.178549,519.345614,427.189114,831.554543,911.520874,849.565108
DLCL-PGlike(18:4_25:0)-H,1019.599518,152.995833,171.006398,273.186004,381.373804,791.559629,517.366349,409.178549,535.376914,427.189114,847.585843,927.552174,865.596408
DLCL-PGlike(18:4_26:0)-H,1033.615168,152.995833,171.006398,273.186004,395.389454,805.575279,531.381999,409.178549,549.392564,427.189114,861.601493,941.567824,879.612058
DLCL-PGlike(19:0_8:0)-H,805.427367,152.995833,171.006398,297.279904,143.107753,577.387478,279.100298,433.272449,297.110863,451.283014,633.413692,713.380023,651.424257
DLCL-PGlike(19:0_10:0)-H,833.458668,152.995833,171.006398,297.279904,171.139054,605.418779,307.131599,433.272449,325.142164,451.283014,661.444993,741.411324,679.455558
DLCL-PGlike(19:0_12:0)-H,861.489968,152.995833,171.006398,297.279904,199.170354,633.450079,335.162899,433.272449,353.173464,451.283014,689.476293,769.442624,707.486858
DLCL-PGlike(19:0_13:0)-H,875.505618,152.995833,171.006398,297.279904,213.186004,647.465729,349.178549,433.272449,367.189114,451.283014,703.491943,783.458274,721.502508
DLCL-PGlike(19:0_14:0)-H,889.521268,152.995833,171.006398,297.279904,227.201654,661.481379,363.194199,433.272449,381.204764,451.283014,717.507593,797.473924,735.518158
DLCL-PGlike(19:0_14:1)-H,887.505618,152.995833,171.006398,297.279904,225.186004,659.465729,361.178549,433.272449,379.189114,451.283014,715.491943,795.458274,733.502508
DLCL-PGlike(19:0_15:0)-H,903.536918,152.995833,171.006398,297.279904,241.217304,675.497029,377.209849,433.272449,395.220414,451.283014,731.523243,811.489574,749.533808
DLCL-PGlike(19:0_15:1)-H,901.521268,152.995833,171.006398,297.279904,239.201654,673.481379,375.194199,433.272449,393.204764,451.283014,729.507593,809.473924,747.518158
DLCL-PGlike(19:0_16:0)-H,917.552568,152.995833,171.006398,297.279904,255.232954,689.512679,391.225499,433.272449,409.236064,451.283014,745.538893,825.505224,763.549458
DLCL-PGlike(19:0_16:1)-H,915.536918,152.995833,171.006398,297.279904,253.217304,687.497029,389.209849,433.272449,407.220414,451.283014,743.523243,823.489574,761.533808
DLCL-PGlike(19:0_16:2)-H,913.521268,152.995833,171.006398,297.279904,251.201654,685.481379,387.194199,433.272449,405.204764,451.283014,741.507593,821.473924,759.518158
DLCL-PGlike(19:0_16:3)-H,911.505618,152.995833,171.006398,297.279904,249.186004,683.465729,385.178549,433.272449,403.189114,451.283014,739.491943,819.458274,757.502508
DLCL-PGlike(19:0_16:4)-H,909.489968,152.995833,171.006398,297.279904,247.170354,681.450079,383.162899,433.272449,401.173464,451.283014,737.476293,817.442624,755.486858
DLCL-PGlike(19:0_17:0)-H,931.568218,152.995833,171.006398,297.279904,269.248604,703.528329,405.241149,433.272449,423.251714,451.283014,759.554543,839.520874,777.565108
DLCL-PGlike(19:0_17:1)-H,929.552568,152.995833,171.006398,297.279904,267.232954,701.512679,403.225499,433.272449,421.236064,451.283014,757.538893,837.505224,775.549458
DLCL-PGlike(19:0_17:2)-H,927.536918,152.995833,171.006398,297.279904,265.217304,699.497029,401.209849,433.272449,419.220414,451.283014,755.523243,835.489574,773.533808
DLCL-PGlike(19:0_18:0)-H,945.583868,152.995833,171.006398,297.279904,283.264254,717.543979,419.256799,433.272449,437.267364,451.283014,773.570193,853.536524,791.580758
DLCL-PGlike(19:0_18:1)-H,943.568218,152.995833,171.006398,297.279904,281.248604,715.528329,417.241149,433.272449,435.251714,451.283014,771.554543,851.520874,789.565108
DLCL-PGlike(19:0_18:2)-H,941.552568,152.995833,171.006398,297.279904,279.232954,713.512679,415.225499,433.272449,433.236064,451.283014,769.538893,849.505224,787.549458
DLCL-PGlike(19:0_18:3)-H,939.536918,152.995833,171.006398,297.279904,277.217304,711.497029,413.209849,433.272449,431.220414,451.283014,767.523243,847.489574,785.533808
DLCL-PGlike(19:0_18:4)-H,937.521268,152.995833,171.006398,297.279904,275.201654,709.481379,411.194199,433.272449,429.204764,451.283014,765.507593,845.473924,783.518158
DLCL-PGlike(19:0_18:4)-H,935.505618,152.995833,171.006398,297.279904,273.186004,707.465729,409.178549,433.272449,427.189114,451.283014,763.491943,843.458274,781.502508
DLCL-PGlike(19:0_19:0)-H,959.599518,152.995833,171.006398,297.279904,297.279904,731.559629,433.272449,433.272449,451.283014,451.283014,787.585843,867.552174,805.596408
DLCL-PGlike(19:0_19:1)-H,957.583858,152.995833,171.006398,297.279904,295.264244,729.543969,431.256789,433.272449,449.267354,451.283014,785.570183,865.536514,803.580748
DLCL-PGlike(19:0_20:0)-H,973.615168,152.995833,171.006398,297.279904,311.295554,745.575279,447.288099,433.272449,465.298664,451.283014,801.601493,881.567824,819.612058
DLCL-PGlike(19:0_20:1)-H,971.599518,152.995833,171.006398,297.279904,309.279904,743.559629,445.272449,433.272449,463.283014,451.283014,799.585843,879.552174,817.596408
DLCL-PGlike(19:0_20:2)-H,969.583868,152.995833,171.006398,297.279904,307.264254,741.543979,443.256799,433.272449,461.267364,451.283014,797.570193,877.536524,815.580758
DLCL-PGlike(19:0_20:3)-H,967.568218,152.995833,171.006398,297.279904,305.248604,739.528329,441.241149,433.272449,459.251714,451.283014,795.554543,875.520874,813.565108
DLCL-PGlike(19:0_20:4)-H,965.552568,152.995833,171.006398,297.279904,303.232954,737.512679,439.225499,433.272449,457.236064,451.283014,793.538893,873.505224,811.549458
DLCL-PGlike(19:0_20:5)-H,963.536918,152.995833,171.006398,297.279904,301.217304,735.497029,437.209849,433.272449,455.220414,451.283014,791.523243,871.489574,809.533808
DLCL-PGlike(19:0_21:0)-H,987.630818,152.995833,171.006398,297.279904,325.311204,759.590929,461.303749,433.272449,479.314314,451.283014,815.617143,895.583474,833.627708
DLCL-PGlike(19:0_22:0)-H,1001.646468,152.995833,171.006398,297.279904,339.326854,773.606579,475.319399,433.272449,493.329964,451.283014,829.632793,909.599124,847.643358
DLCL-PGlike(19:0_22:1)-H,999.630818,152.995833,171.006398,297.279904,337.311204,771.590929,473.303749,433.272449,491.314314,451.283014,827.617143,907.583474,845.627708
DLCL-PGlike(19:0_22:2)-H,997.615168,152.995833,171.006398,297.279904,335.295554,769.575279,471.288099,433.272449,489.298664,451.283014,825.601493,905.567824,843.612058
DLCL-PGlike(19:0_22:3)-H,995.599518,152.995833,171.006398,297.279904,333.279904,767.559629,469.272449,433.272449,487.283014,451.283014,823.585843,903.552174,841.596408
DLCL-PGlike(19:0_22:4)-H,993.583868,152.995833,171.006398,297.279904,331.264254,765.543979,467.256799,433.272449,485.267364,451.283014,821.570193,901.536524,839.580758
DLCL-PGlike(19:0_22:5)-H,991.568218,152.995833,171.006398,297.279904,329.248604,763.528329,465.241149,433.272449,483.251714,451.283014,819.554543,899.520874,837.565108
DLCL-PGlike(19:0_22:6)-H,989.552568,152.995833,171.006398,297.279904,327.232954,761.512679,463.225499,433.272449,481.236064,451.283014,817.538893,897.505224,835.549458
DLCL-PGlike(19:0_23:0)-H,1015.662118,152.995833,171.006398,297.279904,353.342504,787.622229,489.335049,433.272449,507.345614,451.283014,843.648443,923.614774,861.659008
DLCL-PGlike(19:0_24:0)-H,1029.677768,152.995833,171.006398,297.279904,367.358154,801.637879,503.350699,433.272449,521.361264,451.283014,857.664093,937.630424,875.674658
DLCL-PGlike(19:0_24:1)-H,1027.662118,152.995833,171.006398,297.279904,365.342504,799.622229,501.335049,433.272449,519.345614,451.283014,855.648443,935.614774,873.659008
DLCL-PGlike(19:0_25:0)-H,1043.693418,152.995833,171.006398,297.279904,381.373804,815.653529,517.366349,433.272449,535.376914,451.283014,871.679743,951.646074,889.690308
DLCL-PGlike(19:0_26:0)-H,1057.709068,152.995833,171.006398,297.279904,395.389454,829.669179,531.381999,433.272449,549.392564,451.283014,885.695393,965.661724,903.705958
DLCL-PGlike(19:1_8:0)-H,803.411707,152.995833,171.006398,295.264244,143.107753,575.371818,279.100298,431.256789,297.110863,449.267354,631.398032,711.364363,649.408597
DLCL-PGlike(19:1_10:0)-H,831.443008,152.995833,171.006398,295.264244,171.139054,603.403119,307.131599,431.256789,325.142164,449.267354,659.429333,739.395664,677.439898
DLCL-PGlike(19:1_12:0)-H,859.474308,152.995833,171.006398,295.264244,199.170354,631.434419,335.162899,431.256789,353.173464,449.267354,687.460633,767.426964,705.471198
DLCL-PGlike(19:1_13:0)-H,873.489958,152.995833,171.006398,295.264244,213.186004,645.450069,349.178549,431.256789,367.189114,449.267354,701.476283,781.442614,719.486848
DLCL-PGlike(19:1_14:0)-H,887.505608,152.995833,171.006398,295.264244,227.201654,659.465719,363.194199,431.256789,381.204764,449.267354,715.491933,795.458264,733.502498
DLCL-PGlike(19:1_14:1)-H,885.489958,152.995833,171.006398,295.264244,225.186004,657.450069,361.178549,431.256789,379.189114,449.267354,713.476283,793.442614,731.486848
DLCL-PGlike(19:1_15:0)-H,901.521258,152.995833,171.006398,295.264244,241.217304,673.481369,377.209849,431.256789,395.220414,449.267354,729.507583,809.473914,747.518148
DLCL-PGlike(19:1_15:1)-H,899.505608,152.995833,171.006398,295.264244,239.201654,671.465719,375.194199,431.256789,393.204764,449.267354,727.491933,807.458264,745.502498
DLCL-PGlike(19:1_16:0)-H,915.536908,152.995833,171.006398,295.264244,255.232954,687.497019,391.225499,431.256789,409.236064,449.267354,743.523233,823.489564,761.533798
DLCL-PGlike(19:1_16:1)-H,913.521258,152.995833,171.006398,295.264244,253.217304,685.481369,389.209849,431.256789,407.220414,449.267354,741.507583,821.473914,759.518148
DLCL-PGlike(19:1_16:2)-H,911.505608,152.995833,171.006398,295.264244,251.201654,683.465719,387.194199,431.256789,405.204764,449.267354,739.491933,819.458264,757.502498
DLCL-PGlike(19:1_16:3)-H,909.489958,152.995833,171.006398,295.264244,249.186004,681.450069,385.178549,431.256789,403.189114,449.267354,737.476283,817.442614,755.486848
DLCL-PGlike(19:1_16:4)-H,907.474308,152.995833,171.006398,295.264244,247.170354,679.434419,383.162899,431.256789,401.173464,449.267354,735.460633,815.426964,753.471198
DLCL-PGlike(19:1_17:0)-H,929.552558,152.995833,171.006398,295.264244,269.248604,701.512669,405.241149,431.256789,423.251714,449.267354,757.538883,837.505214,775.549448
DLCL-PGlike(19:1_17:1)-H,927.536908,152.995833,171.006398,295.264244,267.232954,699.497019,403.225499,431.256789,421.236064,449.267354,755.523233,835.489564,773.533798
DLCL-PGlike(19:1_17:2)-H,925.521258,152.995833,171.006398,295.264244,265.217304,697.481369,401.209849,431.256789,419.220414,449.267354,753.507583,833.473914,771.518148
DLCL-PGlike(19:1_18:0)-H,943.568208,152.995833,171.006398,295.264244,283.264254,715.528319,419.256799,431.256789,437.267364,449.267354,771.554533,851.520864,789.565098
DLCL-PGlike(19:1_18:1)-H,941.552558,152.995833,171.006398,295.264244,281.248604,713.512669,417.241149,431.256789,435.251714,449.267354,769.538883,849.505214,787.549448
DLCL-PGlike(19:1_18:2)-H,939.536908,152.995833,171.006398,295.264244,279.232954,711.497019,415.225499,431.256789,433.236064,449.267354,767.523233,847.489564,785.533798
DLCL-PGlike(19:1_18:3)-H,937.521258,152.995833,171.006398,295.264244,277.217304,709.481369,413.209849,431.256789,431.220414,449.267354,765.507583,845.473914,783.518148
DLCL-PGlike(19:1_18:4)-H,935.505608,152.995833,171.006398,295.264244,275.201654,707.465719,411.194199,431.256789,429.204764,449.267354,763.491933,843.458264,781.502498
DLCL-PGlike(19:1_18:4)-H,933.489958,152.995833,171.006398,295.264244,273.186004,705.450069,409.178549,431.256789,427.189114,449.267354,761.476283,841.442614,779.486848
DLCL-PGlike(19:1_19:0)-H,957.583858,152.995833,171.006398,295.264244,297.279904,729.543969,433.272449,431.256789,451.283014,449.267354,785.570183,865.536514,803.580748
DLCL-PGlike(19:1_19:1)-H,955.568198,152.995833,171.006398,295.264244,295.264244,727.528309,431.256789,431.256789,449.267354,449.267354,783.554523,863.520854,801.565088
DLCL-PGlike(19:1_20:0)-H,971.599508,152.995833,171.006398,295.264244,311.295554,743.559619,447.288099,431.256789,465.298664,449.267354,799.585833,879.552164,817.596398
DLCL-PGlike(19:1_20:1)-H,969.583858,152.995833,171.006398,295.264244,309.279904,741.543969,445.272449,431.256789,463.283014,449.267354,797.570183,877.536514,815.580748
DLCL-PGlike(19:1_20:2)-H,967.568208,152.995833,171.006398,295.264244,307.264254,739.528319,443.256799,431.256789,461.267364,449.267354,795.554533,875.520864,813.565098
DLCL-PGlike(19:1_20:3)-H,965.552558,152.995833,171.006398,295.264244,305.248604,737.512669,441.241149,431.256789,459.251714,449.267354,793.538883,873.505214,811.549448
DLCL-PGlike(19:1_20:4)-H,963.536908,152.995833,171.006398,295.264244,303.232954,735.497019,439.225499,431.256789,457.236064,449.267354,791.523233,871.489564,809.533798
DLCL-PGlike(19:1_20:5)-H,961.521258,152.995833,171.006398,295.264244,301.217304,733.481369,437.209849,431.256789,455.220414,449.267354,789.507583,869.473914,807.518148
DLCL-PGlike(19:1_21:0)-H,985.615158,152.995833,171.006398,295.264244,325.311204,757.575269,461.303749,431.256789,479.314314,449.267354,813.601483,893.567814,831.612048
DLCL-PGlike(19:1_22:0)-H,999.630808,152.995833,171.006398,295.264244,339.326854,771.590919,475.319399,431.256789,493.329964,449.267354,827.617133,907.583464,845.627698
DLCL-PGlike(19:1_22:1)-H,997.615158,152.995833,171.006398,295.264244,337.311204,769.575269,473.303749,431.256789,491.314314,449.267354,825.601483,905.567814,843.612048
DLCL-PGlike(19:1_22:2)-H,995.599508,152.995833,171.006398,295.264244,335.295554,767.559619,471.288099,431.256789,489.298664,449.267354,823.585833,903.552164,841.596398
DLCL-PGlike(19:1_22:3)-H,993.583858,152.995833,171.006398,295.264244,333.279904,765.543969,469.272449,431.256789,487.283014,449.267354,821.570183,901.536514,839.580748
DLCL-PGlike(19:1_22:4)-H,991.568208,152.995833,171.006398,295.264244,331.264254,763.528319,467.256799,431.256789,485.267364,449.267354,819.554533,899.520864,837.565098
DLCL-PGlike(19:1_22:5)-H,989.552558,152.995833,171.006398,295.264244,329.248604,761.512669,465.241149,431.256789,483.251714,449.267354,817.538883,897.505214,835.549448
DLCL-PGlike(19:1_22:6)-H,987.536908,152.995833,171.006398,295.264244,327.232954,759.497019,463.225499,431.256789,481.236064,449.267354,815.523233,895.489564,833.533798
DLCL-PGlike(19:1_23:0)-H,1013.646458,152.995833,171.006398,295.264244,353.342504,785.606569,489.335049,431.256789,507.345614,449.267354,841.632783,921.599114,859.643348
DLCL-PGlike(19:1_24:0)-H,1027.662108,152.995833,171.006398,295.264244,367.358154,799.622219,503.350699,431.256789,521.361264,449.267354,855.648433,935.614764,873.658998
DLCL-PGlike(19:1_24:1)-H,1025.646458,152.995833,171.006398,295.264244,365.342504,797.606569,501.335049,431.256789,519.345614,449.267354,853.632783,933.599114,871.643348
DLCL-PGlike(19:1_25:0)-H,1041.677758,152.995833,171.006398,295.264244,381.373804,813.637869,517.366349,431.256789,535.376914,449.267354,869.664083,949.630414,887.674648
DLCL-PGlike(19:1_26:0)-H,1055.693408,152.995833,171.006398,295.264244,395.389454,827.653519,531.381999,431.256789,549.392564,449.267354,883.679733,963.646064,901.690298
DLCL-PGlike(20:0_8:0)-H,819.443017,152.995833,171.006398,311.295554,143.107753,591.403128,279.100298,447.288099,297.110863,465.298664,647.429342,727.395673,665.439907
