DLCL-PGlike,[M-H]-, Glycerol-3-phosphate_NLH2O, Glycerol-3-phosphate,T1_RCOO-,T2_RCOO-,PA(R1+R2),PA(R1+R2)-NL_T1RCOOH,PA(R1+R2)-NL_T2RCOOH,PA(R1+R2)-NL_T1Ketene,PA(R1+R2)-NL_T2Ketene,PA(R1+R2)+56,PA(R1+R2)+136,PA(R1+R2)+56+18
DLCL-PGlike(16:1_20:4)-H,921.489968,152.995833,171.006398,253.217304,303.232954,693.450079,439.225499,389.209849,457.236064,407.220414,749.476293,829.442624,767.486858
DLCL-PGlike(16:1_20:5)-H,919.474318,152.995833,171.006398,253.217304,301.217304,691.434429,437.209849,389.209849,455.220414,407.220414,747.460643,827.426974,765.471208
DLCL-PGlike(16:1_21:0)-H,943.568218,152.995833,171.006398,253.217304,325.311204,715.528329,461.303749,389.209849,479.314314,407.220414,771.554543,851.520874,789.565108
DLCL-PGlike(16:1_22:0)-H,957.583868,152.995833,171.006398,253.217304,339.326854,729.543979,475.319399,389.209849,493.329964,407.220414,785.570193,865.536524,803.580758
DLCL-PGlike(16:1_22:1)-H,955.568218,152.995833,171.006398,253.217304,337.311204,727.528329,473.303749,389.209849,491.314314,407.220414,783.554543,863.520874,801.565108
DLCL-PGlike(16:1_22:2)-H,953.552568,152.995833,171.006398,253.217304,335.295554,725.512679,471.288099,389.209849,489.298664,407.220414,781.538893,861.505224,799.549458
DLCL-PGlike(16:1_22:3)-H,951.536918,152.995833,171.006398,253.217304,333.279904,723.497029,469.272449,389.209849,487.283014,407.220414,779.523243,859.489574,797.533808
DLCL-PGlike(16:1_22:4)-H,949.521268,152.995833,171.006398,253.217304,331.264254,721.481379,467.256799,389.209849,485.267364,407.220414,777.507593,857.473924,795.518158
DLCL-PGlike(16:1_22:5)-H,947.505618,152.995833,171.006398,253.217304,329.248604,719.465729,465.241149,389.209849,483.251714,407.220414,775.491943,855.458274,793.502508
DLCL-PGlike(16:1_22:6)-H,945.489968,152.995833,171.006398,253.217304,327.232954,717.450079,463.225499,389.209849,481.236064,407.220414,773.476293,853.442624,791.486858
DLCL-PGlike(16:1_23:0)-H,971.599518,152.995833,171.006398,253.217304,353.342504,743.559629,489.335049,389.209849,507.345614,407.220414,799.585843,879.552174,817.596408
DLCL-PGlike(16:1_24:0)-H,985.615168,152.995833,171.006398,253.217304,367.358154,757.575279,503.350699,389.209849,521.361264,407.220414,813.601493,893.567824,831.612058
DLCL-PGlike(16:1_24:1)-H,983.599518,152.995833,171.006398,253.217304,365.342504,755.559629,501.335049,389.209849,519.345614,407.220414,811.585843,891.552174,829.596408
DLCL-PGlike(16:1_25:0)-H,999.630818,152.995833,171.006398,253.217304,381.373804,771.590929,517.366349,389.209849,535.376914,407.220414,827.617143,907.583474,845.627708
DLCL-PGlike(16:1_26:0)-H,1013.646468,152.995833,171.006398,253.217304,395.389454,785.606579,531.381999,389.209849,549.392564,407.220414,841.632793,921.599124,859.643358
DLCL-PGlike(16:2_8:0)-H,759.349117,152.995833,171.006398,251.201654,143.107753,531.309228,279.100298,387.194199,297.110863,405.204764,587.335442,667.301773,605.346007
DLCL-PGlike(16:2_10:0)-H,787.380418,152.995833,171.006398,251.201654,171.139054,559.340529,307.131599,387.194199,325.142164,405.204764,615.366743,695.333074,633.377308
DLCL-PGlike(16:2_12:0)-H,815.411718,152.995833,171.006398,251.201654,199.170354,587.371829,335.162899,387.194199,353.173464,405.204764,643.398043,723.364374,661.408608
DLCL-PGlike(16:2_13:0)-H,829.427368,152.995833,171.006398,251.201654,213.186004,601.387479,349.178549,387.194199,367.189114,405.204764,657.413693,737.380024,675.424258
DLCL-PGlike(16:2_14:0)-H,843.443018,152.995833,171.006398,251.201654,227.201654,615.403129,363.194199,387.194199,381.204764,405.204764,671.429343,751.395674,689.439908
DLCL-PGlike(16:2_14:1)-H,841.427368,152.995833,171.006398,251.201654,225.186004,613.387479,361.178549,387.194199,379.189114,405.204764,669.413693,749.380024,687.424258
DLCL-PGlike(16:2_15:0)-H,857.458668,152.995833,171.006398,251.201654,241.217304,629.418779,377.209849,387.194199,395.220414,405.204764,685.444993,765.411324,703.455558
DLCL-PGlike(16:2_15:1)-H,855.443018,152.995833,171.006398,251.201654,239.201654,627.403129,375.194199,387.194199,393.204764,405.204764,683.429343,763.395674,701.439908
DLCL-PGlike(16:2_16:0)-H,871.474318,152.995833,171.006398,251.201654,255.232954,643.434429,391.225499,387.194199,409.236064,405.204764,699.460643,779.426974,717.471208
DLCL-PGlike(16:2_16:1)-H,869.458668,152.995833,171.006398,251.201654,253.217304,641.418779,389.209849,387.194199,407.220414,405.204764,697.444993,777.411324,715.455558
DLCL-PGlike(16:2_16:2)-H,867.443018,152.995833,171.006398,251.201654,251.201654,639.403129,387.194199,387.194199,405.204764,405.204764,695.429343,775.395674,713.439908
DLCL-PGlike(16:2_16:3)-H,865.427368,152.995833,171.006398,251.201654,249.186004,637.387479,385.178549,387.194199,403.189114,405.204764,693.413693,773.380024,711.424258
DLCL-PGlike(16:2_16:4)-H,863.411718,152.995833,171.006398,251.201654,247.170354,635.371829,383.162899,387.194199,401.173464,405.204764,691.398043,771.364374,709.408608
DLCL-PGlike(16:2_17:0)-H,885.489968,152.995833,171.006398,251.201654,269.248604,657.450079,405.241149,387.194199,423.251714,405.204764,713.476293,793.442624,731.486858
DLCL-PGlike(16:2_17:1)-H,883.474318,152.995833,171.006398,251.201654,267.232954,655.434429,403.225499,387.194199,421.236064,405.204764,711.460643,791.426974,729.471208
DLCL-PGlike(16:2_17:2)-H,881.458668,152.995833,171.006398,251.201654,265.217304,653.418779,401.209849,387.194199,419.220414,405.204764,709.444993,789.411324,727.455558
DLCL-PGlike(16:2_18:0)-H,899.505618,152.995833,171.006398,251.201654,283.264254,671.465729,419.256799,387.194199,437.267364,405.204764,727.491943,807.458274,745.502508
DLCL-PGlike(16:2_18:1)-H,897.489968,152.995833,171.006398,251.201654,281.248604,669.450079,417.241149,387.194199,435.251714,405.204764,725.476293,805.442624,743.486858
DLCL-PGlike(16:2_18:2)-H,895.474318,152.995833,171.006398,251.201654,279.232954,667.434429,415.225499,387.194199,433.236064,405.204764,723.460643,803.426974,741.471208
DLCL-PGlike(16:2_18:3)-H,893.458668,152.995833,171.006398,251.201654,277.217304,665.418779,413.209849,387.194199,431.220414,405.204764,721.444993,801.411324,739.455558
DLCL-PGlike(16:2_18:4)-H,891.443018,152.995833,171.006398,251.201654,275.201654,663.403129,411.194199,387.194199,429.204764,405.204764,719.429343,799.395674,737.439908
DLCL-PGlike(16:2_18:4)-H,889.427368,152.995833,171.006398,251.201654,273.186004,661.387479,409.178549,387.194199,427.189114,405.204764,717.413693,797.380024,735.424258
DLCL-PGlike(16:2_19:0)-H,913.521268,152.995833,171.006398,251.201654,297.279904,685.481379,433.272449,387.194199,451.283014,405.204764,741.507593,821.473924,759.518158
DLCL-PGlike(16:2_19:1)-H,911.505608,152.995833,171.006398,251.201654,295.264244,683.465719,431.256789,387.194199,449.267354,405.204764,739.491933,819.458264,757.502498
DLCL-PGlike(16:2_20:0)-H,927.536918,152.995833,171.006398,251.201654,311.295554,699.497029,447.288099,387.194199,465.298664,405.204764,755.523243,835.489574,773.533808
DLCL-PGlike(16:2_20:1)-H,925.521268,152.995833,171.006398,251.201654,309.279904,697.481379,445.272449,387.194199,463.283014,405.204764,753.507593,833.473924,771.518158
DLCL-PGlike(16:2_20:2)-H,923.505618,152.995833,171.006398,251.201654,307.264254,695.465729,443.256799,387.194199,461.267364,405.204764,751.491943,831.458274,769.502508
DLCL-PGlike(16:2_20:3)-H,921.489968,152.995833,171.006398,251.201654,305.248604,693.450079,441.241149,387.194199,459.251714,405.204764,749.476293,829.442624,767.486858
DLCL-PGlike(16:2_20:4)-H,919.474318,152.995833,171.006398,251.201654,303.232954,691.434429,439.225499,387.194199,457.236064,405.204764,747.460643,827.426974,765.471208
DLCL-PGlike(16:2_20:5)-H,917.458668,152.995833,171.006398,251.201654,301.217304,689.418779,437.209849,387.194199,455.220414,405.204764,745.444993,825.411324,763.455558
DLCL-PGlike(16:2_21:0)-H,941.552568,152.995833,171.006398,251.201654,325.311204,713.512679,461.303749,387.194199,479.314314,405.204764,769.538893,849.505224,787.549458
DLCL-PGlike(16:2_22:0)-H,955.568218,152.995833,171.006398,251.201654,339.326854,727.528329,475.319399,387.194199,493.329964,405.204764,783.554543,863.520874,801.565108
DLCL-PGlike(16:2_22:1)-H,953.552568,152.995833,171.006398,251.201654,337.311204,725.512679,473.303749,387.194199,491.314314,405.204764,781.538893,861.505224,799.549458
DLCL-PGlike(16:2_22:2)-H,951.536918,152.995833,171.006398,251.201654,335.295554,723.497029,471.288099,387.194199,489.298664,405.204764,779.523243,859.489574,797.533808
DLCL-PGlike(16:2_22:3)-H,949.521268,152.995833,171.006398,251.201654,333.279904,721.481379,469.272449,387.194199,487.283014,405.204764,777.507593,857.473924,795.518158
DLCL-PGlike(16:2_22:4)-H,947.505618,152.995833,171.006398,251.201654,331.264254,719.465729,467.256799,387.194199,485.267364,405.204764,775.491943,855.458274,793.502508
DLCL-PGlike(16:2_22:5)-H,945.489968,152.995833,171.006398,251.201654,329.248604,717.450079,465.241149,387.194199,483.251714,405.204764,773.476293,853.442624,791.486858
DLCL-PGlike(16:2_22:6)-H,943.474318,152.995833,171.006398,251.201654,327.232954,715.434429,463.225499,387.194199,481.236064,405.204764,771.460643,851.426974,789.471208
DLCL-PGlike(16:2_23:0)-H,969.583868,152.995833,171.006398,251.201654,353.342504,741.543979,489.335049,387.194199,507.345614,405.204764,797.570193,877.536524,815.580758
DLCL-PGlike(16:2_24:0)-H,983.599518,152.995833,171.006398,251.201654,367.358154,755.559629,503.350699,387.194199,521.361264,405.204764,811.585843,891.552174,829.596408
DLCL-PGlike(16:2_24:1)-H,981.583868,152.995833,171.006398,251.201654,365.342504,753.543979,501.335049,387.194199,519.345614,405.204764,809.570193,889.536524,827.580758
DLCL-PGlike(16:2_25:0)-H,997.615168,152.995833,171.006398,251.201654,381.373804,769.575279,517.366349,387.194199,535.376914,405.204764,825.601493,905.567824,843.612058
DLCL-PGlike(16:2_26:0)-H,1011.630818,152.995833,171.006398,251.201654,395.389454,783.590929,531.381999,387.194199,549.392564,405.204764,839.617143,919.583474,857.627708
DLCL-PGlike(16:3_8:0)-H,757.333467,152.995833,171.006398,249.186004,143.107753,529.293578,279.100298,385.178549,297.110863,403.189114,585.319792,665.286123,603.330357
DLCL-PGlike(16:3_10:0)-H,785.364768,152.995833,171.006398,249.186004,171.139054,557.324879,307.131599,385.178549,325.142164,403.189114,613.351093,693.317424,631.361658
DLCL-PGlike(16:3_12:0)-H,813.396068,152.995833,171.006398,249.186004,199.170354,585.356179,335.162899,385.178549,353.173464,403.189114,641.382393,721.348724,659.392958
DLCL-PGlike(16:3_13:0)-H,827.411718,152.995833,171.006398,249.186004,213.186004,599.371829,349.178549,385.178549,367.189114,403.189114,655.398043,735.364374,673.408608
DLCL-PGlike(16:3_14:0)-H,841.427368,152.995833,171.006398,249.186004,227.201654,613.387479,363.194199,385.178549,381.204764,403.189114,669.413693,749.380024,687.424258
DLCL-PGlike(16:3_14:1)-H,839.411718,152.995833,171.006398,249.186004,225.186004,611.371829,361.178549,385.178549,379.189114,403.189114,667.398043,747.364374,685.408608
DLCL-PGlike(16:3_15:0)-H,855.443018,152.995833,171.006398,249.186004,241.217304,627.403129,377.209849,385.178549,395.220414,403.189114,683.429343,763.395674,701.439908
DLCL-PGlike(16:3_15:1)-H,853.427368,152.995833,171.006398,249.186004,239.201654,625.387479,375.194199,385.178549,393.204764,403.189114,681.413693,761.380024,699.424258
DLCL-PGlike(16:3_16:0)-H,869.458668,152.995833,171.006398,249.186004,255.232954,641.418779,391.225499,385.178549,409.236064,403.189114,697.444993,777.411324,715.455558
DLCL-PGlike(16:3_16:1)-H,867.443018,152.995833,171.006398,249.186004,253.217304,639.403129,389.209849,385.178549,407.220414,403.189114,695.429343,775.395674,713.439908
DLCL-PGlike(16:3_16:2)-H,865.427368,152.995833,171.006398,249.186004,251.201654,637.387479,387.194199,385.178549,405.204764,403.189114,693.413693,773.380024,711.424258
DLCL-PGlike(16:3_16:3)-H,863.411718,152.995833,171.006398,249.186004,249.186004,635.371829,385.178549,385.178549,403.189114,403.189114,691.398043,771.364374,709.408608
DLCL-PGlike(16:3_16:4)-H,861.396068,152.995833,171.006398,249.186004,247.170354,633.356179,383.162899,385.178549,401.173464,403.189114,689.382393,769.348724,707.392958
DLCL-PGlike(16:3_17:0)-H,883.474318,152.995833,171.006398,249.186004,269.248604,655.434429,405.241149,385.178549,423.251714,403.189114,711.460643,791.426974,729.471208
DLCL-PGlike(16:3_17:1)-H,881.458668,152.995833,171.006398,249.186004,267.232954,653.418779,403.225499,385.178549,421.236064,403.189114,709.444993,789.411324,727.455558
DLCL-PGlike(16:3_17:2)-H,879.443018,152.995833,171.006398,249.186004,265.217304,651.403129,401.209849,385.178549,419.220414,403.189114,707.429343,787.395674,725.439908
DLCL-PGlike(16:3_18:0)-H,897.489968,152.995833,171.006398,249.186004,283.264254,669.450079,419.256799,385.178549,437.267364,403.189114,725.476293,805.442624,743.486858
DLCL-PGlike(16:3_18:1)-H,895.474318,152.995833,171.006398,249.186004,281.248604,667.434429,417.241149,385.178549,435.251714,403.189114,723.460643,803.426974,741.471208
DLCL-PGlike(16:3_18:2)-H,893.458668,152.995833,171.006398,249.186004,279.232954,665.418779,415.225499,385.178549,433.236064,403.189114,721.444993,801.411324,739.455558
DLCL-PGlike(16:3_18:3)-H,891.443018,152.995833,171.006398,249.186004,277.217304,663.403129,413.209849,385.178549,431.220414,403.189114,719.429343,799.395674,737.439908
DLCL-PGlike(16:3_18:4)-H,889.427368,152.995833,171.006398,249.186004,275.201654,661.387479,411.194199,385.178549,429.204764,403.189114,717.413693,797.380024,735.424258
DLCL-PGlike(16:3_18:4)-H,887.411718,152.995833,171.006398,249.186004,273.186004,659.371829,409.178549,385.178549,427.189114,403.189114,715.398043,795.364374,733.408608
DLCL-PGlike(16:3_19:0)-H,911.505618,152.995833,171.006398,249.186004,297.279904,683.465729,433.272449,385.178549,451.283014,403.189114,739.491943,819.458274,757.502508
DLCL-PGlike(16:3_19:1)-H,909.489958,152.995833,171.006398,249.186004,295.264244,681.450069,431.256789,385.178549,449.267354,403.189114,737.476283,817.442614,755.486848
DLCL-PGlike(16:3_20:0)-H,925.521268,152.995833,171.006398,249.186004,311.295554,697.481379,447.288099,385.178549,465.298664,403.189114,753.507593,833.473924,771.518158
DLCL-PGlike(16:3_20:1)-H,923.505618,152.995833,171.006398,249.186004,309.279904,695.465729,445.272449,385.178549,463.283014,403.189114,751.491943,831.458274,769.502508
DLCL-PGlike(16:3_20:2)-H,921.489968,152.995833,171.006398,249.186004,307.264254,693.450079,443.256799,385.178549,461.267364,403.189114,749.476293,829.442624,767.486858
DLCL-PGlike(16:3_20:3)-H,919.474318,152.995833,171.006398,249.186004,305.248604,691.434429,441.241149,385.178549,459.251714,403.189114,747.460643,827.426974,765.471208
DLCL-PGlike(16:3_20:4)-H,917.458668,152.995833,171.006398,249.186004,303.232954,689.418779,439.225499,385.178549,457.236064,403.189114,745.444993,825.411324,763.455558
DLCL-PGlike(16:3_20:5)-H,915.443018,152.995833,171.006398,249.186004,301.217304,687.403129,437.209849,385.178549,455.220414,403.189114,743.429343,823.395674,761.439908
DLCL-PGlike(16:3_21:0)-H,939.536918,152.995833,171.006398,249.186004,325.311204,711.497029,461.303749,385.178549,479.314314,403.189114,767.523243,847.489574,785.533808
DLCL-PGlike(16:3_22:0)-H,953.552568,152.995833,171.006398,249.186004,339.326854,725.512679,475.319399,385.178549,493.329964,403.189114,781.538893,861.505224,799.549458
DLCL-PGlike(16:3_22:1)-H,951.536918,152.995833,171.006398,249.186004,337.311204,723.497029,473.303749,385.178549,491.314314,403.189114,779.523243,859.489574,797.533808
DLCL-PGlike(16:3_22:2)-H,949.521268,152.995833,171.006398,249.186004,335.295554,721.481379,471.288099,385.178549,489.298664,403.189114,777.507593,857.473924,795.518158
DLCL-PGlike(16:3_22:3)-H,947.505618,152.995833,171.006398,249.186004,333.279904,719.465729,469.272449,385.178549,487.283014,403.189114,775.491943,855.458274,793.502508
DLCL-PGlike(16:3_22:4)-H,945.489968,152.995833,171.006398,249.186004,331.264254,717.450079,467.256799,385.178549,485.267364,403.189114,773.476293,853.442624,791.486858
DLCL-PGlike(16:3_22:5)-H,943.474318,152.995833,171.006398,249.186004,329.248604,715.434429,465.241149,385.178549,483.251714,403.189114,771.460643,851.426974,789.471208
DLCL-PGlike(16:3_22:6)-H,941.458668,152.995833,171.006398,249.186004,327.232954,713.418779,463.225499,385.178549,481.236064,403.189114,769.444993,849.411324,787.455558
DLCL-PGlike(16:3_23:0)-H,967.568218,152.995833,171.006398,249.186004,353.342504,739.528329,489.335049,385.178549,507.345614,403.189114,795.554543,875.520874,813.565108
DLCL-PGlike(16:3_24:0)-H,981.583868,152.995833,171.006398,249.186004,367.358154,753.543979,503.350699,385.178549,521.361264,403.189114,809.570193,889.536524,827.580758
DLCL-PGlike(16:3_24:1)-H,979.568218,152.995833,171.006398,249.186004,365.342504,751.528329,501.335049,385.178549,519.345614,403.189114,807.554543,887.520874,825.565108
DLCL-PGlike(16:3_25:0)-H,995.599518,152.995833,171.006398,249.186004,381.373804,767.559629,517.366349,385.178549,535.376914,403.189114,823.585843,903.552174,841.596408
DLCL-PGlike(16:3_26:0)-H,1009.615168,152.995833,171.006398,249.186004,395.389454,781.575279,531.381999,385.178549,549.392564,403.189114,837.601493,917.567824,855.612058
DLCL-PGlike(16:4_8:0)-H,755.317817,152.995833,171.006398,247.170354,143.107753,527.277928,279.100298,383.162899,297.110863,401.173464,583.304142,663.270473,601.314707
DLCL-PGlike(16:4_10:0)-H,783.349118,152.995833,171.006398,247.170354,171.139054,555.309229,307.131599,383.162899,325.142164,401.173464,611.335443,691.301774,629.346008
DLCL-PGlike(16:4_12:0)-H,811.380418,152.995833,171.006398,247.170354,199.170354,583.340529,335.162899,383.162899,353.173464,401.173464,639.366743,719.333074,657.377308
DLCL-PGlike(16:4_13:0)-H,825.396068,152.995833,171.006398,247.170354,213.186004,597.356179,349.178549,383.162899,367.189114,401.173464,653.382393,733.348724,671.392958
DLCL-PGlike(16:4_14:0)-H,839.411718,152.995833,171.006398,247.170354,227.201654,611.371829,363.194199,383.162899,381.204764,401.173464,667.398043,747.364374,685.408608
DLCL-PGlike(16:4_14:1)-H,837.396068,152.995833,171.006398,247.170354,225.186004,609.356179,361.178549,383.162899,379.189114,401.173464,665.382393,745.348724,683.392958
DLCL-PGlike(16:4_15:0)-H,853.427368,152.995833,171.006398,247.170354,241.217304,625.387479,377.209849,383.162899,395.220414,401.173464,681.413693,761.380024,699.424258
DLCL-PGlike(16:4_15:1)-H,851.411718,152.995833,171.006398,247.170354,239.201654,623.371829,375.194199,383.162899,393.204764,401.173464,679.398043,759.364374,697.408608
DLCL-PGlike(16:4_16:0)-H,867.443018,152.995833,171.006398,247.170354,255.232954,639.403129,391.225499,383.162899,409.236064,401.173464,695.429343,775.395674,713.439908
DLCL-PGlike(16:4_16:1)-H,865.427368,152.995833,171.006398,247.170354,253.217304,637.387479,389.209849,383.162899,407.220414,401.173464,693.413693,773.380024,711.424258
DLCL-PGlike(16:4_16:2)-H,863.411718,152.995833,171.006398,247.170354,251.201654,635.371829,387.194199,383.162899,405.204764,401.173464,691.398043,771.364374,709.408608
DLCL-PGlike(16:4_16:3)-H,861.396068,152.995833,171.006398,247.170354,249.186004,633.356179,385.178549,383.162899,403.189114,401.173464,689.382393,769.348724,707.392958
DLCL-PGlike(16:4_16:4)-H,859.380418,152.995833,171.006398,247.170354,247.170354,631.340529,383.162899,383.162899,401.173464,401.173464,687.366743,767.333074,705.377308
DLCL-PGlike(16:4_17:0)-H,881.458668,152.995833,171.006398,247.170354,269.248604,653.418779,405.241149,383.162899,423.251714,401.173464,709.444993,789.411324,727.455558
DLCL-PGlike(16:4_17:1)-H,879.443018,152.995833,171.006398,247.170354,267.232954,651.403129,403.225499,383.162899,421.236064,401.173464,707.429343,787.395674,725.439908
DLCL-PGlike(16:4_17:2)-H,877.427368,152.995833,171.006398,247.170354,265.217304,649.387479,401.209849,383.162899,419.220414,401.173464,705.413693,785.380024,723.424258
DLCL-PGlike(16:4_18:0)-H,895.474318,152.995833,171.006398,247.170354,283.264254,667.434429,419.256799,383.162899,437.267364,401.173464,723.460643,803.426974,741.471208
DLCL-PGlike(16:4_18:1)-H,893.458668,152.995833,171.006398,247.170354,281.248604,665.418779,417.241149,383.162899,435.251714,401.173464,721.444993,801.411324,739.455558
DLCL-PGlike(16:4_18:2)-H,891.443018,152.995833,171.006398,247.170354,279.232954,663.403129,415.225499,383.162899,433.236064,401.173464,719.429343,799.395674,737.439908
DLCL-PGlike(16:4_18:3)-H,889.427368,152.995833,171.006398,247.170354,277.217304,661.387479,413.209849,383.162899,431.220414,401.173464,717.413693,797.380024,735.424258
DLCL-PGlike(16:4_18:4)-H,887.411718,152.995833,171.006398,247.170354,275.201654,659.371829,411.194199,383.162899,429.204764,401.173464,715.398043,795.364374,733.408608
DLCL-PGlike(16:4_18:4)-H,885.396068,152.995833,171.006398,247.170354,273.186004,657.356179,409.178549,383.162899,427.189114,401.173464,713.382393,793.348724,731.392958
DLCL-PGlike(16:4_19:0)-H,909.489968,152.995833,171.006398,247.170354,297.279904,681.450079,433.272449,383.162899,451.283014,401.173464,737.476293,817.442624,755.486858
DLCL-PGlike(16:4_19:1)-H,907.474308,152.995833,171.006398,247.170354,295.264244,679.434419,431.256789,383.162899,449.267354,401.173464,735.460633,815.426964,753.471198
DLCL-PGlike(16:4_20:0)-H,923.505618,152.995833,171.006398,247.170354,311.295554,695.465729,447.288099,383.162899,465.298664,401.173464,751.491943,831.458274,769.502508
DLCL-PGlike(16:4_20:1)-H,921.489968,152.995833,171.006398,247.170354,309.279904,693.450079,445.272449,383.162899,463.283014,401.173464,749.476293,829.442624,767.486858
DLCL-PGlike(16:4_20:2)-H,919.474318,152.995833,171.006398,247.170354,307.264254,691.434429,443.256799,383.162899,461.267364,401.173464,747.460643,827.426974,765.471208
DLCL-PGlike(16:4_20:3)-H,917.458668,152.995833,171.006398,247.170354,305.248604,689.418779,441.241149,383.162899,459.251714,401.173464,745.444993,825.411324,763.455558
DLCL-PGlike(16:4_20:4)-H,915.443018,152.995833,171.006398,247.170354,303.232954,687.403129,439.225499,383.162899,457.236064,401.173464,743.429343,823.395674,761.439908
DLCL-PGlike(16:4_20:5)-H,913.427368,152.995833,171.006398,247.170354,301.217304,685.387479,437.209849,383.162899,455.220414,401.173464,741.413693,821.380024,759.424258
DLCL-PGlike(16:4_21:0)-H,937.521268,152.995833,171.006398,247.170354,325.311204,709.481379,461.303749,383.162899,479.314314,401.173464,765.507593,845.473924,783.518158
DLCL-PGlike(16:4_22:0)-H,951.536918,152.995833,171.006398,247.170354,339.326854,723.497029,475.319399,383.162899,493.329964,401.173464,779.523243,859.489574,797.533808
DLCL-PGlike(16:4_22:1)-H,949.521268,152.995833,171.006398,247.170354,337.311204,721.481379,473.303749,383.162899,491.314314,401.173464,777.507593,857.473924,795.518158
DLCL-PGlike(16:4_22:2)-H,947.505618,152.995833,171.006398,247.170354,335.295554,719.465729,471.288099,383.162899,489.298664,401.173464,775.491943,855.458274,793.502508
DLCL-PGlike(16:4_22:3)-H,945.489968,152.995833,171.006398,247.170354,333.279904,717.450079,469.272449,383.162899,487.283014,401.173464,773.476293,853.442624,791.486858
DLCL-PGlike(16:4_22:4)-H,943.474318,152.995833,171.006398,247.170354,331.264254,715.434429,467.256799,383.162899,485.267364,401.173464,771.460643,851.426974,789.471208
DLCL-PGlike(16:4_22:5)-H,941.458668,152.995833,171.006398,247.170354,329.248604,713.418779,465.241149,383.162899,483.251714,401.173464,769.444993,849.411324,787.455558
DLCL-PGlike(16:4_22:6)-H,939.443018,152.995833,171.006398,247.170354,327.232954,711.403129,463.225499,383.162899,481.236064,401.173464,767.429343,847.395674,785.439908
DLCL-PGlike(16:4_23:0)-H,965.552568,152.995833,171.006398,247.170354,353.342504,737.512679,489.335049,383.162899,507.345614,401.173464,793.538893,873.505224,811.549458
DLCL-PGlike(16:4_24:0)-H,979.568218,152.995833,171.006398,247.170354,367.358154,751.528329,503.350699,383.162899,521.361264,401.173464,807.554543,887.520874,825.565108
DLCL-PGlike(16:4_24:1)-H,977.552568,152.995833,171.006398,247.170354,365.342504,749.512679,501.335049,383.162899,519.345614,401.173464,805.538893,885.505224,823.549458
DLCL-PGlike(16:4_25:0)-H,993.583868,152.995833,171.006398,247.170354,381.373804,765.543979,517.366349,383.162899,535.376914,401.173464,821.570193,901.536524,839.580758
DLCL-PGlike(16:4_26:0)-H,1007.599518,152.995833,171.006398,247.170354,395.389454,779.559629,531.381999,383.162899,549.392564,401.173464,835.585843,915.552174,853.596408
DLCL-PGlike(17:0_8:0)-H,777.396067,152.995833,171.006398,269.248604,143.107753,549.356178,279.100298,405.241149,297.110863,423.251714,605.382392,685.348723,623.392957
DLCL-PGlike(17:0_10:0)-H,805.427368,152.995833,171.006398,269.248604,171.139054,577.387479,307.131599,405.241149,325.142164,423.251714,633.413693,713.380024,651.424258
DLCL-PGlike(17:0_12:0)-H,833.458668,152.995833,171.006398,269.248604,199.170354,605.418779,335.162899,405.241149,353.173464,423.251714,661.444993,741.411324,679.455558
DLCL-PGlike(17:0_13:0)-H,847.474318,152.995833,171.006398,269.248604,213.186004,619.434429,349.178549,405.241149,367.189114,423.251714,675.460643,755.426974,693.471208
DLCL-PGlike(17:0_14:0)-H,861.489968,152.995833,171.006398,269.248604,227.201654,633.450079,363.194199,405.241149,381.204764,423.251714,689.476293,769.442624,707.486858
DLCL-PGlike(17:0_14:1)-H,859.474318,152.995833,171.006398,269.248604,225.186004,631.434429,361.178549,405.241149,379.189114,423.251714,687.460643,767.426974,705.471208
DLCL-PGlike(17:0_15:0)-H,875.505618,152.995833,171.006398,269.248604,241.217304,647.465729,377.209849,405.241149,395.220414,423.251714,703.491943,783.458274,721.502508
DLCL-PGlike(17:0_15:1)-H,873.489968,152.995833,171.006398,269.248604,239.201654,645.450079,375.194199,405.241149,393.204764,423.251714,701.476293,781.442624,719.486858
DLCL-PGlike(17:0_16:0)-H,889.521268,152.995833,171.006398,269.248604,255.232954,661.481379,391.225499,405.241149,409.236064,423.251714,717.507593,797.473924,735.518158
DLCL-PGlike(17:0_16:1)-H,887.505618,152.995833,171.006398,269.248604,253.217304,659.465729,389.209849,405.241149,407.220414,423.251714,715.491943,795.458274,733.502508
DLCL-PGlike(17:0_16:2)-H,885.489968,152.995833,171.006398,269.248604,251.201654,657.450079,387.194199,405.241149,405.204764,423.251714,713.476293,793.442624,731.486858
DLCL-PGlike(17:0_16:3)-H,883.474318,152.995833,171.006398,269.248604,249.186004,655.434429,385.178549,405.241149,403.189114,423.251714,711.460643,791.426974,729.471208
DLCL-PGlike(17:0_16:4)-H,881.458668,152.995833,171.006398,269.248604,247.170354,653.418779,383.162899,405.241149,401.173464,423.251714,709.444993,789.411324,727.455558
DLCL-PGlike(17:0_17:0)-H,903.536918,152.995833,171.006398,269.248604,269.248604,675.497029,405.241149,405.241149,423.251714,423.251714,731.523243,811.489574,749.533808
DLCL-PGlike(17:0_17:1)-H,901.521268,152.995833,171.006398,269.248604,267.232954,673.481379,403.225499,405.241149,421.236064,423.251714,729.507593,809.473924,747.518158
DLCL-PGlike(17:0_17:2)-H,899.505618,152.995833,171.006398,269.248604,265.217304,671.465729,401.209849,405.241149,419.220414,423.251714,727.491943,807.458274,745.502508
