OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[R1CO-nH2O]+,[R2CO-nH2O]+,[R3CO-nH2O]+
OxTG(16:1_22:6_20:4(OHOH))+NH4,974.7444104,921.6967204,667.4720904,593.4564904,621.4877704,219.2107664,293.2263664,301.2162264
OxTG(16:1_22:6_20:4(OH))+NH4,958.7494904,923.7123704,669.4877404,595.4721404,621.4877704,219.2107664,293.2263664,285.2213064
OxTG(16:1_22:6_18:2(OHOH))+NH4,950.7444104,897.6967204,643.4720904,569.4564904,621.4877704,219.2107664,293.2263664,277.2162264
OxTG(16:1_22:6_18:2(OH))+NH4,934.7494904,899.7123704,645.4877404,571.4721404,621.4877704,219.2107664,293.2263664,261.2213064
OxTG(18:0_18:0_20:4(OHOH))+NH4,960.8226104,907.7749204,623.5033904,623.5033904,607.5659704,249.2576664,249.2576664,301.2162264
OxTG(18:0_18:0_20:4(OH))+NH4,944.8276904,909.7905704,625.5190404,625.5190404,607.5659704,249.2576664,249.2576664,285.2213064
OxTG(18:0_18:0_18:2(OHOH))+NH4,936.8226104,883.7749204,599.5033904,599.5033904,607.5659704,249.2576664,249.2576664,277.2162264
OxTG(18:0_18:0_18:2(OH))+NH4,920.8276904,885.7905704,601.5190404,601.5190404,607.5659704,249.2576664,249.2576664,261.2213064
OxTG(18:0_18:1_20:4(OHOH))+NH4,958.8070104,905.7593204,621.4877904,623.5033904,605.5503704,249.2576664,247.2420664,301.2162264
OxTG(18:0_18:1_20:4(OH))+NH4,942.8120904,907.7749704,623.5034404,625.5190404,605.5503704,249.2576664,247.2420664,285.2213064
OxTG(18:0_18:1_18:2(OHOH))+NH4,934.8070104,881.7593204,597.4877904,599.5033904,605.5503704,249.2576664,247.2420664,277.2162264
OxTG(18:0_18:1_18:2(OH))+NH4,918.8120904,883.7749704,599.5034404,601.5190404,605.5503704,249.2576664,247.2420664,261.2213064
OxTG(18:0_18:2_20:4(OHOH))+NH4,956.7913104,903.7436204,619.4720904,623.5033904,603.5346704,249.2576664,245.2263664,301.2162264
OxTG(18:0_18:2_20:4(OH))+NH4,940.7963904,905.7592704,621.4877404,625.5190404,603.5346704,249.2576664,245.2263664,285.2213064
OxTG(18:0_18:2_18:2(OHOH))+NH4,932.7913104,879.7436204,595.4720904,599.5033904,603.5346704,249.2576664,245.2263664,277.2162264
OxTG(18:0_18:2_18:2(OH))+NH4,916.7963904,881.7592704,597.4877404,601.5190404,603.5346704,249.2576664,245.2263664,261.2213064
OxTG(18:0_18:3_20:4(OHOH))+NH4,954.7757104,901.7280204,617.4564904,623.5033904,601.5190704,249.2576664,243.2107664,301.2162264
OxTG(18:0_18:3_20:4(OH))+NH4,938.7807904,903.7436704,619.4721404,625.5190404,601.5190704,249.2576664,243.2107664,285.2213064
OxTG(18:0_18:3_18:2(OHOH))+NH4,930.7757104,877.7280204,593.4564904,599.5033904,601.5190704,249.2576664,243.2107664,277.2162264
OxTG(18:0_18:3_18:2(OH))+NH4,914.7807904,879.7436704,595.4721404,601.5190404,601.5190704,249.2576664,243.2107664,261.2213064
OxTG(18:0_18:4_20:4(OHOH))+NH4,952.7600104,899.7123204,615.4407904,623.5033904,599.5033704,249.2576664,241.1950664,301.2162264
OxTG(18:0_18:4_20:4(OH))+NH4,936.7650904,901.7279704,617.4564404,625.5190404,599.5033704,249.2576664,241.1950664,285.2213064
OxTG(18:0_18:4_18:2(OHOH))+NH4,928.7600104,875.7123204,591.4407904,599.5033904,599.5033704,249.2576664,241.1950664,277.2162264
OxTG(18:0_18:4_18:2(OH))+NH4,912.7650904,877.7279704,593.4564404,601.5190404,599.5033704,249.2576664,241.1950664,261.2213064
OxTG(18:0_20:4_20:4(OHOH))+NH4,980.7913104,927.7436204,643.4720904,623.5033904,627.5346704,249.2576664,269.2263664,301.2162264
OxTG(18:0_20:4_20:4(OH))+NH4,964.7963904,929.7592704,645.4877404,625.5190404,627.5346704,249.2576664,269.2263664,285.2213064
OxTG(18:0_20:4_18:2(OHOH))+NH4,956.7913104,903.7436204,619.4720904,599.5033904,627.5346704,249.2576664,269.2263664,277.2162264
OxTG(18:0_20:4_18:2(OH))+NH4,940.7963904,905.7592704,621.4877404,601.5190404,627.5346704,249.2576664,269.2263664,261.2213064
OxTG(18:0_20:5_20:4(OHOH))+NH4,978.7757104,925.7280204,641.4564904,623.5033904,625.5190704,249.2576664,267.2107664,301.2162264
OxTG(18:0_20:5_20:4(OH))+NH4,962.7807904,927.7436704,643.4721404,625.5190404,625.5190704,249.2576664,267.2107664,285.2213064
OxTG(18:0_20:5_18:2(OHOH))+NH4,954.7757104,901.7280204,617.4564904,599.5033904,625.5190704,249.2576664,267.2107664,277.2162264
OxTG(18:0_20:5_18:2(OH))+NH4,938.7807904,903.7436704,619.4721404,601.5190404,625.5190704,249.2576664,267.2107664,261.2213064
OxTG(18:0_22:5_20:4(OHOH))+NH4,1006.80701,953.7593204,669.4877904,623.5033904,653.5503704,249.2576664,295.2420664,301.2162264
OxTG(18:0_22:5_20:4(OH))+NH4,990.8120904,955.7749704,671.5034404,625.5190404,653.5503704,249.2576664,295.2420664,285.2213064
OxTG(18:0_22:5_18:2(OHOH))+NH4,982.8070104,929.7593204,645.4877904,599.5033904,653.5503704,249.2576664,295.2420664,277.2162264
OxTG(18:0_22:5_18:2(OH))+NH4,966.8120904,931.7749704,647.5034404,601.5190404,653.5503704,249.2576664,295.2420664,261.2213064
OxTG(18:0_22:6_20:4(OHOH))+NH4,1004.79131,951.7436204,667.4720904,623.5033904,651.5346704,249.2576664,293.2263664,301.2162264
OxTG(18:0_22:6_20:4(OH))+NH4,988.7963904,953.7592704,669.4877404,625.5190404,651.5346704,249.2576664,293.2263664,285.2213064
OxTG(18:0_22:6_18:2(OHOH))+NH4,980.7913104,927.7436204,643.4720904,599.5033904,651.5346704,249.2576664,293.2263664,277.2162264
OxTG(18:0_22:6_18:2(OH))+NH4,964.7963904,929.7592704,645.4877404,601.5190404,651.5346704,249.2576664,293.2263664,261.2213064
OxTG(18:1_18:1_20:4(OHOH))+NH4,956.7914104,903.7437204,621.4877904,621.4877904,603.5347704,247.2420664,247.2420664,301.2162264
OxTG(18:1_18:1_20:4(OH))+NH4,940.7964904,905.7593704,623.5034404,623.5034404,603.5347704,247.2420664,247.2420664,285.2213064
OxTG(18:1_18:1_18:2(OHOH))+NH4,932.7914104,879.7437204,597.4877904,597.4877904,603.5347704,247.2420664,247.2420664,277.2162264
OxTG(18:1_18:1_18:2(OH))+NH4,916.7964904,881.7593704,599.5034404,599.5034404,603.5347704,247.2420664,247.2420664,261.2213064
OxTG(18:1_18:2_20:4(OHOH))+NH4,954.7757104,901.7280204,619.4720904,621.4877904,601.5190704,247.2420664,245.2263664,301.2162264
OxTG(18:1_18:2_20:4(OH))+NH4,938.7807904,903.7436704,621.4877404,623.5034404,601.5190704,247.2420664,245.2263664,285.2213064
OxTG(18:1_18:2_18:2(OHOH))+NH4,930.7757104,877.7280204,595.4720904,597.4877904,601.5190704,247.2420664,245.2263664,277.2162264
OxTG(18:1_18:2_18:2(OH))+NH4,914.7807904,879.7436704,597.4877404,599.5034404,601.5190704,247.2420664,245.2263664,261.2213064
OxTG(18:1_18:3_20:4(OHOH))+NH4,952.7601104,899.7124204,617.4564904,621.4877904,599.5034704,247.2420664,243.2107664,301.2162264
OxTG(18:1_18:3_20:4(OH))+NH4,936.7651904,901.7280704,619.4721404,623.5034404,599.5034704,247.2420664,243.2107664,285.2213064
OxTG(18:1_18:3_18:2(OHOH))+NH4,928.7601104,875.7124204,593.4564904,597.4877904,599.5034704,247.2420664,243.2107664,277.2162264
OxTG(18:1_18:3_18:2(OH))+NH4,912.7651904,877.7280704,595.4721404,599.5034404,599.5034704,247.2420664,243.2107664,261.2213064
OxTG(18:1_18:4_20:4(OHOH))+NH4,950.7444104,897.6967204,615.4407904,621.4877904,597.4877704,247.2420664,241.1950664,301.2162264
OxTG(18:1_18:4_20:4(OH))+NH4,934.7494904,899.7123704,617.4564404,623.5034404,597.4877704,247.2420664,241.1950664,285.2213064
OxTG(18:1_18:4_18:2(OHOH))+NH4,926.7444104,873.6967204,591.4407904,597.4877904,597.4877704,247.2420664,241.1950664,277.2162264
OxTG(18:1_18:4_18:2(OH))+NH4,910.7494904,875.7123704,593.4564404,599.5034404,597.4877704,247.2420664,241.1950664,261.2213064
OxTG(18:1_20:4_20:4(OHOH))+NH4,978.7757104,925.7280204,643.4720904,621.4877904,625.5190704,247.2420664,269.2263664,301.2162264
OxTG(18:1_20:4_20:4(OH))+NH4,962.7807904,927.7436704,645.4877404,623.5034404,625.5190704,247.2420664,269.2263664,285.2213064
OxTG(18:1_20:4_18:2(OHOH))+NH4,954.7757104,901.7280204,619.4720904,597.4877904,625.5190704,247.2420664,269.2263664,277.2162264
OxTG(18:1_20:4_18:2(OH))+NH4,938.7807904,903.7436704,621.4877404,599.5034404,625.5190704,247.2420664,269.2263664,261.2213064
OxTG(18:1_20:5_20:4(OHOH))+NH4,976.7601104,923.7124204,641.4564904,621.4877904,623.5034704,247.2420664,267.2107664,301.2162264
OxTG(18:1_20:5_20:4(OH))+NH4,960.7651904,925.7280704,643.4721404,623.5034404,623.5034704,247.2420664,267.2107664,285.2213064
OxTG(18:1_20:5_18:2(OHOH))+NH4,952.7601104,899.7124204,617.4564904,597.4877904,623.5034704,247.2420664,267.2107664,277.2162264
OxTG(18:1_20:5_18:2(OH))+NH4,936.7651904,901.7280704,619.4721404,599.5034404,623.5034704,247.2420664,267.2107664,261.2213064
OxTG(18:1_22:5_20:4(OHOH))+NH4,1004.79141,951.7437204,669.4877904,621.4877904,651.5347704,247.2420664,295.2420664,301.2162264
OxTG(18:1_22:5_20:4(OH))+NH4,988.7964904,953.7593704,671.5034404,623.5034404,651.5347704,247.2420664,295.2420664,285.2213064
OxTG(18:1_22:5_18:2(OHOH))+NH4,980.7914104,927.7437204,645.4877904,597.4877904,651.5347704,247.2420664,295.2420664,277.2162264
OxTG(18:1_22:5_18:2(OH))+NH4,964.7964904,929.7593704,647.5034404,599.5034404,651.5347704,247.2420664,295.2420664,261.2213064
OxTG(18:1_22:6_20:4(OHOH))+NH4,1002.77571,949.7280204,667.4720904,621.4877904,649.5190704,247.2420664,293.2263664,301.2162264
OxTG(18:1_22:6_20:4(OH))+NH4,986.7807904,951.7436704,669.4877404,623.5034404,649.5190704,247.2420664,293.2263664,285.2213064
OxTG(18:1_22:6_18:2(OHOH))+NH4,978.7757104,925.7280204,643.4720904,597.4877904,649.5190704,247.2420664,293.2263664,277.2162264
OxTG(18:1_22:6_18:2(OH))+NH4,962.7807904,927.7436704,645.4877404,599.5034404,649.5190704,247.2420664,293.2263664,261.2213064
OxTG(18:2_18:2_20:4(OHOH))+NH4,952.7600104,899.7123204,619.4720904,619.4720904,599.5033704,245.2263664,245.2263664,301.2162264
OxTG(18:2_18:2_20:4(OH))+NH4,936.7650904,901.7279704,621.4877404,621.4877404,599.5033704,245.2263664,245.2263664,285.2213064
OxTG(18:2_18:2_18:2(OHOH))+NH4,928.7600104,875.7123204,595.4720904,595.4720904,599.5033704,245.2263664,245.2263664,277.2162264
OxTG(18:2_18:2_18:2(OH))+NH4,912.7650904,877.7279704,597.4877404,597.4877404,599.5033704,245.2263664,245.2263664,261.2213064
OxTG(18:2_18:3_20:4(OHOH))+NH4,950.7444104,897.6967204,617.4564904,619.4720904,597.4877704,245.2263664,243.2107664,301.2162264
OxTG(18:2_18:3_20:4(OH))+NH4,934.7494904,899.7123704,619.4721404,621.4877404,597.4877704,245.2263664,243.2107664,285.2213064
OxTG(18:2_18:3_18:2(OHOH))+NH4,926.7444104,873.6967204,593.4564904,595.4720904,597.4877704,245.2263664,243.2107664,277.2162264
OxTG(18:2_18:3_18:2(OH))+NH4,910.7494904,875.7123704,595.4721404,597.4877404,597.4877704,245.2263664,243.2107664,261.2213064
OxTG(18:2_18:4_20:4(OHOH))+NH4,948.7287104,895.6810204,615.4407904,619.4720904,595.4720704,245.2263664,241.1950664,301.2162264
OxTG(18:2_18:4_20:4(OH))+NH4,932.7337904,897.6966704,617.4564404,621.4877404,595.4720704,245.2263664,241.1950664,285.2213064
OxTG(18:2_18:4_18:2(OHOH))+NH4,924.7287104,871.6810204,591.4407904,595.4720904,595.4720704,245.2263664,241.1950664,277.2162264
OxTG(18:2_18:4_18:2(OH))+NH4,908.7337904,873.6966704,593.4564404,597.4877404,595.4720704,245.2263664,241.1950664,261.2213064
OxTG(18:2_20:4_20:4(OHOH))+NH4,976.7600104,923.7123204,643.4720904,619.4720904,623.5033704,245.2263664,269.2263664,301.2162264
OxTG(18:2_20:4_20:4(OH))+NH4,960.7650904,925.7279704,645.4877404,621.4877404,623.5033704,245.2263664,269.2263664,285.2213064
OxTG(18:2_20:4_18:2(OHOH))+NH4,952.7600104,899.7123204,619.4720904,595.4720904,623.5033704,245.2263664,269.2263664,277.2162264
OxTG(18:2_20:4_18:2(OH))+NH4,936.7650904,901.7279704,621.4877404,597.4877404,623.5033704,245.2263664,269.2263664,261.2213064
OxTG(18:2_20:5_20:4(OHOH))+NH4,974.7444104,921.6967204,641.4564904,619.4720904,621.4877704,245.2263664,267.2107664,301.2162264
OxTG(18:2_20:5_20:4(OH))+NH4,958.7494904,923.7123704,643.4721404,621.4877404,621.4877704,245.2263664,267.2107664,285.2213064
OxTG(18:2_20:5_18:2(OHOH))+NH4,950.7444104,897.6967204,617.4564904,595.4720904,621.4877704,245.2263664,267.2107664,277.2162264
OxTG(18:2_20:5_18:2(OH))+NH4,934.7494904,899.7123704,619.4721404,597.4877404,621.4877704,245.2263664,267.2107664,261.2213064
OxTG(18:2_22:5_20:4(OHOH))+NH4,1002.77571,949.7280204,669.4877904,619.4720904,649.5190704,245.2263664,295.2420664,301.2162264
OxTG(18:2_22:5_20:4(OH))+NH4,986.7807904,951.7436704,671.5034404,621.4877404,649.5190704,245.2263664,295.2420664,285.2213064
OxTG(18:2_22:5_18:2(OHOH))+NH4,978.7757104,925.7280204,645.4877904,595.4720904,649.5190704,245.2263664,295.2420664,277.2162264
OxTG(18:2_22:5_18:2(OH))+NH4,962.7807904,927.7436704,647.5034404,597.4877404,649.5190704,245.2263664,295.2420664,261.2213064
OxTG(18:2_22:6_20:4(OHOH))+NH4,1000.76001,947.7123204,667.4720904,619.4720904,647.5033704,245.2263664,293.2263664,301.2162264
OxTG(18:2_22:6_20:4(OH))+NH4,984.7650904,949.7279704,669.4877404,621.4877404,647.5033704,245.2263664,293.2263664,285.2213064
OxTG(18:2_22:6_18:2(OHOH))+NH4,976.7600104,923.7123204,643.4720904,595.4720904,647.5033704,245.2263664,293.2263664,277.2162264
OxTG(18:2_22:6_18:2(OH))+NH4,960.7650904,925.7279704,645.4877404,597.4877404,647.5033704,245.2263664,293.2263664,261.2213064
OxTG(18:3_18:3_20:4(OHOH))+NH4,948.7288104,895.6811204,617.4564904,617.4564904,595.4721704,243.2107664,243.2107664,301.2162264
OxTG(18:3_18:3_20:4(OH))+NH4,932.7338904,897.6967704,619.4721404,619.4721404,595.4721704,243.2107664,243.2107664,285.2213064
OxTG(18:3_18:3_18:2(OHOH))+NH4,924.7288104,871.6811204,593.4564904,593.4564904,595.4721704,243.2107664,243.2107664,277.2162264
OxTG(18:3_18:3_18:2(OH))+NH4,908.7338904,873.6967704,595.4721404,595.4721404,595.4721704,243.2107664,243.2107664,261.2213064
OxTG(18:3_18:4_20:4(OHOH))+NH4,946.7131104,893.6654204,615.4407904,617.4564904,593.4564704,243.2107664,241.1950664,301.2162264
OxTG(18:3_18:4_20:4(OH))+NH4,930.7181904,895.6810704,617.4564404,619.4721404,593.4564704,243.2107664,241.1950664,285.2213064
OxTG(18:3_18:4_18:2(OHOH))+NH4,922.7131104,869.6654204,591.4407904,593.4564904,593.4564704,243.2107664,241.1950664,277.2162264
OxTG(18:3_18:4_18:2(OH))+NH4,906.7181904,871.6810704,593.4564404,595.4721404,593.4564704,243.2107664,241.1950664,261.2213064
OxTG(18:3_20:4_20:4(OHOH))+NH4,974.7444104,921.6967204,643.4720904,617.4564904,621.4877704,243.2107664,269.2263664,301.2162264
OxTG(18:3_20:4_20:4(OH))+NH4,958.7494904,923.7123704,645.4877404,619.4721404,621.4877704,243.2107664,269.2263664,285.2213064
OxTG(18:3_20:4_18:2(OHOH))+NH4,950.7444104,897.6967204,619.4720904,593.4564904,621.4877704,243.2107664,269.2263664,277.2162264
OxTG(18:3_20:4_18:2(OH))+NH4,934.7494904,899.7123704,621.4877404,595.4721404,621.4877704,243.2107664,269.2263664,261.2213064
OxTG(18:3_20:5_20:4(OHOH))+NH4,972.7288104,919.6811204,641.4564904,617.4564904,619.4721704,243.2107664,267.2107664,301.2162264
OxTG(18:3_20:5_20:4(OH))+NH4,956.7338904,921.6967704,643.4721404,619.4721404,619.4721704,243.2107664,267.2107664,285.2213064
OxTG(18:3_20:5_18:2(OHOH))+NH4,948.7288104,895.6811204,617.4564904,593.4564904,619.4721704,243.2107664,267.2107664,277.2162264
OxTG(18:3_20:5_18:2(OH))+NH4,932.7338904,897.6967704,619.4721404,595.4721404,619.4721704,243.2107664,267.2107664,261.2213064
OxTG(18:3_22:5_20:4(OHOH))+NH4,1000.76011,947.7124204,669.4877904,617.4564904,647.5034704,243.2107664,295.2420664,301.2162264
OxTG(18:3_22:5_20:4(OH))+NH4,984.7651904,949.7280704,671.5034404,619.4721404,647.5034704,243.2107664,295.2420664,285.2213064
OxTG(18:3_22:5_18:2(OHOH))+NH4,976.7601104,923.7124204,645.4877904,593.4564904,647.5034704,243.2107664,295.2420664,277.2162264
OxTG(18:3_22:5_18:2(OH))+NH4,960.7651904,925.7280704,647.5034404,595.4721404,647.5034704,243.2107664,295.2420664,261.2213064
OxTG(18:3_22:6_20:4(OHOH))+NH4,998.7444104,945.6967204,667.4720904,617.4564904,645.4877704,243.2107664,293.2263664,301.2162264
OxTG(18:3_22:6_20:4(OH))+NH4,982.7494904,947.7123704,669.4877404,619.4721404,645.4877704,243.2107664,293.2263664,285.2213064
OxTG(18:3_22:6_18:2(OHOH))+NH4,974.7444104,921.6967204,643.4720904,593.4564904,645.4877704,243.2107664,293.2263664,277.2162264
OxTG(18:3_22:6_18:2(OH))+NH4,958.7494904,923.7123704,645.4877404,595.4721404,645.4877704,243.2107664,293.2263664,261.2213064
OxTG(18:4_18:4_20:4(OHOH))+NH4,944.6974104,891.6497204,615.4407904,615.4407904,591.4407704,241.1950664,241.1950664,301.2162264
OxTG(18:4_18:4_20:4(OH))+NH4,928.7024904,893.6653704,617.4564404,617.4564404,591.4407704,241.1950664,241.1950664,285.2213064
OxTG(18:4_18:4_18:2(OHOH))+NH4,920.6974104,867.6497204,591.4407904,591.4407904,591.4407704,241.1950664,241.1950664,277.2162264
OxTG(18:4_18:4_18:2(OH))+NH4,904.7024904,869.6653704,593.4564404,593.4564404,591.4407704,241.1950664,241.1950664,261.2213064
OxTG(18:4_20:4_20:4(OHOH))+NH4,972.7287104,919.6810204,643.4720904,615.4407904,619.4720704,241.1950664,269.2263664,301.2162264
OxTG(18:4_20:4_20:4(OH))+NH4,956.7337904,921.6966704,645.4877404,617.4564404,619.4720704,241.1950664,269.2263664,285.2213064
OxTG(18:4_20:4_18:2(OHOH))+NH4,948.7287104,895.6810204,619.4720904,591.4407904,619.4720704,241.1950664,269.2263664,277.2162264
OxTG(18:4_20:4_18:2(OH))+NH4,932.7337904,897.6966704,621.4877404,593.4564404,619.4720704,241.1950664,269.2263664,261.2213064
OxTG(18:4_20:5_20:4(OHOH))+NH4,970.7131104,917.6654204,641.4564904,615.4407904,617.4564704,241.1950664,267.2107664,301.2162264
OxTG(18:4_20:5_20:4(OH))+NH4,954.7181904,919.6810704,643.4721404,617.4564404,617.4564704,241.1950664,267.2107664,285.2213064
OxTG(18:4_20:5_18:2(OHOH))+NH4,946.7131104,893.6654204,617.4564904,591.4407904,617.4564704,241.1950664,267.2107664,277.2162264
OxTG(18:4_20:5_18:2(OH))+NH4,930.7181904,895.6810704,619.4721404,593.4564404,617.4564704,241.1950664,267.2107664,261.2213064
OxTG(18:4_22:5_20:4(OHOH))+NH4,998.7444104,945.6967204,669.4877904,615.4407904,645.4877704,241.1950664,295.2420664,301.2162264
OxTG(18:4_22:5_20:4(OH))+NH4,982.7494904,947.7123704,671.5034404,617.4564404,645.4877704,241.1950664,295.2420664,285.2213064
OxTG(18:4_22:5_18:2(OHOH))+NH4,974.7444104,921.6967204,645.4877904,591.4407904,645.4877704,241.1950664,295.2420664,277.2162264
OxTG(18:4_22:5_18:2(OH))+NH4,958.7494904,923.7123704,647.5034404,593.4564404,645.4877704,241.1950664,295.2420664,261.2213064
OxTG(18:4_22:6_20:4(OHOH))+NH4,996.7287104,943.6810204,667.4720904,615.4407904,643.4720704,241.1950664,293.2263664,301.2162264
OxTG(18:4_22:6_20:4(OH))+NH4,980.7337904,945.6966704,669.4877404,617.4564404,643.4720704,241.1950664,293.2263664,285.2213064
OxTG(18:4_22:6_18:2(OHOH))+NH4,972.7287104,919.6810204,643.4720904,591.4407904,643.4720704,241.1950664,293.2263664,277.2162264
OxTG(18:4_22:6_18:2(OH))+NH4,956.7337904,921.6966704,645.4877404,593.4564404,643.4720704,241.1950664,293.2263664,261.2213064
OxTG(20:4_20:4_20:4(OHOH))+NH4,1000.76001,947.7123204,643.4720904,643.4720904,647.5033704,269.2263664,269.2263664,301.2162264
OxTG(20:4_20:4_20:4(OH))+NH4,984.7650904,949.7279704,645.4877404,645.4877404,647.5033704,269.2263664,269.2263664,285.2213064
OxTG(20:4_20:4_18:2(OHOH))+NH4,976.7600104,923.7123204,619.4720904,619.4720904,647.5033704,269.2263664,269.2263664,277.2162264
OxTG(20:4_20:4_18:2(OH))+NH4,960.7650904,925.7279704,621.4877404,621.4877404,647.5033704,269.2263664,269.2263664,261.2213064
OxTG(20:4_20:5_20:4(OHOH))+NH4,998.7444104,945.6967204,641.4564904,643.4720904,645.4877704,269.2263664,267.2107664,301.2162264
OxTG(20:4_20:5_20:4(OH))+NH4,982.7494904,947.7123704,643.4721404,645.4877404,645.4877704,269.2263664,267.2107664,285.2213064
OxTG(20:4_20:5_18:2(OHOH))+NH4,974.7444104,921.6967204,617.4564904,619.4720904,645.4877704,269.2263664,267.2107664,277.2162264
OxTG(20:4_20:5_18:2(OH))+NH4,958.7494904,923.7123704,619.4721404,621.4877404,645.4877704,269.2263664,267.2107664,261.2213064
OxTG(20:4_22:5_20:4(OHOH))+NH4,1026.77571,973.7280204,669.4877904,643.4720904,673.5190704,269.2263664,295.2420664,301.2162264
OxTG(20:4_22:5_20:4(OH))+NH4,1010.78079,975.7436704,671.5034404,645.4877404,673.5190704,269.2263664,295.2420664,285.2213064
OxTG(20:4_22:5_18:2(OHOH))+NH4,1002.77571,949.7280204,645.4877904,619.4720904,673.5190704,269.2263664,295.2420664,277.2162264
OxTG(20:4_22:5_18:2(OH))+NH4,986.7807904,951.7436704,647.5034404,621.4877404,673.5190704,269.2263664,295.2420664,261.2213064
OxTG(20:4_22:6_20:4(OHOH))+NH4,1024.76001,971.7123204,667.4720904,643.4720904,671.5033704,269.2263664,293.2263664,301.2162264
OxTG(20:4_22:6_20:4(OH))+NH4,1008.76509,973.7279704,669.4877404,645.4877404,671.5033704,269.2263664,293.2263664,285.2213064
OxTG(20:4_22:6_18:2(OHOH))+NH4,1000.76001,947.7123204,643.4720904,619.4720904,671.5033704,269.2263664,293.2263664,277.2162264
OxTG(20:4_22:6_18:2(OH))+NH4,984.7650904,949.7279704,645.4877404,621.4877404,671.5033704,269.2263664,293.2263664,261.2213064
OxTG(20:5_20:5_20:4(OHOH))+NH4,996.7288104,943.6811204,641.4564904,641.4564904,643.4721704,267.2107664,267.2107664,301.2162264
OxTG(20:5_20:5_20:4(OH))+NH4,980.7338904,945.6967704,643.4721404,643.4721404,643.4721704,267.2107664,267.2107664,285.2213064
OxTG(20:5_20:5_18:2(OHOH))+NH4,972.7288104,919.6811204,617.4564904,617.4564904,643.4721704,267.2107664,267.2107664,277.2162264
OxTG(20:5_20:5_18:2(OH))+NH4,956.7338904,921.6967704,619.4721404,619.4721404,643.4721704,267.2107664,267.2107664,261.2213064
OxTG(20:5_22:5_20:4(OHOH))+NH4,1024.76011,971.7124204,669.4877904,641.4564904,671.5034704,267.2107664,295.2420664,301.2162264
OxTG(20:5_22:5_20:4(OH))+NH4,1008.76519,973.7280704,671.5034404,643.4721404,671.5034704,267.2107664,295.2420664,285.2213064
OxTG(20:5_22:5_18:2(OHOH))+NH4,1000.76011,947.7124204,645.4877904,617.4564904,671.5034704,267.2107664,295.2420664,277.2162264
OxTG(20:5_22:5_18:2(OH))+NH4,984.7651904,949.7280704,647.5034404,619.4721404,671.5034704,267.2107664,295.2420664,261.2213064
OxTG(20:5_22:6_20:4(OHOH))+NH4,1022.74441,969.6967204,667.4720904,641.4564904,669.4877704,267.2107664,293.2263664,301.2162264
OxTG(20:5_22:6_20:4(OH))+NH4,1006.74949,971.7123704,669.4877404,643.4721404,669.4877704,267.2107664,293.2263664,285.2213064
