"MSDIAL_ADGGA","[M-H]-","1","2","3","4"
"MSDIAL_ADGGA 12:0_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;URHDKTGIALVNDY-UHFFFAOYNA-N;C45H82O12","813.57335","813.5734","199.1704","1","1"
"MSDIAL_ADGGA 12:0_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;UOGDNXHRHSHUAP-UHFFFAOYNA-N;C47H86O12","841.60465","841.6047","199.1704","227.2017","1"
"MSDIAL_ADGGA 12:0_12:0_14:1;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/CCCC)C(O)=O)OC(=O)CCCCCCCCCCC;DOBTZFFHMPORDA-SSZFMOIBNA-N;C47H84O12","839.58900","839.589","199.1704","225.186","1"
"MSDIAL_ADGGA 16:0_12:0_12:0;[M-H]-;CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;OBAUHXYNKOVCHK-UHFFFAOYNA-N;C49H90O12","869.63595","869.6359","199.1704","255.233","1"
"MSDIAL_ADGGA 16:1_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;WCTUVKSWKCCMDG-VXPUYCOJNA-N;C49H88O12","867.62030","867.6203","199.1704","253.2173","1"
"MSDIAL_ADGGA 16:2_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/C\C=C/CCC)C(O)=O)OC(=O)CCCCCCCCCCC;WUHZCUPTZMRSTE-YXBOBCBONA-N;C49H86O12","865.60465","865.6047","199.1704","251.2017","1"
"MSDIAL_ADGGA 16:3_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCC\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;VNVZSLFZYMRXMK-XMRVQXCHNA-N;C49H84O12","863.58900","863.589","199.1704","249.186","1"
"MSDIAL_ADGGA 16:4_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;PEONWKGAYFPGPV-RUYSNDFLNA-N;C49H82O12","861.57335","861.5734","199.1704","247.1704","1"
"MSDIAL_ADGGA 18:0_12:0_12:0;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;DDJUZLBXKDEPTJ-UHFFFAOYNA-N;C51H94O12","897.66725","897.6672","199.1704","283.2643","1"
"MSDIAL_ADGGA 18:1_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/CCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;BJXBRAQTGJHKGE-DQRAZIAONA-N;C51H92O12","895.65160","895.6516","199.1704","281.2486","1"
"MSDIAL_ADGGA 18:2_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;WGUHJVWPDLTGLU-BLWADTQWNA-N;C51H90O12","893.63595","893.6359","199.1704","279.233","1"
"MSDIAL_ADGGA 18:3_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;LBILYYMYEJYPPK-XMRVQXCHNA-N;C51H88O12","891.62030","891.6203","199.1704","277.2173","1"
"MSDIAL_ADGGA 18:4_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;ZSBGGJUGCQUKNG-AJXRXSPHNA-N;C51H86O12","889.60465","889.6047","199.1704","275.2017","1"
"MSDIAL_ADGGA 18:5_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;OBWNUXFUFQIUQC-CDTLQAIINA-N;C51H84O12","887.58900","887.589","199.1704","273.186","1"
"MSDIAL_ADGGA 20:0_12:0_12:0;[M-H]-;CCCCCCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;DRUUXOFJKKXVSE-UHFFFAOYNA-N;C53H98O12","925.69855","925.6985","199.1704","311.2956","1"
"MSDIAL_ADGGA 20:1_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCC\C=C/CCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;LIVKYUPRUUPGBN-DQRAZIAONA-N;C53H96O12","923.68290","923.6829","199.1704","309.2799","1"
"MSDIAL_ADGGA 20:2_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;MBLUZOZVIZCZLC-BLWADTQWNA-N;C53H94O12","921.66725","921.6672","199.1704","307.2643","1"
"MSDIAL_ADGGA 20:3_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;MSLLPNNKZRPVOK-XMRVQXCHNA-N;C53H92O12","919.65160","919.6516","199.1704","305.2486","1"
"MSDIAL_ADGGA 20:4_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;ZNGFMRSCYXIFKF-LUJHFHPPNA-N;C53H90O12","917.63595","917.6359","199.1704","303.233","1"
"MSDIAL_ADGGA 20:5_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;YBRJPVUQLDMTEU-FBSBXCKBNA-N;C53H88O12","915.62030","915.6203","199.1704","301.2173","1"
"MSDIAL_ADGGA 22:0_12:0_12:0;[M-H]-;CCCCCCCCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;JNFLIXPVTUDLTI-UHFFFAOYNA-N;C55H102O12","953.72985","953.7299","199.1704","339.3269","1"
"MSDIAL_ADGGA 22:1_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;MZTOPQYNVINWSG-DQRAZIAONA-N;C55H100O12","951.71420","951.7142","199.1704","337.3112","1"
"MSDIAL_ADGGA 22:2_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;UIMVLXHTNCEJMT-BLWADTQWNA-N;C55H98O12","949.69855","949.6985","199.1704","335.2956","1"
"MSDIAL_ADGGA 22:3_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/CCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;LKBOYXVSTBPYFF-CRCXHREWNA-N;C55H96O12","947.68290","947.6829","199.1704","333.2799","1"
"MSDIAL_ADGGA 22:4_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;VCZYDQWWQXCWJS-LUJHFHPPNA-N;C55H94O12","945.66725","945.6672","199.1704","331.2643","1"
"MSDIAL_ADGGA 22:5_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;NJNPRBGAAXDBSZ-WJGKFJHVNA-N;C55H92O12","943.65160","943.6516","199.1704","329.2486","1"
"MSDIAL_ADGGA 22:6_12:0_12:0;[M-H]-;CCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)C(O)=O)OC(=O)CCCCCCCCCCC;KISOUBCVWGYRQD-LVJOZRDRNA-N;C55H90O12","941.63595","941.6359","199.1704","327.233","1"
"MSDIAL_ADGGA 12:0_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;FNGREMOLUBXZJS-UHFFFAOYNA-N;C47H86O12","841.60465","841.6047","199.1704","227.2017","1"
"MSDIAL_ADGGA 14:0_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCCCCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;YELBQXAVPAORMK-UHFFFAOYNA-N;C49H90O12","869.63595","869.6359","227.2017","199.1704","1"
"MSDIAL_ADGGA 14:1_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/CCCC)C(O)=O)OC(=O)CCCCCCCCCCC;CKLLKPSNRXFOGA-VKAVYKQENA-N;C49H88O12","867.62030","867.6203","199.1704","225.186","227.2017"
"MSDIAL_ADGGA 16:0_12:0_14:0;[M-H]-;CCCCCCCCCCCCCCCC(=O)OC1C(O)C(O)C(OC1OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)=O;JICYXLQXOKUVAC-UHFFFAOYNA-N;C51H94O12","897.66725","897.6672","199.1704","227.2017","255.233"
"MSDIAL_ADGGA 16:1_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/CCCCCC)C(O)=O)OC(=O)CCCCCCCCCCC;KNWSDUDRILUIKM-VZCXRCSSNA-N;C51H92O12","895.65160","895.6516","199.1704","227.2017","253.2173"
"MSDIAL_ADGGA 16:2_12:0_14:0;[M-H]-;CCCCCCCCCCCCCC(=O)OCC(COC1OC(C(O)C(O)C1OC(=O)CCCCCCC\C=C/C\C=C/CCC)C(O)=O)OC(=O)CCCCCCCCCCC;AVSSXMLSRLOTHM-HMTRZLGANA-N;C51H90O12","893.63595","893.6359","199.1704","227.2017","251.2017"
